"","X.1","X","metabolite","feature_id","compound_superclass","molecular_formula","adduct","precursor_formula","npc_number_pathway","npc_number_pathway_probability","npc_number_superclass","npc_number_superclass_probability","npc_number_class","npc_number_class_probability","classy_fire_number_most_specific_class","classy_fire_number_most_specific_class_probability","gnps_cosine_score","gnps_mz_error_ppm","gnps_compound_name","gnps_compound_class","gnps_compound_subclass","coraldb_cosine_score","coraldb_mz_error_ppm","coraldb_compound_family","coraldb_compound_superclass","coraldb_compound_class","exact_mass","database","clusterIndex","refined_origin","compound_class","coraldb_compound_name","display_class","XGBoost_Importance","RandomForest_Importance","scler_ubiquity","non_scler_ubiquity","pepmass.x","RT","fatty_acid","compound_name","pepmass.y","LipidClass","total_ubiquity"
"11256",11256,11256,"x7253_876_6641_4_34",7253,"Oligopeptides","C44H87N9O7","[M + Na]+","C44H87N9O7","Amino acids and Peptides",0.96691906452179,"Oligopeptides",0.919060170650482,"Unknown",0.656299650669098,"Unknown",0.681281089782715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,39.9532710280374,44.1176470588235,NA,NA,NA,NA,NA,NA,41.1971830985916
"11257",11257,11257,"x19818_854_6748_9_291",19818,"Sphingolipids","C49H91NO10","[M + H]+","C49H91NO10","Fatty acids",0.97735208272934,"Sphingolipids",0.930597186088562,"Neutral glycosphingolipids",0.911022245883942,"Unknown",0.509431719779968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Neutral GSL",NA,"Neutral GSL",0,0,0.233644859813084,18.3823529411765,NA,NA,NA,NA,NA,NA,4.57746478873239
"11258",11258,11258,"x25023_854_62812_11_908",25023,"Glycerophospholipids","C48H88NO9P","[M + H]+","C48H88NO9P","Fatty acids",0.999849438667297,"Glycerophospholipids",0.999642610549927,"Glycerophosphocholines",0.983761489391327,"Phosphatidylcholines",0.995002210140228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,26.1682242990654,3.67647058823529,NA,NA,NA,NA,854.6281,"PC",20.5985915492958
"11259",11259,11259,"x6310_662_40141_4_008",6310,"Unknown","C33H57N3O9","[M + Na]+","C33H57N3O9","Polyketides",0.971019446849823,"Unknown",0.652080118656158,"Unknown",0.529769122600555,"Unknown",0.67512583732605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,2.33644859813084,2.94117647058824,NA,NA,NA,NA,NA,NA,2.46478873239437
"11260",11260,11260,"x28805_532_40806_12_953",28805,"Unknown","C27H49N9O2","[M + H]+","C27H49N9O2","Unknown",0.452706009149551,"Unknown",0.294520676136017,"Unknown",0.753903329372406,"Unknown",0.575956165790558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.233644859813084,8.82352941176471,532.40806,12.953,"20:3",NA,NA,NA,2.2887323943662
"11261",11261,11261,"x12286_650_47854_6_136",12286,"Glycerophospholipids","C34H68NO8P","[M + H]+","C34H68NO8P","Fatty acids",0.999906659126282,"Glycerophospholipids",0.999978184700012,"Glycerophosphocholines",0.981105983257294,"Phosphatidylcholines",0.885719358921051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Glycerophosphocholines",NA,"Glycerophosphocholines",0,5.50926558817149e-06,32.4766355140187,16.9117647058824,NA,NA,NA,NA,NA,NA,28.8732394366197
"11262",11262,11262,"x17735_620_52539_8_368",17735,"Unknown","C38H69NO5","[M + H]+","C38H69NO5","Unknown",0.696306169033051,"Unknown",0.76880007982254,"Unknown",0.129425004124641,"Unknown",0.82450807094574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,32.7102803738318,21.3235294117647,NA,NA,NA,NA,NA,NA,29.7535211267606
"11263",11263,11263,"x24397_928_56144_11_756",24397,"Unknown","C38H73N17O8S","[M + H]+","C38H73N17O8S","Amino acids and Peptides",0.937217473983765,"Unknown",0.218184232711792,"Unknown",0.391349405050278,"Unknown",0.844401955604553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,38.5514018691589,23.5294117647059,NA,NA,NA,NA,NA,NA,34.8591549295775
"11264",11264,11264,"x22361_791_56109_10_642",22361,"Unknown","C41H78N2O12","[M + H]+","C41H78N2O12","Unknown",0.483854472637177,"Unknown",0.38643404841423,"Unknown",0.367521107196808,"Unknown",0.800032377243042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,14.2523364485981,5.14705882352941,NA,NA,NA,NA,NA,NA,12.5
"11265",11265,11265,"x4520_1141_45796_3_487",4520,"Saccharides","C44H76N4O30","[M + H]+","C44H76N4O30","Carbohydrates",0.982325613498688,"Saccharides",0.85593855381012,"Unknown",0.693011045455933,"Unknown",0.518745481967926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,27.803738317757,10.2941176470588,NA,NA,NA,NA,NA,NA,23.5915492957746
"11266",11266,11266,"x7566_704_3086_4_431",7566,"Unknown","C30H47FN5O11P","[M + H]+","C30H47FN5O11P","Unknown",0.682378113269806,"Unknown",0.161738857626915,"Unknown",0.18881930410862,"Unknown",0.616468369960785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,1.63551401869159,7.35294117647059,NA,NA,NA,NA,NA,NA,2.99295774647887
"11267",11267,11267,"x2039_337_23678_1_995",2039,"Unknown","C20H32O4","[M + H]+","C20H32O4","Unknown",0.638988614082336,"Unknown",0.65923547744751,"Unknown",0.520986616611481,"Unknown",0.513253390789032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,26.1682242990654,55.1470588235294,NA,NA,NA,NA,NA,NA,32.9225352112676
"11268",11268,11268,"x10967_854_58869_5_635",10967,"Glycerophospholipids","C47H84NO10P","[M + H]+","C47H84NO10P","Fatty acids",0.999979019165039,"Glycerophospholipids",0.999873757362366,"Unknown",0.375237762928009,"Phosphatidylcholines",0.956486642360687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,19.1588785046729,15.4411764705882,NA,NA,NA,NA,NA,NA,18.1338028169014
"11269",11269,11269,"x27798_628_37471_12_67",27798,"Unknown","C30H53N5O7S","[M + H]+","C30H53N5O7S","Unknown",0.356111317873001,"Unknown",0.194165229797363,"Unknown",0.0687059313058853,"Unknown",0.61572790145874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,14.2523364485981,37.5,NA,NA,NA,NA,NA,NA,20.2464788732394
"11270",11270,11270,"x20869_706_51768_9_903",20869,"Glycerophospholipids","C39H74NO6P","[M + Na]+","C39H74NO6P","Fatty acids",0.999699115753174,"Glycerophospholipids",0.998682796955109,"Glycerophosphoethanolamines",0.982589602470398,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",0.997847557067871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","GPEtn",NA,"GPEtn",0,0,7.94392523364486,17.6470588235294,NA,NA,NA,NA,NA,NA,10.2112676056338
"11271",11271,11271,"x7874_710_64384_4_509",7874,"Steroids","C47H83NO3","[M + H]+","C47H83NO3","Terpenoids",0.97199022769928,"Steroids",0.90476006269455,"Cholestane steroids",0.949765026569366,"Unknown",0.811715424060822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Cholestane steroids",NA,"Other",0,0,38.5514018691589,6.61764705882353,NA,NA,NA,NA,NA,NA,30.6338028169014
"11272",11272,11272,"x34535_731_63418_14_285",34535,"Unknown","C50H82O3","[M + H]+","C50H82O3","Terpenoids",0.98491895198822,"Unknown",0.0750479251146317,"Unknown",0.0136311091482639,"Steroid esters",0.860114753246307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,6.64955431569995e-06,28.0373831775701,10.2941176470588,NA,NA,NA,NA,NA,NA,23.5915492957746
"11273",11273,11273,"x33614_686_608_14_025",33614,"Unknown","C44H79NO4","[M + H]+","C44H79NO4","Fatty acids",0.998572826385498,"Unknown",0.755110323429108,"Unknown",0.598981082439423,"Unknown",0.822116732597351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,15.4205607476636,7.35294117647059,NA,NA,NA,NA,NA,NA,13.3802816901408
"11274",11274,11274,"x11682_718_46306_5_916",11682,"Unknown","C40H59N7O5","[M + H]+","C40H59N7O5","Unknown",0.765743255615234,"Unknown",0.472951471805573,"Unknown",0.674737811088562,"Unknown",0.613785743713379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0,27.1028037383178,2.20588235294118,NA,NA,NA,NA,NA,NA,20.9507042253521
"11275",11275,11275,"x33888_782_70256_14_109",33888,"Unknown","C51H91NO4","[M + H]+","C51H91NO4","Fatty acids",0.981856286525726,"Unknown",0.845407903194427,"Triacylglycerols",0.999006807804108,"Amino acids and derivatives",0.961046278476715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","TAG",NA,"TAG",0,0,31.3084112149533,18.3823529411765,NA,NA,NA,NA,NA,NA,27.9929577464789
"11276",11276,11276,"x20218_717_61426_9_491",20218,"Unknown","C44H80N2O5","[M + H]+","C44H80N2O5","Unknown",0.678358852863312,"Unknown",0.342883914709091,"Unknown",0.376309394836426,"Unknown",0.750851392745972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,1.16822429906542,5.14705882352941,NA,NA,NA,NA,NA,NA,2.11267605633803
"11277",11277,11277,"x15462_736_55057_7_491",15462,"Unknown","C44H75NO6","[M + Na]+","C44H75NO6","Unknown",0.431546241044998,"Unknown",0.111467584967613,"Unknown",0.488274335861206,"Unknown",0.586758255958557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,32.9439252336449,10.2941176470588,NA,NA,NA,NA,NA,NA,27.2887323943662
"11278",11278,11278,"x5357_516_44249_3_728",5357,"Unknown","C33H57NO3","[M + H]+","C33H57NO3","Unknown",0.67522668838501,"Unknown",0.101248018443584,"Unknown",0.143228307366371,"N-acyl amines",0.862552106380463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,28.5046728971963,15.4411764705882,516.44249,3.728,"19:1",NA,NA,NA,25.1760563380282
"11279",11279,11279,"x15686_634_50446_7_54",15686,"Unknown","C38H67NO6","[M + H]+","C38H67NO6","Fatty acids",0.995662152767181,"Unknown",0.1946931630373,"Unknown",0.293732285499573,"Unknown",0.775782704353333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,17.2897196261682,15.4411764705882,NA,NA,NA,NA,NA,NA,16.7253521126761
"11280",11280,11280,"x13618_898_54306_6_694",13618,"Oligopeptides","C45H71N9O10","[M + H]+","C45H71N9O10","Amino acids and Peptides",0.939498484134674,"Oligopeptides",0.925590693950653,"Unknown",0.76303493976593,"Unknown",0.600728690624237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,39.7196261682243,4.41176470588235,NA,NA,NA,NA,NA,NA,30.9859154929577
"11281",11281,11281,"x25349_858_67751_12_051",25349,"Unknown","C50H93NO8","[M + Na]+","C50H93NO8","Fatty acids",0.995628356933594,"Unknown",0.0749764889478683,"Unknown",0.684627532958984,"Unknown",0.651514768600464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,33.1775700934579,21.3235294117647,NA,NA,NA,NA,NA,NA,30.1056338028169
"11282",11282,11282,"x5440_540_36626_3_75",5440,"Glycerophospholipids","C26H54NO8P","[M + H]+","C26H54NO8P","Fatty acids",0.995243966579437,"Glycerophospholipids",0.997433722019196,"Unknown",0.71688574552536,"Unknown",0.571510434150696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,19.8598130841121,6.61764705882353,NA,NA,NA,NA,NA,NA,16.5492957746479
"11283",11283,11283,"x15152_814_55996_7_373",15152,"Glycerophospholipids","C44H80NO10P","[M + H]+","C44H80NO10P","Fatty acids",0.999933362007141,"Glycerophospholipids",0.999881267547607,"Oxidized glycerophospholipids",0.945952355861664,"Phosphatidylcholines",0.979150235652924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","OxPL",NA,"OxPL",0,0,40.6542056074766,14.7058823529412,NA,NA,NA,NA,814.56,"PC",34.6830985915493
"11284",11284,11284,"x5550_389_30463_3_758",5550,"Unknown","C25H40O3","[M + H]+","C25H40O3","Terpenoids",0.86625999212265,"Unknown",0.635744452476501,"Unknown",0.464528858661652,"1-hydroxy-2-unsubstituted benzenoids",0.858987808227539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,16.8224299065421,9.55882352941176,NA,NA,NA,NA,NA,NA,14.9647887323944
"11285",11285,11285,"x21662_840_64898_10_308",21662,"Glycerophospholipids","C48H90NO8P","[M + H]+","C48H90NO8P","Fatty acids",0.999787390232086,"Glycerophospholipids",0.999556839466095,"Glycerophosphocholines",0.999236464500427,"Phosphatidylcholines",0.993701457977295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,31.0747663551402,28.6764705882353,NA,NA,NA,NA,NA,NA,30.8098591549296
"11286",11286,11286,"x24415_628_58702_11_727",24415,"Sphingolipids","C38H77NO5","[M + H]+","C38H77NO5","Fatty acids",0.99986457824707,"Sphingolipids",0.999581754207611,"Ceramides",0.999614059925079,"Ceramides",0.99998140335083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Ceramides",NA,"Ceramides",0,0,0,12.5,NA,NA,NA,NA,NA,NA,2.99295774647887
"11287",11287,11287,"x610_287_23689_1_101",610,"Unknown","C20H30O","[M + H]+","C20H30O","Terpenoids",0.99750804901123,"Unknown",0.765204131603241,"Unknown",0.220885768532753,"Unknown",0.766648888587952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.233644859813084,38.9705882352941,NA,NA,NA,NA,NA,NA,9.50704225352113
"11288",11288,11288,"x27285_818_65156_12_53",27285,"Unknown","C49H87NO8","[M + H]+","C49H87NO8","Fatty acids",0.952398538589478,"Unknown",0.551691710948944,"Unknown",0.374560326337814,"Unknown",0.796123921871185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,1.43359762558819e-05,33.8785046728972,22.7941176470588,NA,NA,NA,NA,NA,NA,30.9859154929577
"11289",11289,11289,"x8512_620_38883_4_71",8512,"Unknown","C29H49N9O6","[M + H]+","C29H49N9O6","Amino acids and Peptides",0.926181793212891,"Unknown",0.420338034629822,"Unknown",0.263880997896194,"Peptides",0.880046248435974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,1.63551401869159,4.41176470588235,NA,NA,NA,NA,NA,NA,2.2887323943662
"11290",11290,11290,"x31646_780_68614_13_584",31646,"Unknown","C51H89NO4","[M + H]+","C51H89NO4","Fatty acids",0.972297012805939,"Unknown",0.793997228145599,"Triacylglycerols",0.999015688896179,"Amino acids and derivatives",0.874230861663818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","TAG",NA,"TAG",0,0,22.4299065420561,26.4705882352941,NA,NA,NA,NA,NA,NA,23.2394366197183
"11291",11291,11291,"x30501_770_60577_13_295",30501,"Unknown","C49H81NO4","[M + Na]+","C49H81NO4","Fatty acids",0.945089221000671,"Unknown",0.473632246255875,"Unknown",0.454293817281723,"Unknown",0.670307099819183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,25.9345794392523,22.0588235294118,NA,NA,NA,NA,NA,NA,25.3521126760563
"11292",11292,11292,"x15420_621_51185_7_476",15420,"Glycerolipids","C38H68O6","[M + H]+","C38H68O6","Fatty acids",0.994519770145416,"Glycerolipids",0.996092736721039,"Unknown",0.829080820083618,"Triacylglycerols",0.990268707275391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,16.1214953271028,2.20588235294118,NA,NA,NA,NA,NA,NA,12.6760563380282
"11293",11293,11293,"x31377_850_71383_13_561",31377,"Unknown","C51H95NO8","[M + H]+","C51H95NO8","Fatty acids",0.937277793884277,"Unknown",0.831973493099213,"Unknown",0.48899844288826,"N-acyl amines",0.917755484580994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,32.7102803738318,8.08823529411765,NA,NA,NA,NA,NA,NA,26.5845070422535
"11294",11294,11294,"x32028_894_69386_13_67",32028,"Glycerophospholipids","C52H96NO8P","[M + H]+","C52H96NO8P","Fatty acids",0.999673128128052,"Glycerophospholipids",0.999286472797394,"Glycerophosphocholines",0.999565541744232,"Phosphatidylcholines",0.994887053966522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","PC(diacyl)","PC(44:4)","PC(diacyl)",0,0,32.7102803738318,3.67647058823529,NA,NA,NA,NA,894.6939,"PC",25.5281690140845
"11295",11295,11295,"x30754_906_69714_13_406",30754,"Glycerophospholipids","C53H96NO8P","[M + H]+","C53H96NO8P","Fatty acids",0.999643564224243,"Glycerophospholipids",0.999240756034851,"Glycerophosphocholines",0.999566614627838,"Phosphatidylcholines",0.995257437229156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,40.6542056074766,14.7058823529412,NA,NA,NA,NA,NA,NA,34.1549295774648
"11296",11296,11296,"x41614_1029_82568_17_363",41614,"Unknown","C66H112N2O2S2","[M + H]+","C66H112N2O2S2","Unknown",0.342453181743622,"Unknown",0.156834468245506,"Unknown",0.274464786052704,"Unknown",0.549188315868378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,25.7009345794392,0,NA,NA,NA,NA,NA,NA,19.3661971830986
"11297",11297,11297,"x25987_699_57907_12_218",25987,"Unknown","C42H74N4O4","[M + H]+","C42H74N4O4","Unknown",0.518703699111938,"Unknown",0.331630289554596,"Unknown",0.615476548671722,"Unknown",0.796321749687195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,30.3738317757009,53.6764705882353,NA,NA,NA,NA,NA,NA,36.2676056338028
"11298",11298,11298,"x7301_378_33721_4_362",7301,"Unknown","C24H43NO2","[M + H]+","C24H43NO2","Fatty acids",0.922967433929443,"Unknown",0.23623913526535,"Unknown",0.557347476482391,"Unknown",0.628190219402313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,15.4205607476636,4.41176470588235,378.33721,4.362,"17:1",NA,NA,NA,12.6760563380282
"11299",11299,11299,"x30308_268_29982_13_294",30308,"Unknown","C18H37N","[M + H]+","C18H37N","Fatty acids",0.952546238899231,"Unknown",0.825459480285645,"Hydrocarbons",0.947198331356049,"Monoalkylamines",0.966260313987732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Hydrocarbons",NA,"Other",0,0,38.785046728972,8.82352941176471,NA,NA,NA,NA,NA,NA,31.3380281690141
"11300",11300,11300,"x6092_585_42833_3_979",6092,"Triterpenoids","C38H58O3","[M + Na]+","C38H58O3","Terpenoids",0.998310327529907,"Triterpenoids",0.989845752716064,"Unknown",0.391822069883347,"Triterpenoids",0.97163999080658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,11.214953271028,33.0882352941176,NA,NA,NA,NA,NA,NA,16.3732394366197
"11301",11301,11301,"x4546_969_66371_3_499",4546,"Unknown","C54H84N10O6","[M + H]+","C54H84N10O6","Amino acids and Peptides",0.95577347278595,"Unknown",0.791650712490082,"Unknown",0.581440567970276,"Unknown",0.842011213302612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,3.03738317757009,16.9117647058824,NA,NA,NA,NA,NA,NA,6.33802816901408
"11302",11302,11302,"x23442_884_57399_11_342",23442,"Glycerophospholipids","C49H84NO9P","[M + Na]+","C49H84NO9P","Fatty acids",0.999573290348053,"Glycerophospholipids",0.995281755924225,"Glycerophosphoethanolamines",0.978344082832336,"Phosphatidylethanolamines",0.965677738189697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","GPEtn",NA,"GPEtn",0,0,26.1682242990654,29.4117647058824,NA,NA,NA,NA,NA,NA,27.2887323943662
"11303",11303,11303,"x5825_408_34651_3_847",5825,"Unknown","C23H47NO3","[M + Na]+","C23H47NO3","Fatty acids",0.967658936977386,"Unknown",0.77800840139389,"Unknown",0.647399604320526,"Unknown",0.759623050689697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,14.018691588785,9.55882352941176,NA,NA,NA,NA,NA,NA,12.8521126760563
"11304",11304,11304,"x16584_713_51361_8_026",16584,"Unknown","C37H64BN7O6","[M + H]+","C37H64BN7O6","Unknown",0.543645083904266,"Unknown",0.187476933002472,"Unknown",0.0801740363240242,"Unknown",0.572374403476715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,1.16822429906542,6.61764705882353,NA,NA,NA,NA,NA,NA,2.46478873239437
"11305",11305,11305,"x32674_765_62366_13_837",32674,"Unknown","C48H76N8","[M + H]+","C48H76N8","Alkaloids",0.934098601341248,"Unknown",0.592076539993286,"Unknown",0.563366234302521,"Unknown",0.650638818740845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,7.94392523364486,0,NA,NA,NA,NA,NA,NA,5.98591549295775
"11306",11306,11306,"x3682_356_3153_3_176",3682,"Unknown","C21H41NO3","[M + H]+","C21H41NO3","Fatty acids",0.879254341125488,"Unknown",0.496239542961121,"Unknown",0.209343492984772,"Unknown",0.586587011814117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,21.7289719626168,35.2941176470588,NA,NA,NA,NA,NA,NA,24.8239436619718
"11307",11307,11307,"x26580_658_57642_12_354",26580,"Unknown","C42H75NO4","[M + H]+","C42H75NO4","Fatty acids",0.982692956924438,"Unknown",0.570025861263275,"Unknown",0.587597668170929,"Unknown",0.580155313014984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,40.4205607476636,22.7941176470588,NA,NA,NA,NA,NA,NA,35.9154929577465
"11308",11308,11308,"x25449_836_64693_12_096",25449,"Glycerophospholipids","C47H92NO7P","[M + Na]+","C47H92NO7P","Fatty acids",0.999982953071594,"Glycerophospholipids",0.99982351064682,"Glycerophosphocholines",0.999934434890747,"Unknown",0.651648223400116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0.000392978831925263,31.3084112149533,36.0294117647059,NA,NA,NA,NA,NA,NA,32.2183098591549
"11309",11309,11309,"x8727_1176_70229_4_766",8727,"Oligopeptides","C60H93N11O13","[M + H]+","C60H93N11O13","Amino acids and Peptides",0.99190628528595,"Oligopeptides",0.987721741199493,"Unknown",0.658208787441254,"Unknown",0.659143686294556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.934579439252336,0.735294117647059,NA,NA,NA,NA,NA,NA,0.880281690140845
"11310",11310,11310,"x41058_1020_87897_16_783",41058,"Unknown","C69H113NO4","[M + H]+","C69H113NO4","Terpenoids",0.994824290275574,"Unknown",0.163346529006958,"Unknown",0.198373734951019,"Unknown",0.550109505653381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,6.54205607476635,0,NA,NA,NA,NA,NA,NA,4.92957746478873
"11311",11311,11311,"x16948_840_61065_8_106",16948,"Glycerophospholipids","C47H86NO9P","[M + H]+","C47H86NO9P","Fatty acids",0.999532222747803,"Glycerophospholipids",0.999113738536835,"Unknown",0.777375102043152,"Unknown",0.569973170757294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,18.4579439252336,20.5882352941176,NA,NA,NA,NA,NA,NA,18.8380281690141
"11312",11312,11312,"x25373_573_37348_12_038",25373,"Carotenoids (C40)","C41H48O2","[M + H]+","C41H48O2","Terpenoids",0.998092949390411,"Carotenoids (C40)",0.998920917510986,"Carotenoids (C40, Î²-Î²)",0.933489859104156,"Unknown",0.627897143363953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Carotenoids",NA,"Carotenoids",0,3.44812557054633e-05,0.467289719626168,8.82352941176471,NA,NA,NA,NA,NA,NA,2.46478873239437
"11313",11313,11313,"x22525_740_5212_10_74",22525,"Glycerophospholipids","C41H74NO8P","[M + H]+","C41H74NO8P","Fatty acids",0.999003231525421,"Glycerophospholipids",0.999925136566162,"Glycerophosphoethanolamines",0.989365458488464,"Phosphatidylethanolamines",0.97473406791687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","GPEtn",NA,"GPEtn",0,0,21.9626168224299,12.5,NA,NA,NA,NA,NA,NA,20.0704225352113
"11314",11314,11314,"x23385_696_61638_11_274",23385,"Fatty esters","C42H81NO6","[M + H]+","C42H81NO6","Fatty acids",0.999196469783783,"Fatty esters",0.868192970752716,"Unknown",0.22184345126152,"Fatty acid esters",0.9282266497612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,6.04809456316319e-06,32.9439252336449,25.7352941176471,NA,NA,NA,NA,NA,NA,31.3380281690141
