metabolite,pepmass,RT,fatty_acid,feature_id,compound_class,compound_name,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,coraldb_compound_name
x3056_404_31672_2_909,404.31672,2.909,16:3,3056,Unknown,NA,C25H41NO3,[M + H]+,C25H41NO3,Fatty acids,0.8919581770896912,Unknown,0.6397170424461365,Unknown,0.8354068994522095,Amino acids and derivatives,0.8553803563117981,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2540_364_28543_2_505,364.28543,2.505,16:3,2540,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.6930806040763855,Unknown,0.7548810839653015,Unknown,0.4574902057647705,Unknown,0.5774178504943848,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4450_406_33146_3_48,406.33146,3.48,16:3,4450,Unknown,NA,C25H43NO3,[M + H]+,C25H43NO3,Unknown,0.7549445033073425,Unknown,0.32465869188308716,Unknown,0.28369078040122986,N-acyl amines,0.957654356956482,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1079_366_2661_1_368,366.2661,1.368,16:3,1079,Unknown,NA,C19H32FN5O,[M + H]+,C19H32FN5O,Unknown,0.5103363394737244,Unknown,0.26201486587524414,Unknown,0.0301401074975729,Unknown,0.6772653460502625,NA,NA,NA,NA,NA,NA,NA,NA,NA
x748_336_25308_1_197,336.25308,1.197,16:3,748,Unknown,NA,C20H33NO3,[M + H]+,C20H33NO3,Unknown,0.3657311499118805,Unknown,0.6634821891784668,Unknown,0.6331419944763184,Unknown,0.715279757976532,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1345_380_28199_1_55,380.28199,1.55,16:3,1345,Unknown,NA,C20H34FN5O,[M + H]+,C20H34FN5O,Unknown,0.5257185697555542,Unknown,0.6186971068382263,Unknown,0.15905584394931793,Unknown,0.5894575119018555,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1758_364_28505_1_809,364.28505,1.809,16:3,1758,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.713521420955658,Unknown,0.6387182474136353,Unknown,0.07083267718553543,Unknown,0.8309544324874878,NA,NA,NA,NA,NA,NA,NA,NA,NA
x562_396_27431_1_042,396.27431,1.042,16:3,562,Unknown,NA,C21H43NS2,[M + Na]+,C21H43NS2,Terpenoids,0.9794278144836426,Unknown,0.4012110829353333,Unknown,0.01899192668497562,Unknown,0.7997661232948303,NA,NA,NA,NA,NA,NA,NA,NA,NA
x29382_858_65698_13_103,858.65698,13.103,16:3,29382,Triacylglycerols,NA,C53H89NO6,[M + Na]+,C53H89NO6,Fatty acids,0.9981389045715332,Unknown,0.8203771114349365,Triacylglycerols,0.8545853495597839,Unknown,0.781162440776825,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1491_336_28905_1_665,336.28905,1.665,16:3,1491,Unknown,NA,C21H37NO2,[M + H]+,C21H37NO2,Unknown,0.7587039470672607,Unknown,0.5406036972999573,Unknown,0.16323058307170868,Unknown,0.5873203873634338,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3970_364_28474_3_278,364.28474,3.278,16:3,3970,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.6933693885803223,Unknown,0.5458899736404419,Unknown,0.33506816625595093,Unknown,0.5741718411445618,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2226_364_28473_2_229,364.28473,2.229,16:3,2226,Unknown,NA,C19H40N3P,[M + Na]+,C19H40N3P,Unknown,0.6546995043754578,Unknown,0.21683520078659055,Unknown,0.12786123156547546,Unknown,0.5433290600776672,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1924_346_27378_1_997,346.27378,1.997,16:3,1924,Unknown,NA,C17H36ClN5,[M + H]+,C17H36ClN5,Alkaloids,0.9519401788711548,Unknown,0.5289373397827148,Unknown,0.476833701133728,"1,3,5-triazines",0.9334590435028076,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2218_336_25345_2_22,336.25345,2.22,16:3,2218,Unknown,NA,C20H33NO3,[M + H]+,C20H33NO3,Unknown,0.357317179441452,Unknown,0.44916120171546936,Unknown,0.5239289999008179,Unknown,0.5739383101463318,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1380_420_27651_1_574,420.27651,1.574,16:3,1380,Unknown,NA,C24H37NO5,[M + H]+,C24H37NO5,Unknown,0.2624095678329468,Unknown,0.2205885350704193,Unknown,0.14941394329071045,Unknown,0.56280916929245,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5787_544_39971_3_837,544.39971,3.837,16:3,5787,Unknown,NA,C31H55NO5,[M + Na]+,C31H55NO5,Unknown,0.8283329606056213,Unknown,0.472881942987442,Unknown,0.6900709271430969,N-acyl amines,0.9957746863365172,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5109_458_32702_3_676,458.32702,3.676,16:3,5109,Unknown,NA,C28H43NO4,[M + H]+,C28H43NO4,Unknown,0.7528122067451477,Unknown,0.3925192654132843,Unknown,0.21207040548324585,Unknown,0.6797698736190796,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2752_364_28499_2_691,364.28499,2.691,16:3,2752,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.6310932636260986,Unknown,0.736059308052063,Unknown,0.5443608164787292,Alpha amino acids and derivatives,0.962252676486969,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4094_392_31507_3_351,392.31507,3.351,16:3,4094,Unknown,NA,C24H41NO3,[M + H]+,C24H41NO3,Unknown,0.4723208546638489,Unknown,0.5014069080352783,Unknown,0.5676162242889404,Unknown,0.7872410416603088,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19037_628_49403_8_922,628.49403,8.922,16:3,19037,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17517_350_30007_8_31,350.30007,8.31,16:3,17517,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16910_652_49265_8_091,652.49265,8.091,16:3,16910,Diacylglycerols,DAG(18:4/20:5) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:4/20:5) [M+NH4]+
x14340_600_46432_6_992,600.46432,6.992,16:3,14340,Diacylglycerols,DAG(18:5/16:2) [M+NH4]+,C37H58O5,[M + H3N + H]+,C37H61NO5,Fatty acids,0.9917325973510742,Glycerolipids,0.9933510422706604,Diacylglycerols,0.9767974019050598,"1,2-diacylglycerols",0.9358169436454772,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:5/16:2) [M+NH4]+
x2904_394_33048_2_845,394.33048,2.845,16:3,2904,Unknown,NA,C24H43NO3,[M + H]+,C24H43NO3,Unknown,0.7822975516319275,Unknown,0.7931321263313293,Unknown,0.5584231019020081,Unknown,0.7930291891098022,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2940_370_27309_2_755,370.27309,2.755,16:3,2940,Unknown,NA,C24H35NO2,[M + H]+,C24H35NO2,Unknown,0.1889330893754959,Unknown,0.3117891550064087,Unknown,0.292229026556015,Unknown,0.5939581990242004,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8228_336_29027_4_618,336.29027,4.618,16:3,8228,Unknown,NA,C21H37NO2,[M + H]+,C21H37NO2,Fatty acids,0.9875255823135376,Unknown,0.758506178855896,Unknown,0.5140277147293091,Unknown,0.8048707246780396,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16790_602_47768_8_034,602.47768,8.034,16:3,16790,Diacylglycerols,DAG(18:4/16:2) / (18:3/16:3) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:4/16:2) / (18:3/16:3) [M+NH4]+
x9035_436_32357_4_999,436.32357,4.999,16:3,9035,Unknown,NA,C26H42FNO3,[M + H]+,C26H42FNO3,Unknown,0.3284767270088196,Steroids,0.8946939706802368,Unknown,0.4409255981445313,Unknown,0.8202610611915588,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12707_602_47754_6_302,602.47754,6.302,16:3,12707,Diacylglycerols,DAG(18:4/16:2) / (18:3/16:3) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:4/16:2) / (18:3/16:3) [M+NH4]+
x1090_334_27398_1_45,334.27398,1.45,16:3,1090,Unknown,NA,C21H35NO2,[M + H]+,C21H35NO2,Unknown,0.8069276809692383,Unknown,0.6461229920387268,Unknown,0.293880432844162,Unknown,0.6253222823143005,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8073_422_30802_4_503,422.30802,4.503,16:3,8073,Unknown,NA,C22H39BN2O5,[M + H]+,C22H39BN2O5,Unknown,0.6917559504508972,Unknown,0.8285729885101318,Unknown,0.4945313036441803,Alpha amino acids and derivatives,0.8960644006729126,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3710_376_28614_3_171,376.28614,3.171,16:3,3710,Unknown,NA,C23H37NO3,[M + H]+,C23H37NO3,Fatty acids,0.9602731466293336,Unknown,0.7906264066696167,Unknown,0.316042423248291,Unknown,0.8419117331504822,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3218_322_27338_2_994,322.27338,2.994,16:3,3218,Unknown,NA,C20H35NO2,[M + H]+,C20H35NO2,Fatty acids,0.9676217436790466,Unknown,0.5585718154907227,Unknown,0.6062847375869751,Unknown,0.5273629426956177,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10634_359_27482_5_511,359.27482,5.511,16:3,10634,Unknown,NA,C27H34,[M + H]+,C27H34,Terpenoids,0.9943162798881532,Unknown,0.6571029424667358,Unknown,0.6590132713317871,Unknown,0.6762775778770447,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3452_452_31375_3_039,452.31375,3.039,16:3,3452,Unknown,NA,C29H41NO3,[M + H]+,C29H41NO3,Unknown,0.7621687054634094,Unknown,0.107945054769516,Unknown,0.12590402364730835,Unknown,0.514056384563446,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2807_422_30783_2_705,422.30783,2.705,16:3,2807,Unknown,NA,C22H39BN2O5,[M + H]+,C22H39BN2O5,Unknown,0.5771089792251587,Unknown,0.07165250182151794,Unknown,0.05699675902724266,Unknown,0.6889857053756714,NA,NA,NA,NA,NA,NA,NA,NA,NA
x462_335_27658_1_069,335.27658,1.069,16:3,462,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2974_424_3205_2_901,424.3205,2.901,16:3,2974,Unknown,NA,C28H41NO2,[M + H]+,C28H41NO2,Unknown,0.7260320782661438,Unknown,0.3946690261363983,Unknown,0.6159232258796692,Unknown,0.7523818612098694,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3236_386_3044_3_003,386.3044,3.003,16:3,3236,Unknown,NA,C25H39NO2,[M + H]+,C25H39NO2,Unknown,0.6784989237785339,Unknown,0.6558026075363159,Unknown,0.3489156663417816,Unknown,0.518062949180603,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3799_384_29177_3_24,384.29177,3.24,16:3,3799,Unknown,NA,C22H38FNO3,[M + H]+,C22H38FNO3,Unknown,0.6941186189651489,Unknown,0.7333600521087646,Unknown,0.3424397110939026,Unknown,0.6174956560134888,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3314_346_27402_3_039,346.27402,3.039,16:3,3314,Unknown,NA,C22H35NO2,[M + H]+,C22H35NO2,Fatty acids,0.9652214050292968,Fatty amides,0.8877138495445251,Unknown,0.5285753607749939,Unknown,0.7325794100761414,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3107_384_29185_2_898,384.29185,2.898,16:3,3107,Unknown,NA,C22H38FNO3,[M + H]+,C22H38FNO3,Unknown,0.6506547331809998,Unknown,0.53538578748703,Unknown,0.23424983024597168,Lipids and lipid-like molecules,0.8807406425476074,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2956_318_24298_2_837,318.24298,2.837,16:4,2956,Unknown,NA,C20H31NO2,[M + H]+,C20H31NO2,Unknown,0.7335614562034607,Unknown,0.6094428896903992,Unknown,0.446836918592453,N-acyl amines,0.8612574338912964,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3477_424_31823_3_083,424.31823,3.083,16:4,3477,Unknown,dopamine-C20:3,C21H38FN7O,[M + H]+,C21H38FN7O,Alkaloids,0.9993125200271606,Unknown,0.46155139803886414,Unknown,0.18947207927703855,Unknown,0.6289271712303162,0.852216,4.24335,dopamine-C20:3,Phenols,Benzenediols,NA,NA,NA,NA
x2954_468_34807_2_833,468.34807,2.833,16:4,2954,Unknown,NA,C30H45NO3,[M + H]+,C30H45NO3,Unknown,0.4667978882789612,Unknown,0.4245238304138184,Unknown,0.49213117361068726,Unknown,0.7445566058158875,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5543_432_28992_3_764,432.28992,3.764,16:4,5543,Unknown,NA,C29H37NO2,[M + H]+,C29H37NO2,Unknown,0.7721260190010071,Unknown,0.5410210490226746,Unknown,0.17474797368049622,Unknown,0.6161807179450989,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7791_428_3168_4_461,428.3168,4.461,16:4,7791,Unknown,NA,C27H41NO3,[M + H]+,C27H41NO3,Unknown,0.6647774577140808,Unknown,0.6201071739196777,Unknown,0.419002503156662,Unknown,0.6883512139320374,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10165_450_33819_5_34,450.33819,5.34,16:4,10165,Unknown,NA,C30H43NO2,[M + H]+,C30H43NO2,Unknown,0.43936887383461,Unknown,0.17340689897537231,Unknown,0.18296808004379272,Unknown,0.8098655343055725,NA,NA,NA,NA,NA,NA,NA,NA,NA
x679_378_26457_1_172,378.26457,1.172,16:4,679,Unknown,NA,C22H35NO4,[M + H]+,C22H35NO4,Fatty acids,0.9930311441421508,Fatty amides,0.8628830313682556,Unknown,0.5672001838684082,Unknown,0.597436249256134,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2678_402_30069_2_609,402.30069,2.609,16:4,2678,Unknown,NA,C25H39NO3,[M + H]+,C25H39NO3,Unknown,0.8081864714622498,Unknown,0.42298272252082825,Unknown,0.43262359499931335,N-acyl amines,0.8951244950294495,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17915_602_47697_8_484,602.47697,8.484,16:4,17915,Diacylglycerols,DAG(18:4/16:2) / (18:3/16:3) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:4/16:2) / (18:3/16:3) [M+NH4]+
x1091_320_25648_1_424,320.25648,1.424,16:4,1091,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2143_376_28468_2_128,376.28468,2.128,16:4,2143,Unknown,NA,C23H37NO3,[M + H]+,C23H37NO3,Unknown,0.6804336905479431,Unknown,0.5509997606277466,Unknown,0.7536165714263916,Unknown,0.8240638971328735,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2375_380_2819_2_322,380.2819,2.322,16:4,2375,Unknown,NA,C17H33BN6O3,[M + H]+,C17H33BN6O3,Unknown,0.16531667113304138,Unknown,0.13875249028205872,Unknown,0.0733504444360733,Unknown,0.5957496762275696,NA,NA,NA,NA,NA,NA,NA,NA,NA
x955_362_26961_1_331,362.26961,1.331,16:4,955,Unknown,NA,C22H35NO3,[M + H]+,C22H35NO3,Terpenoids,0.9216632843017578,Diterpenoids,0.9242899417877196,Unknown,0.2966621220111847,Diterpenoids,0.8520505428314209,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25452_528_37596_12_049,528.37596,12.049,16:4,25452,Unknown,NA,C26H49N5O6,[M + H]+,C26H49N5O6,Unknown,0.3448251485824585,Unknown,0.09138784557580948,Unknown,0.16251569986343384,N-acyl-alpha amino acids and derivatives,0.9435080885887146,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2816_348_28902_2_72,348.28902,2.72,16:4,2816,Unknown,NA,C22H37NO2,[M + H]+,C22H37NO2,Fatty acids,0.9988368153572084,Fatty amides,0.9710503816604614,Unknown,0.48399269580841064,N-acyl amines,0.9274423122406006,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1245_346_27417_1_54,346.27417,1.54,16:4,1245,Unknown,NA,C22H35NO2,[M + H]+,C22H35NO2,Unknown,0.6740701794624329,Unknown,0.3958533704280853,Unknown,0.370305448770523,Unknown,0.5008319020271301,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2573_384_293_2_421,384.293,2.421,16:4,2573,Unknown,NA,C22H41NO2S,[M + H]+,C22H41NO2S,Fatty acids,0.9307458996772766,Fatty amides,0.8567605018615723,Unknown,0.5334857702255249,N-acyl amines,0.9204307794570924,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1504_336_25345_1_642,336.25345,1.642,16:4,1504,Unknown,NA,C20H33NO3,[M + H]+,C20H33NO3,Fatty acids,0.9685054421424866,Fatty amides,0.8561183214187622,Unknown,0.6831648349761963,Unknown,0.5706115365028381,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7261_542_38577_4_352,542.38577,4.352,16:4,7261,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x847_334_23871_1_25,334.23871,1.25,16:4,847,Unknown,NA,C20H31NO3,[M + H]+,C20H31NO3,Unknown,0.36617282032966614,Unknown,0.4795830547809601,Unknown,0.2096168547868729,Unknown,0.84462571144104,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2357_396_31085_2_36,396.31085,2.36,16:4,2357,Unknown,NA,C23H41NO4,[M + H]+,C23H41NO4,Unknown,0.23437045514583588,Unknown,0.2706155776977539,Unknown,0.23486469686031344,Lipids and lipid-like molecules,0.92131906747818,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7524_460_32276_4_393,460.32276,4.393,16:4,7524,Unknown,NA,C31H41NO2,[M + H]+,C31H41NO2,Unknown,0.5104775428771973,Unknown,0.4977656900882721,Unknown,0.12444545328617096,Unknown,0.6886383295059204,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2540_364_28543_2_505,364.28543,2.505,16:4,2540,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.6930806040763855,Unknown,0.7548810839653015,Unknown,0.4574902057647705,Unknown,0.5774178504943848,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1079_366_2661_1_368,366.2661,1.368,16:4,1079,Unknown,NA,C19H32FN5O,[M + H]+,C19H32FN5O,Unknown,0.5103363394737244,Unknown,0.26201486587524414,Unknown,0.0301401074975729,Unknown,0.6772653460502625,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4619_374_2685_3_504,374.2685,3.504,16:4,4619,Unknown,NA,C23H35NO3,[M + H]+,C23H35NO3,Unknown,0.4111515283584595,Unknown,0.45707252621650696,Unknown,0.6879231929779053,N-acyl amines,0.9189878106117249,NA,NA,NA,NA,NA,NA,NA,NA,NA
x748_336_25308_1_197,336.25308,1.197,16:4,748,Unknown,NA,C20H33NO3,[M + H]+,C20H33NO3,Unknown,0.3657311499118805,Unknown,0.6634821891784668,Unknown,0.6331419944763184,Unknown,0.715279757976532,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1345_380_28199_1_55,380.28199,1.55,16:4,1345,Unknown,NA,C20H34FN5O,[M + H]+,C20H34FN5O,Unknown,0.5257185697555542,Unknown,0.6186971068382263,Unknown,0.15905584394931793,Unknown,0.5894575119018555,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1301_374_23659_1_587,374.23659,1.587,16:4,1301,Unknown,NA,C19H35NO4S,[M + H]+,C19H35NO4S,Unknown,0.7214647531509399,Unknown,0.17330366373062134,Unknown,0.08308648318052292,Unknown,0.7560662031173706,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7943_542_3854_4_506,542.3854,4.506,16:4,7943,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6135_586_40985_3_959,586.40985,3.959,16:4,6135,Unknown,NA,C33H57NO6,[M + Na]+,C33H57NO6,Fatty acids,0.8902519941329956,Unknown,0.612505316734314,Unknown,0.5197620987892151,Prostaglandins and related compounds,0.8797224760055542,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1924_346_27378_1_997,346.27378,1.997,16:4,1924,Unknown,NA,C17H36ClN5,[M + H]+,C17H36ClN5,Alkaloids,0.9519401788711548,Unknown,0.5289373397827148,Unknown,0.476833701133728,"1,3,5-triazines",0.9334590435028076,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2218_336_25345_2_22,336.25345,2.22,16:4,2218,Unknown,NA,C20H33NO3,[M + H]+,C20H33NO3,Unknown,0.357317179441452,Unknown,0.44916120171546936,Unknown,0.5239289999008179,Unknown,0.5739383101463318,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5875_542_38514_3_882,542.38514,3.882,16:4,5875,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1247_360_2899_1_547,360.2899,1.547,16:4,1247,Unknown,NA,C20H38FNO3,[M + H]+,C20H38FNO3,Unknown,0.4075988531112671,Unknown,0.5752967596054077,Unknown,0.2183516025543213,Unknown,0.7745788097381592,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17517_350_30007_8_31,350.30007,8.31,16:4,17517,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6118_410_27083_3_964,410.27083,3.964,16:4,6118,Unknown,NA,C26H35NO3,[M + H]+,C26H35NO3,Fatty acids,0.9304919242858888,Unknown,0.21345697343349457,Unknown,0.1427026242017746,N-acyl-alpha amino acids,0.9919392466545104,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6587_542_38546_4_137,542.38546,4.137,16:4,6587,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31003_1100_80487_13_381,1100.80487,13.381,16:4,31003,Unknown,NA,C61H114NO13P,[M + H]+,C61H114NO13P,Fatty acids,0.9998781681060792,Glycerophospholipids,0.9998644590377808,Unknown,0.7954916954040527,Phosphatidylcholines,0.9855148792266846,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2940_370_27309_2_755,370.27309,2.755,16:4,2940,Unknown,NA,C24H35NO2,[M + H]+,C24H35NO2,Unknown,0.1889330893754959,Unknown,0.3117891550064087,Unknown,0.292229026556015,Unknown,0.5939581990242004,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15576_656_49015_7_486,656.49015,7.486,16:4,15576,Unknown,NA,C40H65NO6,[M + H]+,C40H65NO6,Terpenoids,0.9634656310081482,Unknown,0.3888878524303436,Unknown,0.2004102319478989,Triterpenoids,0.9515913724899292,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9035_436_32357_4_999,436.32357,4.999,16:4,9035,Unknown,NA,C26H42FNO3,[M + H]+,C26H42FNO3,Unknown,0.3284767270088196,Steroids,0.8946939706802368,Unknown,0.4409255981445313,Unknown,0.8202610611915588,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1090_334_27398_1_45,334.27398,1.45,16:4,1090,Unknown,NA,C21H35NO2,[M + H]+,C21H35NO2,Unknown,0.8069276809692383,Unknown,0.6461229920387268,Unknown,0.293880432844162,Unknown,0.6253222823143005,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8073_422_30802_4_503,422.30802,4.503,16:4,8073,Unknown,NA,C22H39BN2O5,[M + H]+,C22H39BN2O5,Unknown,0.6917559504508972,Unknown,0.8285729885101318,Unknown,0.4945313036441803,Alpha amino acids and derivatives,0.8960644006729126,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19485_598_48614_9_193,598.48614,9.193,16:4,19485,Unknown,NA,C35H67NO4S,[M + H]+,C35H67NO4S,Fatty acids,0.9771775603294371,Unknown,0.6326026320457458,Unknown,0.5737069249153137,Unknown,0.6443973183631897,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15301_600_46447_7_467,600.46447,7.467,16:4,15301,Diacylglycerols,NA,C37H58O5,[M + H3N + H]+,C37H61NO5,Fatty acids,0.9869649410247804,Glycerolipids,0.9590041637420654,Diacylglycerols,0.9819570779800416,Unknown,0.7647959589958191,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5209_542_38605_3_661,542.38605,3.661,16:4,5209,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x22754_626_51563_10_883,626.51563,10.883,16:4,22754,Unknown,NA,C40H67NO4,[M + H]+,C40H67NO4,Unknown,0.7629566788673401,Unknown,0.4304123818874359,Unknown,0.18997758626937863,Unknown,0.6688490509986877,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3218_322_27338_2_994,322.27338,2.994,16:4,3218,Unknown,NA,C20H35NO2,[M + H]+,C20H35NO2,Fatty acids,0.9676217436790466,Unknown,0.5585718154907227,Unknown,0.6062847375869751,Unknown,0.5273629426956177,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25128_350_29938_11_955,350.29938,11.955,16:4,25128,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x537_410_25385_1_058,410.25385,1.058,16:4,537,Unknown,NA,C21H33N5O2,[M + Na]+,C21H33N5O2,Unknown,0.3765977621078491,Unknown,0.16315899789333344,Unknown,0.2575603723526001,6-aminopurines,0.9450488686561584,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3072_436_28482_2_829,436.28482,2.829,16:4,3072,Unknown,NA,C28H37NO3,[M + H]+,C28H37NO3,Unknown,0.6208049058914185,Unknown,0.17855745553970337,Unknown,0.06233713775873184,Unknown,0.7151835560798645,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2807_422_30783_2_705,422.30783,2.705,16:4,2807,Unknown,NA,C22H39BN2O5,[M + H]+,C22H39BN2O5,Unknown,0.5771089792251587,Unknown,0.07165250182151794,Unknown,0.05699675902724266,Unknown,0.6889857053756714,NA,NA,NA,NA,NA,NA,NA,NA,NA
x14877_600_46292_7_24,600.46292,7.24,16:4,14877,Diacylglycerols,DAG(18:5/16:2) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:5/16:2) [M+NH4]+
