"","metabolite","pepmass","RT","fatty_acid","feature_id","compound_class","compound_name","molecular_formula","adduct","precursor_formula","npc_number_pathway","npc_number_pathway_probability","npc_number_superclass","npc_number_superclass_probability","npc_number_class","npc_number_class_probability","classy_fire_number_most_specific_class","classy_fire_number_most_specific_class_probability","gnps_cosine_score","gnps_mz_error_ppm","gnps_compound_name","gnps_compound_class","gnps_compound_subclass","coraldb_compound_family","coraldb_compound_superclass","coraldb_compound_class","coraldb_compound_name","XGBoost_Importance","RandomForest_Importance","scler_ubiquity","non_scler_ubiquity","total_ubiquity","is_super_core","ubiquity_diff"
"1700","x6348_406_3685_4_054",406.3685,4.054,"18:1",6348,"Unknown",NA,"C26H47NO2","[M + H]+","C26H47NO2","Fatty acids",0.989368855953217,"Fatty amides",0.880479693412781,"Unknown",0.723656833171844,"N-acyl amines",0.982719779014587,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.9252336448598,1.47058823529412,14.612676056338,FALSE,17.4546454095657
"1701","x4450_406_33146_3_48",406.33146,3.48,"18:1",4450,"Unknown",NA,"C25H43NO3","[M + H]+","C25H43NO3","Unknown",0.754944503307343,"Unknown",0.324658691883087,"Unknown",0.28369078040123,"N-acyl amines",0.957654356956482,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.2710280373832,16.9117647058824,25.3521126760563,FALSE,11.3592633315008
"1702","x28189_762_63052_12_756",762.63052,12.756,"18:1",28189,"Unknown",NA,"C43H85N3O6","[M + Na]+","C43H85N3O6","Unknown",0.79973977804184,"Oligopeptides",0.955628275871277,"Unknown",0.523319721221924,"Unknown",0.695369899272919,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,49.2990654205608,33.0882352941176,45.2464788732394,FALSE,16.2108301264432
"1703","x40928_946_91777_16_707",946.91777,16.707,"18:1",40928,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.6168224299065,11.0294117647059,12.5,FALSE,1.5874106652006
"1704","x17725_675_53497_8_45",675.53497,8.45,"18:1",17725,"Unknown",NA,"C41H66N6O2","[M + H]+","C41H66N6O2","Alkaloids",0.858049809932709,"Unknown",0.239231050014496,"Unknown",0.254760414361954,"Unknown",0.611384332180023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.8785046728972,60.2941176470588,21.830985915493,FALSE,-51.4156129741616
"1705","x7622_354_33714_4_444",354.33714,4.444,"18:1",7622,"Unknown",NA,"C22H43NO2","[M + H]+","C22H43NO2","Fatty acids",0.96790599822998,"Unknown",0.678357183933258,"Unknown",0.526901423931122,"1,2-aminoalcohols",0.855685710906982,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,48.5981308411215,90.4411764705882,58.9788732394366,FALSE,-41.8430456294667
"1706","x7027_470_40051_4_269",470.40051,4.269,"18:1",7027,"Unknown",NA,"C31H51NO2","[M + H]+","C31H51NO2","Unknown",0.67972207069397,"Unknown",0.803544819355011,"Unknown",0.368868410587311,"Unknown",0.748701810836792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.77570093457944,2.94117647058824,5.80985915492958,FALSE,3.8345244639912
"1707","x28610_722_59368_12_858",722.59368,12.858,"18:1",28610,"Unknown",NA,"C43H79NO7","[M + H]+","C43H79NO7","Unknown",0.814949035644531,"Unknown",0.618907392024994,"Unknown",0.332600593566895,"Unknown",0.512655317783356,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30.1401869158879,11.0294117647059,25.3521126760563,FALSE,19.110775151182
"1708","x41738_986_91203_17_57",986.91203,17.57,"18:1",41738,"Triacylglycerols",NA,"C63H119NO6","[M + H]+","C63H119NO6","Fatty acids",0.990476965904236,"Glycerolipids",0.924095273017883,"Triacylglycerols",0.999481499195099,"Unknown",0.692132353782654,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.2710280373832,0,21.3028169014084,FALSE,28.2710280373832
"1709","x27322_594_54631_12_55",594.54631,12.55,"18:1",27322,"Unknown",NA,"C37H71NO4","[M + H]+","C37H71NO4","Fatty acids",0.970869779586792,"Unknown",0.604228556156158,"Unknown",0.780411839485168,"Unknown",0.570274829864502,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34.5794392523364,22.7941176470588,31.5140845070423,FALSE,11.7853216052776
"1710","x7301_378_33721_4_362",378.33721,4.362,"18:1",7301,"Unknown",NA,"C24H43NO2","[M + H]+","C24H43NO2","Fatty acids",0.922967433929443,"Unknown",0.23623913526535,"Unknown",0.557347476482391,"Unknown",0.628190219402313,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.4205607476636,4.41176470588235,12.6760563380282,FALSE,11.0087960417813
"1711","x30183_724_60718_13_289",724.60718,13.289,"18:1",30183,"Triacylglycerols",NA,"C43H81NO7","[M + H]+","C43H81NO7","Fatty acids",0.999782741069794,"Glycerolipids",0.979668915271759,"Triacylglycerols",0.994734048843384,"Triacylglycerols",0.987971007823944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1712","x32175_918_77724_13_711",918.77724,13.711,"18:1",32175,"Unknown",NA,"C56H103NO8","[M + H]+","C56H103NO8","Unknown",0.672515869140625,"Unknown",0.164078921079636,"Unknown",0.0490602552890778,"Unknown",0.734356820583344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1713","x7986_488_4481_4_556",488.4481,4.556,"18:1",7986,"Unknown",NA,"C32H57NO2","[M + H]+","C32H57NO2","Unknown",0.657428860664368,"Unknown",0.270883679389954,"Unknown",0.120265454053879,"Unknown",0.783775925636292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1714","x7698_407_36701_4_428",407.36701,4.428,"18:1",7698,"Unknown",NA,"C30H46","[M + H]+","C30H46","Terpenoids",0.996216952800751,"Unknown",0.695694208145142,"Unknown",0.115081362426281,"Unknown",0.55417662858963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1715","x22925_632_52429_11_001",632.52429,11.001,"18:1",22925,"Diacylglycerols","DAG(18:1/18:4) / (18:2/18:3) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Diacylglycerols","Diacylglycerols","DAG(18:1/18:4) / (18:2/18:3) [M+NH4]+",NA,NA,NA,NA,NA,FALSE,NA
"1716","x4000_380_35116_3_365",380.35116,3.365,"18:1",4000,"Unknown",NA,"C24H45NO2","[M + H]+","C24H45NO2","Fatty acids",0.994617879390717,"Fatty amides",0.979337096214294,"Unknown",0.579759240150452,"N-acyl amines",0.946370780467987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1717","x12236_576_46234_6_113",576.46234,6.113,"18:1",12236,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1718","x17584_836_55484_8_286",836.55484,8.286,"18:1",17584,"Unknown",NA,"C46H77NO12","[M + H]+","C46H77NO12","Fatty acids",0.998739421367645,"Glycerolipids",0.910274684429169,"Unknown",0.75158679485321,"Unknown",0.685757637023926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1719","x31273_698_64581_13_543",698.64581,13.543,"18:1",31273,"Unknown",NA,"C46H83NO3","[M + H]+","C46H83NO3","Fatty acids",0.992729246616364,"Unknown",0.806044936180115,"Unknown",0.804824590682983,"N-acyl amines",0.951004505157471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1720","x30121_740_65529_13_278",740.65529,13.278,"18:1",30121,"Unknown",NA,"C48H85NO4","[M + H]+","C48H85NO4","Fatty acids",0.914840877056122,"Unknown",0.605755686759949,"Unknown",0.497989058494568,"Unknown",0.52460390329361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1721","x28612_762_62924_12_931",762.62924,12.931,"18:1",28612,"Unknown",NA,"C13H21Br6O5P","[M + H]+","C13H21Br6O5P","Unknown",0.821380734443665,"Unknown",0.704091846942902,"Unknown",0.730485737323761,"Alkyl bromides",0.998715400695801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1722","x24407_528_49923_11_741",528.49923,11.741,"18:1",24407,"Unknown",NA,"C32H65NO4","[M + H]+","C32H65NO4","Fatty acids",0.993248343467712,"Fatty amides",0.903039574623108,"Unknown",0.842845022678375,"Unknown",0.653588175773621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1723","x29399_668_59849_13_124",668.59849,13.124,"18:1",29399,"Unknown",NA,"C44H77NO3","[M + H]+","C44H77NO3","Fatty acids",0.994911134243012,"Unknown",0.524462342262268,"Unknown",0.286709189414978,"N-acyl amines",0.988744378089905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1724","x19081_624_50044_8_948",624.50044,8.948,"18:1",19081,"Unknown",NA,"C40H65NO4","[M + H]+","C40H65NO4","Unknown",0.812520503997803,"Unknown",0.389884620904922,"Unknown",0.726698637008667,"Unknown",0.689161896705627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1725","x18727_624_49964_8_749",624.49964,8.749,"18:1",18727,"Unknown",NA,"C40H65NO4","[M + H]+","C40H65NO4","Unknown",0.758232891559601,"Unknown",0.176194414496422,"Unknown",0.246312156319618,"Unknown",0.776833474636078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1726","x10372_460_415_5_458",460.415,5.458,"18:1",10372,"Unknown",NA,"C30H53NO2","[M + H]+","C30H53NO2","Unknown",0.742409348487854,"Unknown",0.843021929264069,"Unknown",0.0572456754744053,"Unknown",0.542075753211975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1727","x22968_578_51209_11_045",578.51209,11.045,"18:1",22968,"Unknown",NA,"C36H67NO4","[M + H]+","C36H67NO4","Fatty acids",0.980891108512878,"Unknown",0.428535491228104,"Unknown",0.289534717798233,"N-acyl amines",0.97234183549881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1728","x26614_640_56839_12_387",640.56839,12.387,"18:1",26614,"Unknown",NA,"C42H73NO3","[M + H]+","C42H73NO3","Fatty acids",0.998948872089386,"Unknown",0.661725699901581,"Unknown",0.478500753641129,"N-acyl amines",0.99692302942276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1729","x29331_652_58616_13_138",652.58616,13.138,"18:1",29331,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1730","x20229_598_48173_9_582",598.48173,9.582,"18:1",20229,"Unknown",NA,"C38H63NO4","[M + H]+","C38H63NO4","Terpenoids",0.852682590484619,"Unknown",0.792734503746033,"Unknown",0.0987580120563507,"Unknown",0.758592784404755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1731","x39162_1166_93304_15_835",1166.93304,15.835,"18:1",39162,"Unknown",NA,"C74H121N5O4","[M + Na]+","C74H121N5O4","Unknown",0.75234442949295,"Unknown",0.661862194538116,"Unknown",0.352728098630905,"Unknown",0.560381770133972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1732","x13561_650_49782_6_632",650.49782,6.632,"18:1",13561,"Unknown",NA,"C36H69NO7","[M + Na]+","C36H69NO7","Fatty acids",0.978548288345337,"Unknown",0.703650534152985,"Unknown",0.224787905812263,"Unknown",0.678237676620483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1733","x38537_1164_91356_15_579",1164.91356,15.579,"18:1",38537,"Unknown",NA,"C60H117N13O9","[M + H]+","C60H117N13O9","Amino acids and Peptides",0.984517872333527,"Oligopeptides",0.960383594036102,"Unknown",0.577357530593872,"Unknown",0.727475106716156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1734","x26175_668_5446_12_231",668.5446,12.231,"18:1",26175,"Unknown",NA,"C39H73NO7","[M + H]+","C39H73NO7","Fatty acids",0.969007551670074,"Unknown",0.355856686830521,"Unknown",0.0908472016453743,"Unknown",0.501987218856812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1735","x12183_633_48944_6_084",633.48944,6.084,"18:1",12183,"Unknown",NA,"C42H64O4","[M + H]+","C42H64O4","Unknown",0.380427449941635,"Unknown",0.0955945402383804,"Unknown",0.146813258528709,"Unknown",0.634892046451569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1736","x7451_458_39959_4_403",458.39959,4.403,"18:1",7451,"Unknown",NA,"C30H51NO2","[M + H]+","C30H51NO2","Fatty acids",0.991215825080872,"Unknown",0.80941766500473,"Unknown",0.302932024002075,"Unknown",0.803189337253571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1737","x20989_530_49386_9_96",530.49386,9.96,"18:1",20989,"Unknown",NA,"C35H63NO2","[M + H]+","C35H63NO2","Fatty acids",0.996707916259766,"Unknown",0.537269771099091,"Unknown",0.749291241168976,"N-acyl amines",0.980424344539642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1738","x7797_444_38432_4_481",444.38432,4.481,"18:1",7797,"Unknown",NA,"C29H49NO2","[M + H]+","C29H49NO2","Unknown",0.610007226467133,"Unknown",0.390719473361969,"Unknown",0.248171776533127,"Lipids and lipid-like molecules",0.911754369735718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1739","x8801_354_33714_4_738",354.33714,4.738,"18:1",8801,"Unknown",NA,"C22H43NO2","[M + H]+","C22H43NO2","Fatty acids",0.894438505172729,"Unknown",0.785252630710602,"Unknown",0.576762318611145,"Unknown",0.797691464424133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1740","x27082_712_57318_12_485",712.57318,12.485,"18:1",27082,"Unknown",NA,"C40H78N3O5P","[M + H]+","C40H78N3O5P","Fatty acids",0.998369991779327,"Glycerophospholipids",0.918259263038635,"Unknown",0.596322238445282,"Monomethylphosphatidylethanolamines",0.896526575088501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1741","x5289_434_31077_3_726",434.31077,3.726,"18:1",5289,"Unknown",NA,"C23H39N5O3","[M + H]+","C23H39N5O3","Alkaloids",0.943520545959473,"Unknown",0.559977114200592,"Unknown",0.139013215899467,"Unknown",0.576727151870728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1742","x25135_719_59788_11_917",719.59788,11.917,"18:1",25135,"Unknown",NA,"C44H74N6O2","[M + H]+","C44H74N6O2","Unknown",0.0981766954064369,"Unknown",0.0687788128852844,"Unknown",0.194385007023811,"Unknown",0.587755382061005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1743","x26117_694_56194_12_236",694.56194,12.236,"18:1",26117,"Unknown",NA,"C41H75NO7","[M + H]+","C41H75NO7","Fatty acids",0.95638632774353,"Unknown",0.231213226914406,"Unknown",0.14292748272419,"Unknown",0.795498967170715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1744","x39877_1220_97372_16_096",1220.97372,16.096,"18:1",39877,"Unknown",NA,"C73H127N7O6","[M + Na]+","C73H127N7O6","Amino acids and Peptides",0.888504564762115,"Oligopeptides",0.851556897163391,"Unknown",0.53498238325119,"Unknown",0.600617468357086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1745","x18041_498_45259_8_482",498.45259,8.482,"18:1",18041,"Unknown",NA,"C30H59NO4","[M + H]+","C30H59NO4","Unknown",0.841813981533051,"Unknown",0.824692487716675,"Unknown",0.171146482229233,"N-acyl amines",0.855483949184418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1746","x7735_474_39554_4_428",474.39554,4.428,"18:1",7735,"Unknown",NA,"C30H51NO3","[M + H]+","C30H51NO3","Terpenoids",0.90421462059021,"Unknown",0.685723423957825,"Unknown",0.839009821414948,"Unknown",0.840992391109467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1747","x10685_548_43277_5_5",548.43277,5.5,"18:1",10685,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1748","x4101_382_36747_3_406",382.36747,3.406,"18:1",4101,"Unknown",NA,"C24H47NO2","[M + H]+","C24H47NO2","Fatty acids",0.989903450012207,"Fatty amides",0.874690413475037,"Unknown",0.522138237953186,"N-acyl amines",0.961454391479492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1749","x37788_1162_9004_15_325",1162.9004,15.325,"18:1",37788,"Unknown",NA,"C44H40I4O4","[M + Na]+","C44H40I4O4","Shikimates and Phenylpropanoids",0.870719313621521,"Unknown",0.105716399848461,"Unknown",0.0372445397078991,"Unknown",0.835128426551819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1750","x24274_504_4421_11_698",504.4421,11.698,"18:1",24274,"Unknown",NA,"C32H57NO3","[M + H]+","C32H57NO3","Fatty acids",0.950703978538513,"Unknown",0.382605105638504,"Unknown",0.322437405586243,"N-acyl amines",0.952502846717834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1751","x6565_482_40226_4_047",482.40226,4.047,"18:1",6565,"Unknown",NA,"C27H47BN6O","[M + H]+","C27H47BN6O","Unknown",0.184890031814575,"Unknown",0.0572043508291245,"Unknown",0.17473292350769,"Unknown",0.661149203777313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"1752","x39888_848_77057_16_173",848.77057,16.173,"18:2",39888,"Triacylglycerols","TAG(16:0/16:0/18:2) [M+NH4]+","C51H103NO6","[M + Na]+","C51H103NO6","Fatty acids",0.999645113945007,"Glycerolipids",0.991587817668915,"Triacylglycerols",0.999441206455231,"Triacylglycerols",0.982820391654968,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/16:0/18:2) [M+NH4]+",0,0.000414530070285714,81.3084112149533,0,61.2676056338028,FALSE,81.3084112149533
"1753","x39976_874_78599_16_215",874.78599,16.215,"18:2",39976,"Triacylglycerols","TAG(16:0/18:1/18:2) [M+NH4]+","C50H97N11","[M + Na]+","C50H97N11","Alkaloids",0.97166234254837,"Unknown",0.408932060003281,"Unknown",0.164258867502213,"Heteroaromatic compounds",0.965584635734558,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/18:1/18:2) [M+NH4]+",0,0.000465936178898026,81.0747663551402,0,61.0915492957746,FALSE,81.0747663551402
"1754","x38869_820_73925_15_735",820.73925,15.735,"18:2",38869,"Triacylglycerols","TAG(14:0/16:1/18:1) / TAG(14:0/16:0/18:2) [M+NH4]+","C47H93N7O4","[M + H]+","C47H93N7O4","Fatty acids",0.987910985946655,"Unknown",0.698159158229828,"Unknown",0.457155615091324,"Unknown",0.55316835641861,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/16:1/18:1) / TAG(14:0/16:0/18:2) [M+NH4]+",0,0.000539461607381904,81.0747663551402,0.735294117647059,61.2676056338028,FALSE,80.3394722374931
"1755","x39186_898_78095_15_858",898.78095,15.858,"18:2",39186,"Triacylglycerols","TAG(18:0/18:2/18:3) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:0/18:2/18:3) [M+NH4]+",0,0,81.0747663551402,0,61.0915492957746,FALSE,81.0747663551402
"1756","x38479_872_76834_15_57",872.76834,15.57,"18:2",38479,"Triacylglycerols","TAG(16:0/18:2/18:2) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/18:2/18:2) [M+NH4]+",0,0.000770135970349768,81.3084112149533,3.67647058823529,62.1478873239437,FALSE,77.631940626718
"1757","x39609_900_79918_16_042",900.79918,16.042,"18:2",39609,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,81.0747663551402,0.735294117647059,61.2676056338028,FALSE,80.3394722374931
"1758","x38894_846_75465_15_748",846.75465,15.748,"18:2",38894,"Triacylglycerols",NA,"C51H101NO6","[M + Na]+","C51H101NO6","Fatty acids",0.999194085597992,"Glycerolipids",0.980832934379578,"Triacylglycerols",0.995168745517731,"Unknown",0.802345275878906,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.80598824829592e-05,81.0747663551402,0,61.0915492957746,FALSE,81.0747663551402
"1759","x37726_792_70779_15_276",792.70779,15.276,"18:2",37726,"Triacylglycerols","TAG(14:0/16:1/16:1) / TAG(14:0/14:0/18:2) [M+NH4]+","C49H93NO6","[M + H]+","C49H93NO6","Fatty acids",0.99971729516983,"Glycerolipids",0.996054172515869,"Triacylglycerols",0.999870181083679,"Triacylglycerols",0.999159097671509,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/16:1/16:1) / TAG(14:0/14:0/18:2) [M+NH4]+",0,0.000392173928571534,80.8411214953271,0,60.9154929577465,FALSE,80.8411214953271
"1760","x20375_572_50364_9_623",572.50364,9.623,"18:2",20375,"Unknown",NA,"C37H65NO3","[M + H]+","C37H65NO3","Fatty acids",0.974886059761047,"Unknown",0.409569203853607,"Unknown",0.388135224580765,"Unknown",0.559679448604584,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24682733214579e-05,85.7476635514019,42.6470588235294,75.3521126760563,FALSE,43.1006047278725
"1761","x3482_380_35229_3_091",380.35229,3.091,"18:2",3482,"Unknown",NA,"C24H45NO2","[M + H]+","C24H45NO2","Fatty acids",0.996630489826202,"Fatty amides",0.984490931034088,"Unknown",0.617652714252472,"N-acyl amines",0.962894976139069,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,FALSE,0
"1762","x22310_572_50383_10_613",572.50383,10.613,"18:2",22310,"Unknown",NA,"C37H65NO3","[M + H]+","C37H65NO3","Fatty acids",0.99311089515686,"Unknown",0.647741138935089,"Unknown",0.823832392692566,"Unknown",0.569127798080444,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,87.3831775700935,66.1764705882353,82.2183098591549,FALSE,21.2067069818582
"1763","x38012_848_7693_15_368",848.7693,15.368,"18:2",38012,"Triacylglycerols","TAG(16:0/16:0/18:2) [M+NH4]+","C51H103NO6","[M + Na]+","C51H103NO6","Fatty acids",0.999111354351044,"Glycerolipids",0.985757946968079,"Triacylglycerols",0.999021649360657,"Triacylglycerols",0.928158640861511,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/16:0/18:2) [M+NH4]+",0,0.0003813783077234,22.6635514018692,100,41.7253521126761,FALSE,-77.3364485981308
"1764","x37742_818_72331_15_285",818.72331,15.285,"18:2",37742,"Triacylglycerols","TAG(14:0/16:1/18:2) [M+NH4]+","C46H89N11","[M + Na]+","C46H89N11","Alkaloids",0.993010699748993,"Unknown",0.300883620977402,"Unknown",0.247655242681503,"Heteroaromatic compounds",0.992229640483856,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/16:1/18:2) [M+NH4]+",0,0,81.0747663551402,0,61.0915492957746,FALSE,81.0747663551402
"1765","x36351_896_76781_14_784",896.76781,14.784,"18:2",36351,"Triacylglycerols","TAG(18:1/18:2/18:3) [M+NH4]+","C55H103NO6","[M + Na]+","C55H103NO6","Fatty acids",0.999187052249908,"Unknown",0.748453855514526,"Triacylglycerols",0.942633211612701,"N-acyl amines",0.979759097099304,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:1/18:2/18:3) [M+NH4]+",0,1.44440142878642e-05,31.7757009345794,100,48.5915492957746,FALSE,-68.2242990654206
"1766","x37099_894_75125_15_027",894.75125,15.027,"18:2",37099,"Triacylglycerols","TAG(18:0/18:3/18:4) [M+NH4]+","C55H101NO6","[M + Na]+","C55H101NO6","Fatty acids",0.998866677284241,"Glycerolipids",0.886340737342834,"Triacylglycerols",0.994635164737701,"N-acyl amines",0.991753160953522,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:0/18:3/18:4) [M+NH4]+",0,0.00355177562034295,90.6542056074766,14.7058823529412,71.830985915493,TRUE,75.9483232545354
"1767","x36387_764_67681_14_807",764.67681,14.807,"18:2",36387,"Triacylglycerols","TAG(14:0/14:0/16:2) / (12:0/16:0/16:2) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/14:0/16:2) / (12:0/16:0/16:2) [M+NH4]+",0,0,79.6728971962617,0,60.0352112676056,FALSE,79.6728971962617
"1768","x15376_379_33571_7_457",379.33571,7.457,"18:2",15376,"Unknown",NA,"C28H42","[M + H]+","C28H42","Terpenoids",0.996906101703644,"Unknown",0.454259485006332,"Unknown",0.227871358394623,"Unknown",0.610379576683044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,93.4579439252336,77.9411764705882,89.612676056338,FALSE,15.5167674546454
"1769","x39627_862_82356_16_055",862.82356,16.055,"18:2",39627,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.81715457084872e-06,18.4579439252336,61.0294117647059,29.0492957746479,FALSE,-42.5714678394723
