"","metabolite","pepmass","RT","fatty_acid","feature_id","compound_class","compound_name","molecular_formula","adduct","precursor_formula","npc_number_pathway","npc_number_pathway_probability","npc_number_superclass","npc_number_superclass_probability","npc_number_class","npc_number_class_probability","classy_fire_number_most_specific_class","classy_fire_number_most_specific_class_probability","gnps_cosine_score","gnps_mz_error_ppm","gnps_compound_name","gnps_compound_class","gnps_compound_subclass","coraldb_compound_family","coraldb_compound_superclass","coraldb_compound_class","coraldb_compound_name","XGBoost_Importance","RandomForest_Importance","scler_ubiquity","non_scler_ubiquity","total_ubiquity","is_super_core","ubiquity_diff"
"672","x8801_354_33714_4_738",354.33714,4.738,"16:1",8801,"Unknown",NA,"C22H43NO2","[M + H]+","C22H43NO2","Fatty acids",0.894438505172729,"Unknown",0.785252630710602,"Unknown",0.576762318611145,"Unknown",0.797691464424133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"673","x26117_694_56194_12_236",694.56194,12.236,"16:1",26117,"Unknown",NA,"C41H75NO7","[M + H]+","C41H75NO7","Fatty acids",0.95638632774353,"Unknown",0.231213226914406,"Unknown",0.14292748272419,"Unknown",0.795498967170715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"674","x24217_662_53571_11_643",662.53571,11.643,"16:1",24217,"Unknown",NA,"C40H71NO6","[M + H]+","C40H71NO6","Unknown",0.747845470905304,"Unknown",0.270475924015045,"Unknown",0.053585808724165,"Unknown",0.543120622634888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"675","x1952_378_29922_2_006",378.29922,2.006,"16:1",1952,"Unknown",NA,"C23H39NO3","[M + H]+","C23H39NO3","Unknown",0.693186521530151,"Fatty amides",0.867438554763794,"Unknown",0.734548985958099,"N-acyl amines",0.970498204231262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"676","x15583_782_50867_7_523",782.50867,7.523,"16:1",15583,"Unknown",NA,"C42H71NO12","[M + H]+","C42H71NO12","Fatty acids",0.961866617202759,"Unknown",0.326870620250702,"Unknown",0.166602909564972,"Unknown",0.533459663391113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"677","x15185_647_50471_7_392",647.50471,7.392,"16:1",15185,"Unknown",NA,"C31H64N10O3","[M + Na]+","C31H64N10O3","Unknown",0.397195369005203,"Unknown",0.633775174617767,"Unknown",0.523713290691376,"Unknown",0.561780333518982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"678","x27331_626_5364_12_534",626.5364,12.534,"16:1",27331,"Unknown",NA,"C37H71NO6","[M + H]+","C37H71NO6","Fatty acids",0.994758903980255,"Unknown",0.632177531719208,"Unknown",0.328222572803497,"Unknown",0.672951996326447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"679","x2256_326_30529_2_361",326.30529,2.361,"16:1",2256,"Unknown",NA,"C20H39NO2","[M + H]+","C20H39NO2","Fatty acids",0.968460559844971,"Fatty amides",0.920502066612244,"Unknown",0.73364531993866,"Unknown",0.617527544498444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"680","x22640_1468_13098_10_733",1468.13098,10.733,"16:1",22640,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"681","x11107_626_41012_5_647",626.41012,5.647,"16:1",11107,"Unknown",NA,"C30H59NO12","[M + H]+","C30H59NO12","Unknown",0.329131811857224,"Unknown",0.297713667154312,"Unknown",0.614672958850861,"Unknown",0.843282461166382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"682","x2974_424_3205_2_901",424.3205,2.901,"16:1",2974,"Unknown",NA,"C28H41NO2","[M + H]+","C28H41NO2","Unknown",0.726032078266144,"Unknown",0.394669026136398,"Unknown",0.615923225879669,"Unknown",0.752381861209869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"683","x3836_776_47677_3_257",776.47677,3.257,"16:1",3836,"Unknown",NA,"C35H65N7O12","[M + H]+","C35H65N7O12","Unknown",0.664252698421478,"Oligopeptides",0.879917562007904,"Unknown",0.527902543544769,"Unknown",0.551631093025208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"684","x2691_406_28142_2_564",406.28142,2.564,"16:1",2691,"Unknown",NA,"C21H35N5O3","[M + H]+","C21H35N5O3","Unknown",0.782715320587158,"Unknown",0.736284732818604,"Unknown",0.223628222942352,"Alpha amino acids and derivatives",0.852598011493683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"685","x35407_1178_89391_14_498",1178.89391,14.498,"16:1",35407,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"686","x39338_1162_95707_15_956",1162.95707,15.956,"16:1",39338,"Unknown",NA,"C79H121N5","[M + Na]+","C79H121N5","Unknown",0.744396507740021,"Unknown",0.206509485840797,"Unknown",0.129907473921776,"Unknown",0.750380992889404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"687","x26752_370_40375_12_425",370.40375,12.425,"16:1",26752,"Unknown",NA,"C24H51NO","[M + H]+","C24H51NO","Fatty acids",0.899969816207886,"Unknown",0.294918864965439,"Unknown",0.0384807363152504,"Unknown",0.791712403297424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"688","x10615_440_31593_5_476",440.31593,5.476,"16:2",10615,"Unknown",NA,"C28H41NO3","[M + H]+","C28H41NO3","Fatty acids",0.916628777980804,"Unknown",0.686943650245667,"Unknown",0.474908441305161,"N-acyl-alpha amino acids",0.873314023017883,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.00934579439252,0,5.28169014084507,FALSE,7.00934579439252
"689","x29224_658_57446_13_049",658.57446,13.049,"16:2",29224,"Unknown",NA,"C36H73N7O2","[M + Na]+","C36H73N7O2","Unknown",0.0397598743438721,"Unknown",0.0200753714889288,"Unknown",0.113587416708469,"Unknown",0.560415148735046,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,98.5981308411215,69.8529411764706,91.5492957746479,FALSE,28.7451896646509
"690","x38881_544_47267_15_739",544.47267,15.739,"16:2",38881,"Unknown",NA,"C35H61NO3","[M + H]+","C35H61NO3","Fatty acids",0.944599866867065,"Unknown",0.43080273270607,"Unknown",0.434922963380814,"Unknown",0.50199967622757,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.14018691588785,0,3.87323943661972,FALSE,5.14018691588785
"691","x4474_434_28939_3_466",434.28939,3.466,"16:2",4474,"Unknown",NA,"C25H39NO5","[M + H]+","C25H39NO5","Alkaloids",0.917850732803345,"Unknown",0.660410404205322,"Unknown",0.0265362821519375,"Unknown",0.570900201797485,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.94117647058824,0.704225352112676,FALSE,-2.94117647058824
"692","x36887_837_63777_14_985",837.63777,14.985,"16:2",36887,"Unknown",NA,"C52H80N6O3","[M + H]+","C52H80N6O3","Unknown",0.670780599117279,"Unknown",0.515808701515198,"Unknown",0.413283139467239,"Unknown",0.592182457447052,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,75.4672897196262,0,56.8661971830986,FALSE,75.4672897196262
"693","x7706_377_3207_4_435",377.3207,4.435,"16:2",7706,"Unknown",NA,"C28H40","[M + H]+","C28H40","Terpenoids",0.998126804828644,"Unknown",0.102983362972736,"Unknown",0.0245544593781233,"Prenol lipids",0.94966858625412,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,80.8411214953271,45.5882352941176,72.0070422535211,FALSE,35.2528862012095
"694","x18516_544_47333_8_699",544.47333,8.699,"16:2",18516,"Unknown",NA,"C35H61NO3","[M + H]+","C35H61NO3","Fatty acids",0.968939483165741,"Unknown",0.481706976890564,"Unknown",0.35613152384758,"Unknown",0.568485617637634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.45397662990686e-05,53.5046728971963,27.2058823529412,46.830985915493,FALSE,26.2987905442551
"695","x39778_874_82559_16_095",874.82559,16.095,"16:2",39778,"Unknown",NA,"C56H104O5","[M + H3N + H]+","C56H107NO5","Fatty acids",0.99994683265686,"Glycerolipids",0.999139547348022,"Unknown",0.644712567329407,"Unknown",0.500076591968536,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000124093612984293,17.7570093457944,18.3823529411765,17.7816901408451,FALSE,-0.625343595382098
"696","x37065_856_7367_15_047",856.7367,15.047,"16:2",37065,"Triacylglycerols",NA,"C54H97NO6","[M + H]+","C54H97NO6","Fatty acids",0.999951839447022,"Glycerolipids",0.999288022518158,"Triacylglycerols",0.999996066093445,"Triacylglycerols",0.999797999858856,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,85.0467289719626,16.1764705882353,67.9577464788732,FALSE,68.8702583837273
"697","x1932_341_31657_1_963",341.31657,1.963,"16:2",1932,"Unknown",NA,"C20H40N2O2","[M + H]+","C20H40N2O2","Unknown",0.695008814334869,"Fatty amides",0.90679919719696,"Unknown",0.784234642982483,"Secondary carboxylic acid amides",0.937686562538147,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,15.4411764705882,3.69718309859155,FALSE,-15.4411764705882
"698","x1728_368_28017_1_826",368.28017,1.826,"16:2",1728,"Unknown",NA,"C27H33B","[M + H]+","C27H33B","Terpenoids",0.988040506839752,"Unknown",0.429115921258926,"Unknown",0.346525996923447,"Unknown",0.764001190662384,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.196261682243,22.0588235294118,22.0070422535211,FALSE,0.137438152831201
"699","x36407_816_70701_14_826",816.70701,14.826,"16:2",36407,"Triacylglycerols","TAG(14:0/16:1/18:3) [M+NH4]+","C49H95NO6","[M + Na]+","C49H95NO6","Fatty acids",0.998108506202698,"Glycerolipids",0.982000529766083,"Triacylglycerols",0.997457206249237,"Triacylglycerols",0.932416081428528,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/16:1/18:3) [M+NH4]+",0,0,84.1121495327103,18.3823529411765,67.7816901408451,FALSE,65.7297965915338
"700","x36395_544_47335_14_808",544.47335,14.808,"16:2",36395,"Unknown",NA,"C35H61NO3","[M + H]+","C35H61NO3","Fatty acids",0.982434213161468,"Unknown",0.380678653717041,"Unknown",0.167015314102173,"Unknown",0.590914964675903,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.785046728972,0,10.387323943662,FALSE,13.785046728972
"701","x2682_396_31106_2_618",396.31106,2.618,"16:2",2682,"Unknown",NA,"C23H41NO4","[M + H]+","C23H41NO4","Fatty acids",0.973200082778931,"Unknown",0.658463835716248,"Unknown",0.553049206733704,"Unknown",0.672290861606598,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.5981308411215,8.82352941176471,19.8943661971831,FALSE,14.7746014293568
"702","x9810_462_33807_5_167",462.33807,5.167,"16:2",9810,"Unknown",NA,"C31H43NO2","[M + H]+","C31H43NO2","Unknown",0.385782808065414,"Unknown",0.245196506381035,"Unknown",0.266567319631577,"Unknown",0.574046790599823,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.50467289719626,2.20588235294118,3.16901408450704,FALSE,1.29879054425508
"703","x12485_500_35304_6_224",500.35304,6.224,"16:2",12485,"Unknown",NA,"C34H45NO2","[M + H]+","C34H45NO2","Unknown",0.420466095209122,"Unknown",0.237641230225563,"Unknown",0.259925812482834,"Unknown",0.673646509647369,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.57009345794392,0,1.93661971830986,FALSE,2.57009345794392
"704","x37773_544_47265_15_29",544.47265,15.29,"16:2",37773,"Unknown",NA,"C35H61NO3","[M + H]+","C35H61NO3","Fatty acids",0.922084748744965,"Unknown",0.465857565402985,"Unknown",0.482427418231964,"Unknown",0.541510343551636,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.7476635514019,0,8.09859154929578,FALSE,10.7476635514019
"705","x3988_585_41289_3_306",585.41289,3.306,"16:2",3988,"Unknown",NA,"C31H56N2O8","[M + H]+","C31H56N2O8","Unknown",0.817962110042572,"Unknown",0.618104994297028,"Unknown",0.676910817623138,"Unknown",0.503479361534119,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.35176376520595e-05,16.3551401869159,60.2941176470588,26.7605633802817,FALSE,-43.9389774601429
"706","x33389_544_47329_13_965",544.47329,13.965,"16:2",33389,"Unknown",NA,"C35H61NO3","[M + H]+","C35H61NO3","Fatty acids",0.901124715805054,"Unknown",0.669678390026093,"Unknown",0.41763162612915,"Unknown",0.836988151073456,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.41121495327103,0,6.33802816901408,FALSE,8.41121495327103
"707","x2569_392_31569_2_514",392.31569,2.514,"16:2",2569,"Unknown",NA,"C24H41NO3","[M + H]+","C24H41NO3","Unknown",0.659177780151367,"Unknown",0.657217741012573,"Unknown",0.310183256864548,"Unknown",0.530397057533264,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.0560747663551,24.2647058823529,18.6619718309859,FALSE,-7.2086311159978
"708","x36378_526_46373_14_809",526.46373,14.809,"16:2",36378,"Unknown",NA,"C35H59NO2","[M + H]+","C35H59NO2","Fatty acids",0.901769876480102,"Unknown",0.24741992354393,"Unknown",0.350390553474426,"Unknown",0.76284122467041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.37383177570093,0,4.04929577464789,FALSE,5.37383177570093
"709","x21290_392_79629_10_104",392.79629,10.104,"16:2",21290,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.9532710280374,9.55882352941176,13.556338028169,FALSE,5.39444749862564
"710","x9593_340_32113_5_107",340.32113,5.107,"16:2",9593,"Unknown",NA,"C21H41NO2","[M + H]+","C21H41NO2","Unknown",0.817684888839722,"Unknown",0.159827426075935,"Unknown",0.0608207061886787,"Alpha amino acids",0.942353546619415,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40.8878504672897,74.2647058823529,48.5915492957746,FALSE,-33.3768554150632
"711","x1305_412_30559_1_513",412.30559,1.513,"16:2",1305,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.0560747663551,27.9411764705882,19.5422535211268,FALSE,-10.8851017042331
"712","x2678_402_30069_2_609",402.30069,2.609,"16:2",2678,"Unknown",NA,"C25H39NO3","[M + H]+","C25H39NO3","Unknown",0.80818647146225,"Unknown",0.422982722520828,"Unknown",0.432623594999313,"N-acyl amines",0.895124495029449,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.4299065420561,6.61764705882353,18.4859154929577,FALSE,15.8122594832326
"713","x2993_378_30117_2_842",378.30117,2.842,"16:2",2993,"Unknown",NA,"C23H39NO3","[M + H]+","C23H39NO3","Fatty acids",0.910769820213318,"Unknown",0.47955521941185,"Unknown",0.213256284594536,"N-acyl amines",0.97284996509552,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.6635514018692,19.8529411764706,21.830985915493,FALSE,2.8106102253986
"714","x17966_606_50802_8_491",606.50802,8.491,"16:2",17966,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.8691588785047,24.2647058823529,26.056338028169,FALSE,2.6044529961518
"715","x1767_390_30081_1_849",390.30081,1.849,"16:2",1767,"Unknown",NA,"C24H39NO3","[M + H]+","C24H39NO3","Unknown",0.811799168586731,"Unknown",0.654979705810547,"Unknown",0.176197707653046,"Unknown",0.702511608600616,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.0280373831776,44.1176470588235,26.4084507042254,FALSE,-23.0896096756459
"716","x9937_414_3002_5_209",414.3002,5.209,"16:2",9937,"Unknown",NA,"C26H39NO3","[M + H]+","C26H39NO3","Terpenoids",0.96246600151062,"Steroids",0.872575104236603,"Unknown",0.472588270902634,"Glycinated bile acids and derivatives",0.997363269329071,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.27102803738318,0,2.46478873239437,FALSE,3.27102803738318
"717","x34831_544_47354_14_353",544.47354,14.353,"16:2",34831,"Unknown",NA,"C35H61NO3","[M + H]+","C35H61NO3","Fatty acids",0.912835419178009,"Unknown",0.672108829021454,"Unknown",0.507058620452881,"Unknown",0.51543778181076,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.34579439252336,0,7.04225352112676,FALSE,9.34579439252336
"718","x2143_376_28468_2_128",376.28468,2.128,"16:2",2143,"Unknown",NA,"C23H37NO3","[M + H]+","C23H37NO3","Unknown",0.680433690547943,"Unknown",0.550999760627747,"Unknown",0.753616571426392,"Unknown",0.824063897132874,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20.7943925233645,13.9705882352941,19.0140845070423,FALSE,6.8238042880704
"719","x2375_380_2819_2_322",380.2819,2.322,"16:2",2375,"Unknown",NA,"C17H33BN6O3","[M + H]+","C17H33BN6O3","Unknown",0.165316671133041,"Unknown",0.138752490282059,"Unknown",0.0733504444360733,"Unknown",0.59574967622757,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.07476635514019,13.9705882352941,7.92253521126761,FALSE,-7.89582188015391
"720","x4686_326_30551_3_539",326.30551,3.539,"16:2",4686,"Unknown",NA,"C20H39NO2","[M + H]+","C20H39NO2","Fatty acids",0.866919696331024,"Unknown",0.676251292228699,"Unknown",0.582379400730133,"1,2-aminoalcohols",0.868617713451385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.25402260030435e-06,67.7570093457944,72.0588235294118,68.6619718309859,FALSE,-4.3018141836174
"721","x2816_348_28902_2_72",348.28902,2.72,"16:2",2816,"Unknown",NA,"C22H37NO2","[M + H]+","C22H37NO2","Fatty acids",0.998836815357208,"Fatty amides",0.971050381660461,"Unknown",0.483992695808411,"N-acyl amines",0.927442312240601,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.7196261682243,24.2647058823529,16.9014084507042,FALSE,-9.5450797141286
"722","x5968_456_38482_3_914",456.38482,3.914,"16:2",5968,"Unknown",NA,"C30H49NO2","[M + H]+","C30H49NO2","Terpenoids",0.929936528205872,"Unknown",0.839525282382965,"Unknown",0.840370535850525,"Unknown",0.709080338478088,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.47663551401869,8.82352941176471,7.74647887323944,FALSE,-1.34689389774602
"723","x3616_380_31547_3_146",380.31547,3.146,"16:2",3616,"Unknown",NA,"C23H41NO3","[M + H]+","C23H41NO3","Unknown",0.814144492149353,"Unknown",0.839003682136536,"Unknown",0.649267435073853,"Unknown",0.815179109573364,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.4729236197578e-06,16.8224299065421,30.1470588235294,19.8943661971831,FALSE,-13.3246289169873
"724","x3884_336_28968_3_253",336.28968,3.253,"16:2",3884,"Unknown",NA,"C21H37NO2","[M + H]+","C21H37NO2","Unknown",0.77277022600174,"Unknown",0.530264139175415,"Unknown",0.15518182516098,"Unknown",0.747664630413055,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.67647058823529,0.880281690140845,FALSE,-3.67647058823529
"725","x796_364_28429_1_264",364.28429,1.264,"16:2",796,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.81308411214953,49.2647058823529,19.1901408450704,FALSE,-39.4516217702034
"726","x7524_460_32276_4_393",460.32276,4.393,"16:2",7524,"Unknown",NA,"C31H41NO2","[M + H]+","C31H41NO2","Unknown",0.510477542877197,"Unknown",0.497765690088272,"Unknown",0.124445453286171,"Unknown",0.68863832950592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.4485981308411,2.20588235294118,9.15492957746479,FALSE,9.24271577789992
"727","x8940_542_42261_4_872",542.42261,4.872,"16:2",8940,"Unknown",NA,"C34H55NO4","[M + H]+","C34H55NO4","Unknown",0.843770682811737,"Unknown",0.830677628517151,"Unknown",0.317103087902069,"Unknown",0.790152728557587,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.0841121495327,7.35294117647059,11.6197183098592,FALSE,5.73117097306211
"728","x4082_326_30567_3_356",326.30567,3.356,"16:2",4082,"Unknown",NA,"C20H39NO2","[M + H]+","C20H39NO2","Unknown",0.799948453903198,"Unknown",0.772980332374573,"Unknown",0.664942800998688,"Unknown",0.555488705635071,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,59.5794392523364,82.3529411764706,64.7887323943662,FALSE,-22.7735019241342
"729","x16843_512_44714_8_073",512.44714,8.073,"16:2",16843,"Unknown",NA,"C34H57NO2","[M + H]+","C34H57NO2","Fatty acids",0.997980058193207,"Fatty amides",0.93604189157486,"Unknown",0.718809366226196,"N-acyl amines",0.986401736736298,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.5514018691589,0.735294117647059,10.7394366197183,FALSE,12.8161077515118
"730","x2540_364_28543_2_505",364.28543,2.505,"16:2",2540,"Unknown",NA,"C22H37NO3","[M + H]+","C22H37NO3","Unknown",0.693080604076385,"Unknown",0.754881083965302,"Unknown",0.457490205764771,"Unknown",0.577417850494385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.700934579439252,24.2647058823529,6.33802816901408,FALSE,-23.5637713029136
"731","x4450_406_33146_3_48",406.33146,3.48,"16:2",4450,"Unknown",NA,"C25H43NO3","[M + H]+","C25H43NO3","Unknown",0.754944503307343,"Unknown",0.324658691883087,"Unknown",0.28369078040123,"N-acyl amines",0.957654356956482,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.2710280373832,16.9117647058824,25.3521126760563,FALSE,11.3592633315008
"732","x1758_364_28505_1_809",364.28505,1.809,"16:2",1758,"Unknown",NA,"C22H37NO3","[M + H]+","C22H37NO3","Unknown",0.713521420955658,"Unknown",0.638718247413635,"Unknown",0.0708326771855354,"Unknown",0.830954432487488,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.4299065420561,22.7941176470588,22.3591549295775,FALSE,-0.364211105002703
"733","x1491_336_28905_1_665",336.28905,1.665,"16:2",1491,"Unknown",NA,"C21H37NO2","[M + H]+","C21H37NO2","Unknown",0.758703947067261,"Unknown",0.540603697299957,"Unknown",0.163230583071709,"Unknown",0.587320387363434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"734","x3970_364_28474_3_278",364.28474,3.278,"16:2",3970,"Unknown",NA,"C22H37NO3","[M + H]+","C22H37NO3","Unknown",0.693369388580322,"Unknown",0.545889973640442,"Unknown",0.335068166255951,"Unknown",0.574171841144562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"735","x2226_364_28473_2_229",364.28473,2.229,"16:2",2226,"Unknown",NA,"C19H40N3P","[M + Na]+","C19H40N3P","Unknown",0.654699504375458,"Unknown",0.216835200786591,"Unknown",0.127861231565475,"Unknown",0.543329060077667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"736","x1238_340_28439_1_552",340.28439,1.552,"16:2",1238,"Unknown",NA,"C20H37NO3","[M + H]+","C20H37NO3","Fatty acids",0.904292225837708,"Unknown",0.525742948055267,"Unknown",0.257139921188354,"Unknown",0.575635552406311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"737","x7698_407_36701_4_428",407.36701,4.428,"16:2",7698,"Unknown",NA,"C30H46","[M + H]+","C30H46","Terpenoids",0.996216952800751,"Unknown",0.695694208145142,"Unknown",0.115081362426281,"Unknown",0.55417662858963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"738","x30471_658_57607_13_27",658.57607,13.27,"16:2",30471,"Unknown",NA,"C42H75NO4","[M + H]+","C42H75NO4","Fatty acids",0.98052442073822,"Unknown",0.22999931871891,"Unknown",0.503304660320282,"Unknown",0.61277186870575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"739","x16050_600_46533_7_69",600.46533,7.69,"16:2",16050,"Diacylglycerols","DAG(18:5/16:2) [M+NH4]+","C34H65NO5S","[M + H]+","C34H65NO5S","Fatty acids",0.969455003738403,"Steroids",0.909819722175598,"Unknown",0.835934102535248,"Unknown",0.611678779125214,NA,NA,NA,NA,NA,"Glycerolipid","Diacylglycerols","Diacylglycerols","DAG(18:5/16:2) [M+NH4]+",NA,NA,NA,NA,NA,FALSE,NA
"740","x26455_628_52794_12_345",628.52794,12.345,"16:2",26455,"Unknown",NA,"C40H69NO4","[M + H]+","C40H69NO4","Fatty acids",0.886599957942963,"Unknown",0.644394874572754,"Unknown",0.388739854097366,"Unknown",0.607130825519562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"741","x25300_628_5292_11_973",628.5292,11.973,"16:2",25300,"Unknown",NA,"C40H69NO4","[M + H]+","C40H69NO4","Fatty acids",0.891294598579407,"Unknown",0.342930495738983,"Unknown",0.208385452628136,"Unknown",0.585581183433533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"742","x10372_460_415_5_458",460.415,5.458,"16:2",10372,"Unknown",NA,"C30H53NO2","[M + H]+","C30H53NO2","Unknown",0.742409348487854,"Unknown",0.843021929264069,"Unknown",0.0572456754744053,"Unknown",0.542075753211975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"743","x2752_364_28499_2_691",364.28499,2.691,"16:2",2752,"Unknown",NA,"C22H37NO3","[M + H]+","C22H37NO3","Unknown",0.631093263626099,"Unknown",0.736059308052063,"Unknown",0.544360816478729,"Alpha amino acids and derivatives",0.962252676486969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"744","x23652_576_50031_11_458",576.50031,11.458,"16:2",23652,"Unknown",NA,"C36H65NO4","[M + H]+","C36H65NO4","Fatty acids",0.985610663890839,"Unknown",0.586794018745422,"Unknown",0.525985538959503,"N-acyl-alpha amino acids",0.984683096408844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"745","x17517_350_30007_8_31",350.30007,8.31,"16:2",17517,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
