feature_id,pepmass,LipidClass,compound_class,coraldb_compound_name
16364,870.6065,PC,Unknown,NA
13562,796.5738,PC,DGCC,DGCC(38:8) [M+H]+
3047,483.4085,PC,NA,NA
33222,856.7137,PC,Unknown,PC(O-42:2) [M+H]+
14641,580.4697,PC,Glycerophosphocholines,NA
13253,906.6446,PC,Oxidized glycerophospholipids,NA
5137,636.4623,PC,Glycerophosphocholines,NA
16406,852.5917,PC,Glycerophosphocholines,NA
23581,808.619,PC,Glycerophosphocholines,PC(O-39:5) [M+H]+
8775,816.5768,PC,Oxidized glycerophospholipids,PC(O-36:4;O3) / PC(36:3;O2) [M+H]+
27124,774.6349,PC,Glycerophosphocholines,PC(O-18:0/18:1) [M+H]+
26343,778.6305,PC,Unknown,NA
18778,730.5386,PC,Glycerophosphocholines,PC(32:2) [M+H]+
21772,720.5534,PC,Glycerophosphocholines,NA
12780,578.4548,PC,Glycerophosphocholines,NA
28756,854.667,PC,Glycerophosphocholines,NA
18620,842.5907,PC,Unknown,PC(O-38:5;O3) [M+H]+
12834,786.5655,PC,Glycerophosphocholines,PC(O-35:4;O2) [M+H]+
21680,806.6029,PC,Unknown,PC(O-39:6) [M+H]+
22586,780.492,PC,Glycerophosphocholines,NA
21867,734.5671,PC,Glycerophosphocholines,PC(32:0) [M+H]+
12003,788.5852,PC,Unknown,NA
16055,854.5643,PC,Cyclic peptides,PC(20:4:22:6) [M+H]+
8625,786.5687,PC,Unknown,PC(O-35:4;O2) [M+H]+
22213,800.6157,PC,Glycerophosphocholines,PC(37:2) [M+H]+
17504,840.5884,PC,Unknown,NA
17214,850.5963,PC,Glycerophosphocholines,PC(40:6;O) [M+H]+
7127,804.5379,PC,Oxidized glycerophospholipids,PC(38:7) [M+H]+
26707,850.6637,PC,Glycerophosphocholines,PC(O-42:5) [M+H]+
9916,800.5832,PC,Glycerophosphocholines,PC(O-36:4;O2) [M+H]+
14649,592.47,PC,Glycerophosphocholines,NA
9665,828.576,PC,Oxidized glycerophospholipids,NA
18734,765.5924,PC,Phosphosphingolipids,SM(39:5;O2) [M+H]+
20503,1411.1053,PC,Unknown,NA
4012,534.392,PC,Glycerophosphocholines,NA
20194,690.5418,PC,Unknown,PC(O-30:1) [M+H]+
20269,930.6802,PC,Unknown,NA
3724,548.3697,PC,Glycerophosphocholines,Lyso-PC(20:2) [M+H]+
6850,800.5451,PC,Oxidized glycerophospholipids,NA
17165,714.5438,PC,Glycerophosphocholines,PC(O-32:3) [M+H]+
12275,830.5904,PC,Unknown,PC(O-37:4;O3) [M+H]+
4559,600.4036,PC,Glycerophosphocholines,NA
5760,576.4044,PC,Glycerophosphocholines,NA
25183,834.6385,PC,Unknown,NA
17638,896.6167,PC,Glycerophosphocholines,NA
10900,832.6042,PC,Glycerophosphocholines,PC(O-37:3;O3) [M+H]+
18318,944.6595,PC,Unknown,NA
8099,674.4767,PC,Depsipeptides,NA
19927,399.7846,PC,Unknown,NA
9783,714.5133,PC,NA,NA
17850,798.5233,PC,Unknown,NA
25085,840.6482,PC,Glycerophosphocholines,PC(40:3) [M+H]+
4230,693.5186,PC,Glycerophosphocholines,SM(31:1;O4) [M+H]+
18303,838.6302,PC,Glycerophosphocholines,PC(40:4) [M+H]+
12794,592.47,PC,Glycerophosphocholines,NA
8999,678.5108,PC,Unknown,PC(28:0) [M+H]+
19827,820.5865,PC,Unknown,PC(39:6) [M+H]+
30701,920.7083,PC,Unknown,NA
23474,732.5915,PC,Unknown,PC(O-33:1) [M+H]+
15476,794.5684,PC,Glycerophosphocholines,PC(37:5) [M+H]+
25938,874.5322,PC,Glycerophosphocholines,NA
3186,947.7153,PC,Unknown,NA
17417,688.5262,PC,Glycerophosphocholines,NA
20040,754.5733,PC,Glycerophosphocholines,PC(O-35:4) [M+H]+
30545,864.6843,PC,Glycerophosphocholines,NA
19015,848.6172,PC,Glycerophosphocholines,NA
10032,816.5782,PC,Oxidized glycerophospholipids,PC(O-36:4;O3) / PC(36:3;O2) [M+H]+
6498,564.4022,PC,Glycerophosphocholines,Lyso-DGCC(22:5) [M+H]+
23800,720.5877,PC,Unknown,PC(O-32:0) [M+H]+
24664,864.6435,PC,Glycerophosphocholines,PC(42:5) [M+H]+
8554,676.4934,PC,Unknown,PC(28:1) [M+H]+
21485,692.5599,PC,Glycerophosphocholines,PC(O-30:0) [M+H]+
26622,852.6487,PC,Glycerophosphocholines,NA
5698,774.5305,PC,Oxidized glycerophospholipids,PC(O-37:8) [M+H]+
4809,522.3931,PC,Lyso-PC(alkyl),Lyso-PC(O-19:1) [M+H]+
1251,532.3411,PC,Glycerophosphocholines,NA
5249,594.4142,PC,Oxidized Lyso-PC(acyl),Lyso-PC(22:1;O) [M+H]+
18335,664.5283,PC,Glycerophosphocholines,PC(O-28:0) [M+H]+
20697,828.6311,PC,DGCC,DGCC(40:6) [M+H]+
4857,540.4042,PC,Glycerophosphocholines,NA
14055,762.5423,PC,Glycerophosphocholines,NA
28529,788.6529,PC,Glycerophosphocholines,PC(O-37:1) [M+H]+
9489,772.5117,PC,Glycerophosphoserines,NA
3480,526.3874,PC,Glycerophosphocholines,NA
3149,1445.0687,PC,Unknown,NA
25065,427.8167,PC,Unknown,NA
14059,828.6087,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
27892,804.6414,PC,Glycerophosphocholines,NA
31223,790.6686,PC,Unknown,PC(O-37:0) [M+H]+
16927,748.5694,PC,Lipopeptides,NA
9601,842.5939,PC,Unknown,PC(O-38:5;O3) [M+H]+
14534,758.571,PC,Glycerophosphocholines,PC(34:2) [M+H]+
18693,794.5679,PC,Glycerophosphocholines,PC(37:5) [M+H]+
3242,963.6106,PC,Unknown,NA
23508,852.6464,PC,Glycerophosphocholines,NA
5788,680.4488,PC,Oxidized glycerophospholipids,NA
9364,802.5608,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) [M+H]+
29370,774.6373,PC,Unknown,PC(O-18:0/18:1) [M+H]+
16515,780.5523,PC,Glycerophosphocholines,PC(36:5) [M+H]+
8655,734.498,PC,Oxidized glycerophospholipids,PC(O-34:7) [M+H]+
12635,816.6113,PC,Glycerophosphocholines,NA
12133,734.5124,PC,Glycerophosphocholines,PC(O-34:7) [M+H]+
8471,724.5146,PC,Unknown,NA
6173,1019.6759,PC,Unknown,NA
20652,814.6313,PC,Glycerophosphocholines,PC(38:2) [M+H]+
27767,794.6478,PC,Unknown,NA
13014,710.5136,PC,Unknown,PC(O-32:5) [M+H]+
28560,1046.7564,PC,Glycerophosphocholines,NA
17528,856.5806,PC,Glycerophosphocholines,PC(20:3:22:6) [M+H]+
17541,882.5987,PC,Unknown,PC(22:6/22:4) [M+H]+
18956,818.5871,PC,Oxidized glycerophospholipids,PC(O-36:3;O3) [M+H]+
16649,842.5873,PC,Unknown,PC(O-38:5;O3) [M+H]+
13228,870.6213,PC,Unknown,NA
10393,402.7921,PC,Unknown,NA
22787,772.589,PC,Unknown,NA
14273,852.6148,PC,Glycerophosphocholines,NA
14221,870.6202,PC,Unknown,NA
6832,832.5963,PC,Oxidized DGCC,DGCC(16:0/22:6;O2) [M+H]+
19044,636.4953,PC,Glycerophosphocholines,PC(O-26:0) [M+H]+
11138,728.521,PC,Glycerophosphocholines,PC(32:3) [M+H]+
32482,880.7159,PC,Glycerophosphocholines,PC(O-44:4) [M+H]+
20765,874.6334,PC,Unknown,NA
23000,734.5706,PC,Unknown,PC(32:0) [M+H]+
16469,399.7857,PC,Unknown,NA
26642,914.6623,PC,Glycerophosphocholines,NA
15688,406.8125,PC,Unknown,NA
6128,624.4206,PC,Oxidized glycerophospholipids,PC(23:0;O) [M+H]+
30666,998.7571,PC,Glycerophosphocholines,NA
14592,828.6122,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
22413,729.5913,PC,Unknown,NA
32302,830.7011,PC,Glycerophosphocholines,NA
10206,802.5611,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) [M+H]+
4085,536.3726,PC,Lyso-PC(acyl),Lyso-PC(19:1) [M+H]+
22091,762.6013,PC,Unknown,NA
31947,932.5965,PC,Glycerophosphocholines,NA
16867,882.6033,PC,Glycerophosphocholines,PC(22:6/22:4) [M+H]+
27242,802.6344,PC,Glycerophosphocholines,NA
21158,406.8121,PC,Unknown,NA
20547,772.5891,PC,Marine-bacterial DPEs,NA
26010,788.6167,PC,Unknown,PC(36:1) [M+H]+
29679,906.5797,PC,Oxidized glycerophospholipids,NA
16221,762.5441,PC,Glycerophosphocholines,NA
30613,918.6941,PC,Unknown,NA
2850,600.3667,PC,Oxidized glycerophospholipids,NA
23027,1467.1549,PC,Unknown,NA
11352,800.5347,PC,Unknown,NA
5233,776.5088,PC,Oxidized glycerophospholipids,NA
15854,792.552,PC,Glycerophosphocholines,NA
9212,814.5599,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
1076,452.3141,PC,Glycerophosphocholines,NA
8593,694.5404,PC,Glycerophosphocholines,NA
12215,844.6072,PC,Unknown,PC(O-38:4;O3) [M+H]+
22401,820.6209,PC,Glycerophosphocholines,PC(O-18:0/22:6) [M+H]+
18483,768.5563,PC,Unknown,NA
24806,1470.1275,PC,Unknown,NA
15590,814.56,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
4051,538.3865,PC,Lyso-PC(acyl),Lyso-PC(19:0) [M+H]+
4748,652.4497,PC,Unknown,NA
4484,1003.7437,PC,Unknown,NA
19415,810.6,PC,Glycerophosphocholines,PC(38:4) / PC(38:5;O) [M+H]+
21508,732.5555,PC,Glycerophosphocholines,PC(32:1) [M+H]+
15855,736.529,PC,Glycerophosphocholines,PC(O-34:6) [M+H]+
36317,942.7899,PC,Unknown,NA
25596,876.5297,PC,Unknown,NA
15789,896.6097,PC,Glycerophosphocholines,NA
10874,772.5508,PC,Glycerophosphocholines,PC(O-34:4;O2) [M+H]+
533,796.6208,PC,Glycerophosphocholines,PC(O-18:0/20:4) [M+H]+
29318,762.6372,PC,Unknown,NA
4997,562.385,PC,Glycerophosphocholines,NA
14164,894.6027,PC,Glycerophosphocholines,NA
5723,536.4081,PC,Glycerophosphocholines,NA
6925,510.3582,PC,Lyso-PC(acyl),Lyso-PC(17:0) [M + H]+
20340,808.5838,PC,Glycerophosphocholines,PC(38:5) [M+H]+
18030,902.6498,PC,Unknown,NA
18086,784.5875,PC,Glycerophosphocholines,PC(36:3) / PC(O-36:4;O) [M+H]+
5688,735.53,PC,Unknown,SM(33:2;O5) [M+H]+
20219,824.615,PC,Glycerophosphocholines,PC(39:4) [M+H]+
19221,752.5614,PC,Glycerophosphocholines,NA
6825,686.4772,PC,Glycerophosphocholines,NA
12124,786.5671,PC,Glycerophosphocholines,PC(O-35:4;O2) [M+H]+
23424,734.5702,PC,Unknown,PC(32:0) [M+H]+
11206,838.5592,PC,Oxidized glycerophospholipids,PC(38:6;O2) [M+H]+
4003,652.4563,PC,Oxidized glycerophospholipids,NA
6382,674.4754,PC,Unknown,NA
9528,912.6126,PC,Glycerophosphocholines,NA
22247,804.5903,PC,Unknown,PC(O-35:3;O3) [M+H]+
11179,788.5795,PC,Glycerophosphocholines,NA
24930,748.5854,PC,Unknown,NA
24408,821.6529,PC,Phosphosphingolipids,NA
5764,540.4021,PC,Glycerophosphocholines,NA
19731,715.5738,PC,Unknown,NA
26940,866.6611,PC,Glycerophosphocholines,PC(42:4) [M+H]+
28655,864.6901,PC,Unknown,NA
25138,802.6304,PC,Glycerophosphocholines,NA
27083,878.6639,PC,Unknown,NA
8119,754.5231,PC,Oxidized glycerophospholipids,PC(34:4) [M+H]+
17568,880.585,PC,Glycerophosphocholines,NA
22253,736.5856,PC,Unknown,NA
19092,866.6033,PC,Unknown,NA
13393,758.5704,PC,Unknown,PC(34:2) [M+H]+
7877,816.5774,PC,Oxidized glycerophospholipids,PC(O-36:4;O3) / PC(36:3;O2) [M+H]+
22167,692.5599,PC,Glycerophosphocholines,PC(O-30:0) [M+H]+
22645,848.6172,PC,Glycerophosphocholines,NA
6103,1031.77,PC,Unknown,NA
3904,748.4768,PC,Oxidized glycerophospholipids,NA
8507,802.5625,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) [M+H]+
18308,718.5395,PC,Glycerophosphocholines,NA
22320,717.592,PC,Phosphosphingolipids,NA
22877,766.5726,PC,Unknown,PC(O-36:5) [M+H]+
31516,816.6838,PC,Glycerophosphocholines,NA
9779,814.5622,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
1665,478.33,PC,Glycerophosphocholines,NA
12608,720.5547,PC,Glycerophosphocholines,NA
28885,840.6481,PC,Glycerophosphocholines,PC(40:3) [M+H]+
22205,806.6064,PC,Unknown,PC(O-39:6) [M+H]+
6971,666.4704,PC,Oxidized glycerophospholipids,NA
6768,666.3007,PC,Unknown,NA
6002,806.5561,PC,Oxidized glycerophospholipids,PC(16:0/22:6) [M+H]+
22690,838.6319,PC,Unknown,PC(40:4) [M+H]+
26349,748.617,PC,Unknown,PC(O-34:0) [M+H]+
14659,814.5561,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
19611,854.6291,PC,Glycerophosphocholines,NA
22677,818.605,PC,Unknown,PC(O-36:3;O3) [M+H]+
34351,870.7249,PC,Unknown,NA
18129,734.5469,PC,Glycerophosphocholines,NA
16714,594.4852,PC,Glycerophosphocholines,NA
32536,816.6859,PC,Glycerophosphocholines,NA
5887,820.5307,PC,Oxidized glycerophospholipids,NA
22063,746.5714,PC,Glycerophosphocholines,PC(33:1) [M+H]+
32367,856.7177,PC,Glycerophosphocholines,PC(O-42:2) [M+H]+
2440,526.3167,PC,Unknown,NA
20704,728.5642,PC,Neutral glycosphingolipids,NA
5957,550.387,PC,Lyso-PC(acyl),Lyso-PC(20:1) [M+H]+
9465,774.5684,PC,Unknown,PC(O-34:2;O) [M+H]+
7631,814.5619,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
31118,932.5965,PC,Glycerophosphocholines,NA
1445,424.3186,PC,Glycerophosphocholines,NA
24069,852.6488,PC,Unknown,NA
12650,808.5876,PC,Glycerophosphocholines,PC(38:5) [M+H]+
21385,850.6323,PC,Glycerophosphocholines,NA
17673,786.5998,PC,Glycerophosphocholines,PC(36:2) [M+H]+
24591,720.5903,PC,Glycerophosphocholines,PC(O-32:0) [M+H]+
25384,792.6323,PC,Lipopeptides,NA
19848,848.6159,PC,Unknown,NA
21759,838.5937,PC,Glycerophosphocholines,NA
26813,791.6335,PC,Unknown,NA
7214,564.4039,PC,Glycerophosphocholines,Lyso-DGCC(22:5) [M+H]+
7269,578.4192,PC,Lyso-PC(acyl),Lyso-PC(22:1) [M+H]+
17529,838.6335,PC,Glycerophosphocholines,PC(40:4) [M+H]+
18093,802.5968,PC,Glycerophosphocholines,PC(O-38:1) [M+H]+
24056,788.6125,PC,Unknown,PC(36:1) [M+H]+
13962,884.643,PC,Glycerophosphocholines,NA
22114,810.5971,PC,Glycerophosphocholines,PC(38:4) / PC(38:5;O) [M+H]+
31346,904.7169,PC,Glycerophosphocholines,NA
31236,880.7207,PC,Unknown,PC(O-44:4) [M+H]+
6848,744.4807,PC,Oxidized glycerophospholipids,NA
6106,1007.7398,PC,Neutral glycosphingolipids,NA
5964,848.549,PC,Unknown,NA
22783,820.5864,PC,Glycerophosphocholines,PC(39:6) [M+H]+
3837,991.7463,PC,Unknown,NA
10907,722.5352,PC,Glycerophosphocholines,NA
16392,864.5907,PC,Glycerophosphocholines,NA
11070,796.5528,PC,Unknown,NA
22151,814.6315,PC,Glycerophosphocholines,PC(38:2) [M+H]+
7761,692.4865,PC,Oxidized glycerophospholipids,NA
27038,822.5415,PC,Glycerophosphocholines,NA
22577,854.6281,PC,Glycerophosphocholines,NA
16548,620.5016,PC,Glycerophosphocholines,NA
10923,758.5119,PC,Unknown,NA
15320,738.5441,PC,Unknown,PC(O-34:5) [M+H]+
7353,708.4824,PC,Oxidized glycerophospholipids,PC(O-32:6) [M+H]+
16293,814.5815,PC,Oxidized DGCC,DGCC(38:7-O) [M+H]+
1813,498.3554,PC,Glycerophosphocholines,NA
20051,828.6136,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
10737,788.5821,PC,Glycerophosphocholines,NA
22391,828.5667,PC,Unknown,PC(40:9) [M+H]+
27411,916.6775,PC,Unknown,NA
16181,716.5299,PC,Unknown,NA
18771,786.5385,PC,Unknown,NA
37079,940.8158,PC,Unknown,NA
3282,665.4873,PC,Glycerophosphocholines,NA
3132,1029.7217,PC,Neutral glycosphingolipids,NA
8420,604.4346,PC,Glycerophosphocholines,NA
5596,738.5091,PC,Glycerophosphocholines,NA
23561,770.6524,PC,Unknown,NA
15410,858.6222,PC,Unknown,PC(O-39:4;O3) [M+H]+
1314,556.3424,PC,Glycerophosphocholines,NA
12308,776.5225,PC,Glycerophosphocholines,NA
16463,852.6132,PC,Glycerophosphocholines,NA
9657,714.5076,PC,Glycerophosphocholines,NA
22750,776.5765,PC,Glycerophosphocholines,NA
18328,760.6331,PC,Phosphosphingolipids,NA
30311,996.7431,PC,Glycerophosphocholines,NA
23082,786.5974,PC,Unknown,PC(36:2) [M+H]+
27856,746.6069,PC,Glycerophosphocholines,PC(O-34:1) [M+H]+
10185,796.5498,PC,Glycerophosphocholines,NA
29155,932.7115,PC,Unknown,NA
20467,770.5712,PC,Unknown,NA
11862,578.4553,PC,Glycerophosphocholines,NA
25917,760.6188,PC,Unknown,PC(O-35:1) [M+H]+
13537,752.5232,PC,Phosphosphingolipids,PC(34:5) [M+H]+
20493,1437.1115,PC,Unknown,NA
23133,706.5739,PC,Unknown,PC(O-31:0) [M+H]+
15395,750.5444,PC,Glycerophosphocholines,NA
24097,520.8881,PC,Unknown,NA
16266,675.5443,PC,Phosphosphingolipids,NA
5494,792.5401,PC,Oxidized glycerophospholipids,NA
16169,830.5687,PC,Glycerophosphocholines,PC(40:8) [M+H]+
13141,760.5284,PC,Glycerophosphocholines,NA
20429,818.5654,PC,Glycerophosphocholines,NA
19142,826.596,PC,Glycerophosphocholines,PC(O-38:5;O2) [M+H]+
14936,870.6016,PC,Glycerophosphocholines,NA
6682,748.5145,PC,Oxidized glycerophospholipids,NA
8476,708.4813,PC,Oxidized glycerophospholipids,PC(O-32:6) [M+H]+
22724,413.8009,PC,Unknown,NA
34096,858.7342,PC,Glycerophosphocholines,PC(O-42:1) [M+H]+
7335,876.5779,PC,Unknown,NA
12165,802.59760000000006,PC,Glycerophosphocholines,PC(O-38:1) [M+H]+
22387,826.5957,PC,Glycerophosphocholines,PC(O-38:5;O2) [M+H]+
33064,854.7082,PC,Unknown,PC(O-42:3) [M+H]+
6833,560.4083,PC,Glycerophosphocholines,NA
17519,840.5767,PC,Oxidized glycerophospholipids,NA
11806,796.5493,PC,Glycerophosphocholines,NA
11649,838.5579,PC,Oxidized glycerophospholipids,PC(38:6;O2) [M+H]+
11756,590.4541,PC,Glycerophosphocholines,NA
20478,1412.109,PC,RiPPs-Thiopeptides,NA
10170,788.5084,PC,Oxidized glycerophospholipids,NA
23880,790.5938,PC,Glycerophosphocholines,PC(O-38:7) [M+H]+
11896,864.636,PC,Oxidized glycerophospholipids,PC(42:5) [M+H]+
3115,522.356,PC,Lyso-PC(acyl),Lyso-PC(18:1) [M+H]+
24499,762.5966,PC,Unknown,NA
1754,1139.7041,PC,Unknown,NA
8938,784.5529,PC,Unknown,NA
12269,774.5677,PC,Glycerophosphocholines,PC(O-34:2;O) [M+H]+
29206,918.6915,PC,Unknown,NA
30487,842.6644,PC,Glycerophosphocholines,PC(40:2) [M+H]+
19140,844.4711,PC,Oxidized glycerophospholipids,NA
16444,427.8175,PC,Unknown,NA
7212,536.4074,PC,Glycerophosphocholines,NA
3459,538.3876,PC,Lyso-PC(acyl),Lyso-PC(19:0) [M+H]+
27308,776.6198,PC,Glycerophosphocholines,NA
20541,838.6341,PC,Glycerophosphocholines,PC(40:4) [M+H]+
7125,788.5457,PC,Oxidized glycerophospholipids,PC(O-38:8) [M+H]+
8569,788.5473,PC,Oxidized glycerophospholipids,PC(O-38:8) [M+H]+
8447,790.5597,PC,Oxidized glycerophospholipids,PC(O-38:7) [M+H]+
26855,916.6781,PC,Glycerophosphocholines,NA
28785,762.6371,PC,Glycerophosphocholines,NA
5119,688.4545,PC,Oxidized glycerophospholipids,NA
18251,688.5263,PC,Unknown,NA
22878,1486.1605,PC,Unknown,NA
20258,858.6012,PC,Glycerophosphocholines,NA
27614,900.6849,PC,Glycerophosphocholines,NA
21575,824.6049,PC,Unknown,PC(39:4) [M+H]+
21007,704.5598,PC,Glycerophosphocholines,PC(O-31:1) [M+H]+
18562,816.5871,PC,Unknown,PC(O-40:9) [M+H]+
16115,822.5616,PC,Glycerophosphocholines,NA
4325,562.3892,PC,Glycerophosphocholines,Lyso-DGCC(22:6) [M+H]+
5593,666.4734,PC,Oxidized glycerophospholipids,NA
32733,842.7014,PC,Glycerophosphocholines,NA
8650,578.4194,PC,Lyso-PC(acyl),Lyso-PC(22:1) [M+H]+
19880,823.5314,PC,Linear peptides,NA
17524,844.6027,PC,Unknown,PC(O-38:4;O3) [M+H]+
2428,1104.5321,PC,Oxidized glycerophospholipids,NA
22897,1479.1524,PC,Unknown,NA
13883,816.5724,PC,Oxidized glycerophospholipids,PC(O-36:4;O3) / PC(36:3;O2) [M+H]+
9135,842.5927,PC,Unknown,PC(O-38:5;O3) [M+H]+
14761,844.5909,PC,Unknown,PC(O-38:4;O3) [M+H]+
28183,920.5573,PC,Unknown,NA
14881,838.573,PC,Unknown,PC(38:6;O2) [M+H]+
5734,778.523,PC,Oxidized glycerophospholipids,PC(36:6) [M+H]+
6858,830.5434,PC,Oxidized MGDG,MGDG(38:9;O) [M+NH4]+
32558,804.6847,PC,Glycerophosphocholines,PC(O-38:0) [M+H]+
17236,752.5605,PC,Glycerophosphocholines,NA
14058,828.5521,PC,Glycerophosphocholines,PC(40:9) [M+H]+
28948,928.712,PC,Glycerophosphocholines,NA
29719,813.6839,PC,Unknown,SM(42:2;O2) [M+H]+
13772,760.5857,PC,Glycerophosphocholines,PC(34:1) [M+H]+
29437,958.73,PC,Glycerophosphocholines,NA
19250,744.5575,PC,Glycerophosphocholines,PC(33:2) [M+H]+
12549,780.4936,PC,Glycerophosphocholines,NA
17934,774.5979,PC,Glycerophosphocholines,PC(35:1) [M+H]+
30814,856.6823,PC,Glycerophosphocholines,NA
14137,844.6058,PC,Unknown,PC(O-38:4;O3) [M+H]+
12048,734.5335,PC,Glycerophosphocholines,NA
19543,858.6028,PC,Glycerophosphocholines,NA
14629,634.4804,PC,Glycerophosphocholines,NA
24728,1464.1725,PC,Unknown,NA
31819,886.7264,PC,Glycerophosphocholines,NA
26809,747.6391,PC,Phosphosphingolipids,SM(37:0;O2) [M+H]+
7889,818.5913,PC,Unknown,PC(O-36:3;O3) [M+H]+
6131,1116.6778,PC,Glycerophosphocholines,NA
17718,830.5703,PC,Glycerophosphocholines,PC(40:8) [M+H]+
20352,824.6085,PC,Unknown,PC(39:4) [M+H]+
25618,814.4248,PC,Unknown,NA
34036,882.7326,PC,Unknown,NA
11908,814.5589,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
29115,878.6963,PC,Glycerophosphocholines,NA
22457,718.5761,PC,Glycerophosphocholines,PC(O-32:1) [M+H]+
19252,836.618,PC,Glycerophosphocholines,PC(O-18:0/22:5) [M+H]+
14599,444.8204,PC,Unknown,NA
13064,852.6164,PC,Unknown,NA
17840,790.6218,PC,Unknown,NA
14795,838.559,PC,Oxidized glycerophospholipids,PC(38:6;O2) [M+H]+
15178,814.5708,PC,Glycerophosphocholines,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
32498,815.6947,PC,Unknown,NA
24515,834.6373,PC,Glycerophosphocholines,NA
8930,690.5073,PC,Unknown,PC(29:1) [M+H]+
5331,652.4538,PC,Oxidized glycerophospholipids,NA
18018,822.5995,PC,Glycerophosphocholines,PC(39:5) [M+H]+
24028,797.5506,PC,Unknown,NA
12473,846.5839,PC,Oxidized glycerophospholipids,NA
8949,409.7817,PC,Unknown,NA
7710,840.5754,PC,Unknown,NA
24914,776.6162,PC,Unknown,NA
21270,854.6277,PC,Glycerophosphocholines,NA
19074,858.5993,PC,Unknown,NA
8927,832.5717,PC,Oxidized glycerophospholipids,PC(40:7) [M+H]+
12323,706.5401,PC,Glycerophosphocholines,PC(30:0) [M+H]+
15033,894.6016,PC,Glycerophosphocholines,NA
24178,846.6373,PC,Unknown,NA
17942,726.5424,PC,Unknown,NA
25525,804.6114,PC,Unknown,NA
7984,820.5673,PC,Oxidized glycerophospholipids,PC(39:6) [M+H]+
23331,846.637,PC,Glycerophosphocholines,NA
5569,686.4381,PC,Oxidized glycerophospholipids,NA
21734,762.5808,PC,Glycerophosphocholines,NA
13215,782.5101,PC,Unknown,NA
2710,510.3548,PC,Lyso-PC(acyl),Lyso-PC(17:0) [M + H]+
20705,801.6076,PC,Unknown,NA
35018,872.7456,PC,Unknown,NA
19556,772.5833,PC,Unknown,NA
19345,798.5625,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
10791,846.6254,PC,Unknown,NA
20189,868.6216,PC,Unknown,NA
25023,854.6281,PC,Glycerophosphocholines,NA
15152,814.56,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
32028,894.6939,PC,Glycerophosphocholines,NA
6344,668.488,PC,Unknown,NA
16737,846.5969,PC,Glycerophosphocholines,NA
18750,872.6196,PC,Glycerophosphocholines,NA
7990,1103.7959,PC,Unknown,NA
22778,826.6326,PC,Glycerophosphocholines,PC(39:3) [M+H]+
21044,825.547,PC,Linear peptides,NA
29468,787.6696,PC,Phosphosphingolipids,NA
6210,1003.783,PC,Unknown,NA
13315,618.4854,PC,Glycerophosphocholines,NA
9795,858.5867,PC,Oxidized glycerophospholipids,NA
8768,538.4243,PC,Lyso-PC(alkyl),Lyso-PC(O-20:0) [M+H]+
3771,524.3722,PC,Lyso-PC(acyl),Lyso-PC(18:0) [M+H]+
19859,1411.1023,PC,Unknown,NA
21284,800.58,PC,Glycerophosphocholines,PC(O-36:4;O2) [M+H]+
10919,782.5711,PC,Glycerophosphocholines,PC(36:4) / PC(O-36:5;O) [M+H]+
26497,818.625,PC,Unknown,NA
12909,736.5288,PC,Glycerophosphocholines,PC(O-34:6) [M+H]+
31629,878.7002,PC,Glycerophosphocholines,NA
20245,874.6318,PC,Unknown,NA
19028,718.5393,PC,Glycerophosphocholines,NA
25466,762.6021,PC,Unknown,NA
5687,654.4716,PC,Unknown,NA
33106,868.7207,PC,Phosphosphingolipids,NA
20406,703.576,PC,Phosphosphingolipids,NA
29681,906.6944,PC,Glycerophosphocholines,NA
8574,856.5723,PC,Phosphosphingolipids,PC(20:3:22:6) [M+H]+
10247,788.5828,PC,Glycerophosphocholines,NA
15277,822.5638,PC,Glycerophosphocholines,NA
20236,732.5523,PC,Glycerophosphocholines,PC(32:1) [M+H]+
3078,598.3884,PC,Glycerophosphocholines,NA
7385,830.5512,PC,Oxidized glycerophospholipids,PC(40:8) [M+H]+
26408,854.6729,PC,Unknown,NA
7260,674.4762,PC,Unknown,NA
12226,854.5618,PC,Depsipeptides,PC(20:4:22:6) [M+H]+
12644,814.5581,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
23893,731.6074,PC,Unknown,NA
25172,748.6204,PC,Glycerophosphocholines,PC(O-34:0) [M+H]+
3997,532.3779,PC,Glycerophosphocholines,NA
7036,668.4896,PC,Unknown,NA
