feature_id,pepmass,LipidClass,compound_class,coraldb_compound_name
3190,919.6505,PC,Glycerophosphocholines,NA
26268,800.618,PC,Glycerophosphocholines,PC(37:2) [M+H]+
14402,752.522,PC,Glycerophosphocholines,PC(34:5) [M+H]+
18610,701.5603,PC,Phosphosphingolipids,SM(34:2;O2) [M+H]+
26442,826.6366,PC,Neutral glycosphingolipids,PC(39:3) [M+H]+
28202,828.6508,PC,Glycerophosphocholines,NA
17694,816.5871,PC,Unknown,PC(O-40:9) [M+H]+
29203,866.6637,PC,Unknown,PC(42:4) [M+H]+
29525,852.6864,PC,Glycerophosphocholines,PC(O-42:4) [M+H]+
7109,816.5383,PC,Oxidized glycerophospholipids,NA
23552,822.6007,PC,Glycerophosphocholines,PC(39:5) [M+H]+
22189,822.6027,PC,Unknown,PC(39:5) [M+H]+
9808,804.5771,PC,Oxidized glycerophospholipids,PC(O-35:3;O3) [M+H]+
27126,1018.7264,PC,Glycerophosphocholines,NA
16861,872.6169,PC,Glycerophosphocholines,NA
10881,814.5841,PC,Oxidized DGCC,DGCC(38:7-O) [M+H]+
20246,818.6065,PC,Unknown,PC(O-36:3;O3) [M+H]+
11157,798.5667,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
20569,828.6112,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
21133,758.5694,PC,Glycerophosphocholines,PC(34:2) [M+H]+
17885,714.5447,PC,Glycerophosphocholines,PC(O-32:3) [M+H]+
13469,824.5795,PC,Glycerophosphocholines,PC(O-38:6;O2) [M+H]+
27202,816.6408,PC,Unknown,PC(38:1) [M+H]+
24996,772.5864,PC,Unknown,NA
17695,796.591,PC,Unknown,NA
12083,798.5649,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
7123,524.4078,PC,Lyso-PC(alkyl),Lyso-PC(O-19:0) [M+H]+
25366,896.5034,PC,Unknown,NA
22472,794.6035,PC,Glycerophosphocholines,PC(O-18:1/20:4) [M+H]+
18191,766.5468,PC,Unknown,NA
15651,840.6149,PC,Glycerophosphocholines,NA
13479,808.5858,PC,Glycerophosphocholines,PC(38:5) [M+H]+
17749,730.5385,PC,Unknown,PC(32:2) [M+H]+
22694,822.6023,PC,Unknown,PC(39:5) [M+H]+
21752,741.5914,PC,Phosphosphingolipids,SM(37:3;O2) [M+H]+
17133,830.5668,PC,Unknown,PC(40:8) [M+H]+
12461,826.5379,PC,Glycerophosphocholines,PC(40:10) [M+H]+
7076,522.3931,PC,Lyso-PC(alkyl),Lyso-PC(O-19:1) [M+H]+
2793,548.3716,PC,Lyso-PC(acyl),Lyso-PC(20:2) [M+H]+
24100,768.5933,PC,Glycerophosphocholines,PC(O-16:0/20:4) [M+H]+
11266,606.4501,PC,Glycerophosphocholines,NA
23200,846.5022,PC,Glycerophosphocholines,NA
3996,481.2931,PC,Unknown,NA
11569,800.5826,PC,Glycerophosphocholines,PC(O-36:4;O2) [M+H]+
31497,842.7006,PC,Glycerophosphocholines,NA
16794,704.5233,PC,Glycerophosphocholines,PC(30:1) [M+H]+
28614,892.6777,PC,Unknown,NA
20654,770.5714,PC,Glycerophosphocholines,NA
21175,790.5734,PC,Unknown,PC(O-38:7) [M+H]+
29314,996.7408,PC,Glycerophosphocholines,NA
15393,828.61,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
17065,785.5897,PC,Glycerophosphocholines,NA
24030,776.6161,PC,Unknown,NA
12422,816.5985,PC,Oxidized DGCC,DGCC(38:8-O) [M+H]+
26555,992.7103,PC,Glycerophosphocholines,NA
14635,778.5383,PC,Glycerophosphocholines,PC(36:6) [M+H]+
1871,508.3398,PC,Lyso-PC(acyl),Lyso-PC(17:1) [M+H]+
14949,881.5778,PC,Glycerophosphocholines,NA
3748,574.3878,PC,Glycerophosphocholines,NA
4749,650.4369,PC,Oxidized glycerophospholipids,NA
7402,636.461,PC,Glycerophosphocholines,NA
26667,890.6656,PC,Unknown,NA
11487,784.5281,PC,Glycerophosphocholines,NA
23793,774.5999,PC,Unknown,PC(35:1) [M+H]+
21932,758.5693,PC,Unknown,PC(34:2) [M+H]+
17403,806.5691,PC,Unknown,PC(16:0/22:6) [M+H]+
13484,798.5653,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
22075,824.6173,PC,Unknown,PC(39:4) [M+H]+
18048,774.5346,PC,Unknown,NA
11661,782.5709,PC,Glycerophosphocholines,PC(36:4) / PC(O-36:5;O) [M+H]+
28077,852.65,PC,Glycerophosphocholines,NA
25842,802.6358,PC,Glycerophosphocholines,NA
15531,812.6166,PC,Glycerophosphocholines,PC(38:3) / PC(38:4;O) [M+H]+
25186,850.6341,PC,Unknown,NA
18545,1435.062,PC,Unknown,NA
22074,758.5105,PC,Depsipeptides,NA
25759,848.65,PC,Unknown,PC(O-42:6) [M+H]+
18148,826.5965,PC,Glycerophosphocholines,PC(O-38:5;O2) [M+H]+
13542,802.5944,PC,Glycerophosphocholines,PC(O-38:1) [M+H]+
12162,782.5724,PC,Glycerophosphocholines,PC(36:4) / PC(O-36:5;O) [M+H]+
7369,678.4708,PC,Oxidized glycerophospholipids,NA
28891,776.6521,PC,Unknown,PC(O-36:0) [M+H]+
14861,762.5446,PC,Glycerophosphocholines,NA
11079,564.4391,PC,Glycerophosphocholines,NA
29309,760.6232,PC,Glycerophosphocholines,PC(O-35:1) [M+H]+
19560,828.6162,PC,Unknown,PC(O-38:4;O2) [M+H]+
4497,762.492,PC,Unknown,NA
20877,1454.0576,PC,Unknown,NA
2823,572.1886,PC,Unknown,NA
23833,840.61,PC,Glycerophosphocholines,NA
12716,824.581,PC,Glycerophosphocholines,PC(O-38:6;O2) [M+H]+
19296,1383.0694,PC,Unknown,NA
16239,699.5473,PC,Unknown,NA
28282,1020.7429,PC,Glycerophosphocholines,NA
21447,808.5857,PC,Glycerophosphocholines,PC(38:5) [M+H]+
18796,812.6183,PC,Glycerophosphocholines,PC(38:3) / PC(38:4;O) [M+H]+
17233,808.5833,PC,Unknown,PC(38:5) [M+H]+
25835,1492.2015,PC,Unknown,NA
25791,888.6467,PC,Glycerophosphocholines,NA
24197,886.634,PC,Glycerophosphocholines,NA
17003,738.5437,PC,Glycerophosphocholines,PC(O-34:5) [M+H]+
16780,786.5997,PC,Unknown,PC(36:2) [M+H]+
23694,706.5729,PC,Glycerophosphocholines,PC(O-31:0) [M+H]+
13921,840.6161,PC,Unknown,NA
15459,804.5543,PC,Unknown,PC(38:7) [M+H]+
23201,848.4966,PC,Unknown,NA
13354,802.5399,PC,Glycerophosphocholines,PC(38:8) [M+H]+
6605,522.3923,PC,Lyso-PC(alkyl),Lyso-PC(O-19:1) [M+H]+
1945,546.3566,PC,Lyso-PC(acyl),Lyso-PC(20:3) [M+H]+
12046,818.5909,PC,Unknown,PC(O-36:3;O3) [M+H]+
5762,538.3873,PC,Lyso-PC(acyl),Lyso-PC(19:0) [M+H]+
32325,932.7466,PC,Unknown,NA
13923,810.6019,PC,Glycerophosphocholines,PC(38:4) / PC(38:5;O) [M+H]+
8110,708.5187,PC,Depsipeptides,NA
32425,908.2604,PC,NA,NA
19804,800.5378,PC,Oxidized glycerophospholipids,NA
4476,550.3858,PC,Glycerophosphocholines,Lyso-PC(20:1) [M+H]+
26723,734.6063,PC,Glycerophosphocholines,NA
22941,738.5771,PC,Unknown,NA
25605,407.8196,PC,Unknown,NA
9652,692.5239,PC,Unknown,PC(29:0) [M+H]+
18497,1436.066,PC,Unknown,NA
17212,826.598,PC,Glycerophosphocholines,PC(O-38:5;O2) [M+H]+
23037,876.6449,PC,Glycerophosphocholines,NA
24025,826.6339,PC,Glycerophosphocholines,PC(39:3) [M+H]+
16648,764.5771,PC,Unknown,PC(O-36:6) [M+H]+
16787,806.5707,PC,Glycerophosphocholines,PC(16:0/22:6) [M+H]+
12553,798.5643,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
2784,508.34,PC,Lyso-PC(acyl),Lyso-PC(17:1) [M+H]+
19742,778.5758,PC,Unknown,NA
18051,813.6201,PC,Unknown,NA
17067,824.607,PC,DGCC,DGCC(18:2/22:6) [M+H]+
8843,804.5392,PC,Oxidized glycerophospholipids,PC(38:7) [M+H]+
3292,596.3917,PC,Oxidized glycerophospholipids,NA
27578,864.6452,PC,Glycerophosphocholines,PC(42:5) [M+H]+
25352,821.6549,PC,Phosphosphingolipids,NA
24352,822.6311,PC,Glycerophosphocholines,PC(O-18:0/22:5) [M+H]+
26438,836.6532,PC,Unknown,PC(O-41:5) [M+H]+
10179,846.5854,PC,Oxidized glycerophospholipids,NA
21162,824.6208,PC,Neutral glycosphingolipids,PC(39:4) [M+H]+
23578,866.6325,PC,Neutral glycosphingolipids,NA
16424,810.6035,PC,Glycerophosphocholines,PC(38:4) / PC(38:5;O) [M+H]+
16524,1476.0785,PC,Unknown,NA
22716,756.5923,PC,Glycerophosphocholines,NA
26177,966.693,PC,Glycerophosphocholines,NA
23178,806.6075,PC,Unknown,PC(O-39:6) [M+H]+
18686,810.601,PC,Unknown,PC(38:4) / PC(38:5;O) [M+H]+
6802,890.5887,PC,Unknown,NA
20474,744.5589,PC,Unknown,PC(33:2) [M+H]+
14726,608.4653,PC,Lyso-PC(acyl),Lyso-PC(24:0) [M+H]+
18759,796.5857,PC,Glycerophosphocholines,NA
20014,706.5397,PC,Glycerophosphocholines,PC(30:0) [M+H]+
2545,526.3501,PC,Glycerophosphocholines,NA
18020,752.5594,PC,Unknown,NA
17077,854.6276,PC,Unknown,NA
17477,774.5389,PC,Glycerophosphocholines,NA
29845,880.678,PC,Unknown,NA
14518,736.5266,PC,Glycerophosphocholines,NA
26278,812.6191,PC,Unknown,PC(38:3) / PC(38:4;O) [M+H]+
5264,620.2582,PC,Unknown,NA
8268,760.553,PC,Unknown,NA
14354,798.5662,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
24690,760.5871,PC,Unknown,PC(34:1) [M+H]+
18919,780.5525,PC,Unknown,PC(36:5) [M+H]+
21677,822.6028,PC,Glycerophosphocholines,PC(39:5) [M+H]+
15051,824.5818,PC,Glycerophosphocholines,PC(O-38:6;O2) [M+H]+
18947,664.5276,PC,Glycerophosphocholines,PC(O-28:0) [M+H]+
23527,758.5674,PC,Glycerophosphocholines,PC(34:2) [M+H]+
13898,812.5589,PC,Unknown,NA
21363,900.6484,PC,Unknown,NA
8831,694.5029,PC,Depsipeptides,NA
25828,1493.2027,PC,Unknown,NA
24920,838.6305,PC,Unknown,PC(40:4) [M+H]+
16240,828.6122,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
11008,822.5651,PC,Glycerophosphocholines,NA
3640,494.3605,PC,Lyso-PC(alkyl),Lyso-PC(O-17:1) [M+H]+
10999,734.5346,PC,Unknown,NA
11294,800.527,PC,Oxidized glycerophospholipids,NA
1791,482.3259,PC,Lyso-PC(acyl),Lyso-PC(15:0) [M+H]+
18044,810.5617,PC,Glycerophosphocholines,NA
8706,814.562,PC,Unknown,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
18000,810.6019,PC,Glycerophosphocholines,PC(38:4) / PC(38:5;O) [M+H]+
5387,680.4864,PC,Unknown,NA
30315,946.7261,PC,Glycerophosphocholines,NA
9607,706.4812,PC,Glycerophosphocholines,NA
1058,570.3206,PC,Oxidized Lyso-PC(acyl),Lyso-PC(21:6;O) [M+H]+
10202,736.512,PC,Unknown,PC(O-34:6) [M+H]+
607,516.3072,PC,Lyso-PC(acyl),Lyso-PC(18:4) [M+H]+
6918,790.5238,PC,Unknown,NA
2949,510.3561,PC,Lyso-PC(acyl),Lyso-PC(17:0) [M + H]+
9451,564.4391,PC,Glycerophosphocholines,NA
16227,764.5582,PC,Glycerophosphocholines,PC(O-36:6) [M+H]+
20116,756.5543,PC,Glycerophosphocholines,PC(34:3) [M+H]+
19242,828.6095,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
28090,878.663,PC,Glycerophosphocholines,NA
22590,427.8173,PC,Unknown,NA
29172,790.6322,PC,Glycerophosphocholines,PC(36:0) [M+H]+
6751,650.4779,PC,Glycerophosphocholines,NA
13566,736.5281,PC,Glycerophosphocholines,PC(O-34:6) [M+H]+
22732,730.5739,PC,Unknown,PC(O-33:2) [M+H]+
21452,774.6016,PC,Unknown,PC(35:1) [M+H]+
21371,704.5598,PC,Glycerophosphocholines,PC(O-31:1) [M+H]+
25750,814.6296,PC,Glycerophosphocholines,PC(38:2) [M+H]+
16255,896.6184,PC,Unknown,NA
17244,748.5862,PC,Unknown,NA
24148,824.6159,PC,Glycerophosphocholines,PC(39:4) [M+H]+
16190,798.5633,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
9660,832.5716,PC,Oxidized glycerophospholipids,PC(40:7) [M+H]+
26965,876.6491,PC,Glycerophosphocholines,NA
24988,746.6053,PC,Glycerophosphocholines,PC(O-34:1) [M+H]+
13632,868.5863,PC,Glycerophosphocholines,NA
23231,826.6361,PC,Glycerophosphocholines,PC(39:3) [M+H]+
19711,720.552,PC,Glycerophosphocholines,NA
23708,862.6329,PC,Glycerophosphocholines,PC(42:6) [M+H]+
2227,570.3576,PC,Lyso-PC(acyl),Lyso-PC(22:5) [M+H]+
19682,790.5739,PC,Unknown,PC(O-38:7) [M+H]+
27974,813.658,PC,Unknown,NA
11207,824.58,PC,Glycerophosphocholines,PC(O-38:6;O2) [M+H]+
20854,813.6195,PC,Lipopeptides,NA
21244,732.5545,PC,Unknown,PC(32:1) [M+H]+
29422,818.6641,PC,Unknown,NA
24531,746.5686,PC,Unknown,PC(33:1) [M+H]+
12725,860.601,PC,Oxidized glycerophospholipids,NA
16206,880.5855,PC,Glycerophosphocholines,NA
15792,801.592,PC,Phosphosphingolipids,NA
18981,832.5844,PC,Unknown,PC(40:7) [M+H]+
22894,762.6005,PC,Unknown,NA
21847,730.5766,PC,Unknown,PC(O-33:2) [M+H]+
10927,800.5825,PC,Glycerophosphocholines,PC(O-36:4;O2) [M+H]+
8604,680.4664,PC,Unknown,NA
21755,392.7961,PC,Unknown,NA
22402,720.5521,PC,Glycerophosphocholines,NA
7416,818.5529,PC,Oxidized glycerophospholipids,NA
20534,780.5874,PC,Glycerophosphocholines,PC(O-37:5) [M+H]+
21651,1484.1434,PC,Unknown,NA
5656,646.4462,PC,Glycerophosphocholines,NA
11168,816.5775,PC,Unknown,PC(O-40:9) [M+H]+
20111,678.5438,PC,Glycerophosphocholines,NA
13680,786.5422,PC,Unknown,NA
22636,860.6163,PC,Glycerophosphocholines,NA
8822,804.5782,PC,Oxidized glycerophospholipids,PC(O-35:3;O3) [M+H]+
18942,816.5863,PC,Unknown,PC(O-40:9) [M+H]+
11360,842.5919,PC,Unknown,PC(O-38:5;O3) [M+H]+
18172,756.5543,PC,Glycerophosphocholines,PC(34:3) [M+H]+
21809,718.5751,PC,Glycerophosphocholines,PC(O-32:1) [M+H]+
12811,828.6138,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
24108,848.6171,PC,Unknown,NA
15892,762.544,PC,Unknown,NA
25986,848.6142,PC,Glycerophosphocholines,NA
10653,816.5767,PC,Oxidized glycerophospholipids,PC(O-36:4;O3) / PC(36:3;O2) [M+H]+
22626,746.5696,PC,Unknown,PC(33:1) [M+H]+
9653,798.5671,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
18023,842.589,PC,Oxidized glycerophospholipids,PC(O-38:5;O3) [M+H]+
5561,552.4032,PC,Lyso-PC(acyl),Lyso-PC(20:0) [M+H]+
4999,734.498,PC,Oxidized glycerophospholipids,PC(O-34:7) [M+H]+
18932,782.5677,PC,Glycerophosphocholines,PC(36:4) / PC(O-36:5;O) [M+H]+
9518,694.5373,PC,Glycerophosphocholines,NA
28933,842.6245,PC,Glycerophosphocholines,NA
20721,748.5866,PC,Glycerophosphocholines,NA
25943,786.6005,PC,Glycerophosphocholines,PC(36:2) [M+H]+
33275,830.6974,PC,Glycerophosphocholines,NA
14110,808.5867,PC,Glycerophosphocholines,PC(38:5) [M+H]+
31934,854.6998,PC,Glycerophosphocholines,PC(O-42:3) [M+H]+
20762,678.5441,PC,Glycerophosphocholines,NA
28539,758.6482,PC,Unknown,NA
16479,814.5742,PC,Unknown,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
18668,746.5694,PC,Glycerophosphocholines,PC(33:1) [M+H]+
30568,830.6656,PC,Unknown,PC(39:1) [M+H]+
21554,754.577,PC,HexCer,HexCer(37:3;O3) [M+H]+
15401,802.5931,PC,Glycerophosphocholines,PC(O-38:1) [M+H]+
19238,690.5417,PC,Glycerophosphocholines,PC(O-30:1) [M+H]+
1769,494.3239,PC,Lyso-PC(acyl),Lyso-PC(16:1) [M+H]+
17580,814.6073,PC,Unknown,NA
21137,844.607,PC,Unknown,PC(O-38:4;O3) [M+H]+
15213,808.5878,PC,Unknown,PC(38:5) [M+H]+
4975,554.3827,PC,Oxidized Lyso-PC(acyl),Lyso-PC(19:0;O) [M+H]+
22243,802.5522,PC,Unknown,PC(38:8) [M+H]+
20461,1423.0938,PC,Unknown,NA
5205,638.4772,PC,Glycerophosphocholines,NA
21543,860.6149,PC,Unknown,NA
27678,748.6211,PC,Glycerophosphocholines,PC(O-34:0) [M+H]+
22691,792.5893,PC,Unknown,PC(O-38:6) [M+H]+
9043,832.5959,PC,Oxidized DGCC,DGCC(16:0/22:6;O2) [M+H]+
22893,785.5486,PC,Unknown,NA
19864,690.5425,PC,Glycerophosphocholines,PC(O-30:1) [M+H]+
3573,496.3761,PC,Lyso-PC(alkyl),Lyso-PC(O-17:0) [M+H]+
22313,774.6018,PC,Glycerophosphocholines,PC(35:1) [M+H]+
17141,852.612,PC,Glycerophosphocholines,NA
10739,682.4813,PC,Glycerophosphocholines,PC(O-30:5) [M+H]+
16017,754.5384,PC,Glycerophosphocholines,PC(34:4) [M+H]+
13839,824.5604,PC,Glycerophosphocholines,NA
30445,948.5915,PC,Oxidized glycerophospholipids,NA
20987,818.6054,PC,Unknown,PC(O-36:3;O3) [M+H]+
21030,1453.1094,PC,Unknown,NA
16583,708.531,PC,Unknown,NA
17710,866.6062,PC,Unknown,NA
5619,522.3916,PC,Lyso-PC(alkyl),Lyso-PC(O-19:1) [M+H]+
13467,860.6008,PC,Oxidized glycerophospholipids,NA
12928,808.5876,PC,Glycerophosphocholines,PC(38:5) [M+H]+
18849,788.5554,PC,Glycerophosphocholines,NA
27441,834.6281,PC,Unknown,NA
18699,692.5229,PC,Unknown,PC(29:0) [M+H]+
27007,790.6302,PC,Glycerophosphocholines,PC(36:0) [M+H]+
18100,692.5242,PC,Glycerophosphocholines,PC(29:0) [M+H]+
10046,682.4826,PC,Glycerophosphocholines,PC(O-30:5) [M+H]+
21978,844.607,PC,Unknown,PC(O-38:4;O3) [M+H]+
13917,710.5125,PC,Glycerophosphocholines,PC(O-32:5) [M+H]+
22163,716.5588,PC,Unknown,PC(O-32:2) [M+H]+
20332,742.5752,PC,Glycerophosphocholines,PC(O-34:3) [M+H]+
28568,876.6829,PC,Glycerophosphocholines,PC(O-44:6) [M+H]+
16263,826.5796,PC,Oxidized glycerophospholipids,PC(O-38:5;O2) [M+H]+
9389,816.5772,PC,Oxidized glycerophospholipids,PC(O-40:9) [M+H]+
12019,856.6083,PC,Unknown,NA
15838,788.5598,PC,Unknown,PC(O-38:8) [M+H]+
18366,730.5387,PC,Glycerophosphocholines,PC(32:2) [M+H]+
13748,828.6114,PC,Unknown,PC(O-38:4;O2) [M+H]+
27252,878.5461,PC,Depsipeptides,NA
29958,904.7168,PC,Glycerophosphocholines,NA
13162,830.5888,PC,Unknown,PC(O-37:4;O3) [M+H]+
18153,814.6288,PC,Glycerophosphocholines,PC(38:2) [M+H]+
15230,812.5811,PC,Unknown,PC(O-37:5;O) [M+H]+
18860,766.5742,PC,Glycerophosphocholines,PC(O-36:5) [M+H]+
14952,798.5878,PC,DGCC,DGCC(38:7) [M+H]+
2496,508.3391,PC,Glycerophosphocholines,NA
4956,824.5444,PC,Oxidized glycerophospholipids,NA
22026,748.5862,PC,Unknown,NA
23448,784.5867,PC,Unknown,PC(36:3) / PC(O-36:4;O) [M+H]+
3166,516.3225,PC,Glycerophosphocholines,NA
10808,708.4961,PC,Glycerophosphocholines,PC(O-32:6) [M+H]+
12726,802.5962,PC,Glycerophosphocholines,PC(O-38:1) [M+H]+
14791,814.5819,PC,Oxidized DGCC,DGCC(38:7-O) [M+H]+
16000,870.6029,PC,Glycerophosphocholines,NA
15424,830.5697,PC,Unknown,PC(40:8) [M+H]+
3600,536.3763,PC,Lyso-PC(acyl),Lyso-PC(19:1) [M+H]+
6496,680.4871,PC,Unknown,NA
14364,786.5968,PC,Unknown,PC(36:2) [M+H]+
1488,584.372,PC,Glycerophosphocholines,NA
17944,854.6283,PC,Glycerophosphocholines,NA
21041,740.5617,PC,Glycerophosphocholines,PC(O-34:4) [M+H]+
5616,647.4595,PC,Unknown,NA
16624,790.5747,PC,Glycerophosphocholines,PC(O-38:7) [M+H]+
18897,898.6285,PC,Unknown,NA
31816,870.6977,PC,Unknown,NA
3854,624.4231,PC,Oxidized glycerophospholipids,PC(23:0;O) [M+H]+
17382,842.5884,PC,Oxidized glycerophospholipids,PC(O-38:5;O3) [M+H]+
20843,760.581,PC,Glycerophosphocholines,PC(34:1) [M+H]+
15495,852.6131,PC,Glycerophosphocholines,NA
8602,772.5123,PC,Oxidized glycerophospholipids,NA
23643,819.637,PC,Unknown,NA
16124,826.5964,PC,Glycerophosphocholines,PC(O-38:5;O2) [M+H]+
22686,758.5723,PC,Glycerophosphocholines,PC(34:2) [M+H]+
11921,828.6133,PC,Glycerophosphocholines,PC(O-38:4;O2) [M+H]+
30071,800.6562,PC,Glycerophosphocholines,PC(O-38:2) [M+H]+
18110,830.6237,PC,Glycerophosphocholines,NA
17368,804.5524,PC,Glycerophosphocholines,PC(38:7) [M+H]+
34627,960.7783,PC,Glycerophosphocholines,NA
7967,788.545,PC,Oxidized glycerophospholipids,PC(O-38:8) [M+H]+
5913,820.5209,PC,Unknown,NA
22220,714.5422,PC,Glycerophosphocholines,PC(O-32:3) [M+H]+
18895,772.5848,PC,Unknown,NA
30507,762.641,PC,Unknown,NA
28935,862.6726,PC,Glycerophosphocholines,NA
23211,828.5551,PC,Glycerophosphocholines,NA
15064,712.5266,PC,Glycerophosphocholines,PC(O-32:4) [M+H]+
21432,770.5704,PC,Glycerophosphocholines,NA
13184,726.5079,PC,Glycerophosphocholines,PC(32:4) / PC(O-32:5;O) [M+H]+
11418,846.5829,PC,Oxidized glycerophospholipids,NA
3148,975.7057,PC,Unknown,NA
21787,838.6321,PC,Glycerophosphocholines,PC(40:4) [M+H]+
11839,822.5662,PC,Glycerophosphocholines,NA
6701,712.514,PC,Unknown,PC(O-32:4) [M+H]+
26451,874.6702,PC,Glycerophosphocholines,PC(O-44:7) [M+H]+
2649,506.3607,PC,Lyso-PC(alkyl),Lyso-PC(O-18:2) [M+H]+
17358,726.5469,PC,HexCer,HexCer(35:3;O3) [M+H]+
11831,826.5967,PC,Glycerophosphocholines,PC(O-38:5;O2) [M+H]+
29744,802.6645,PC,Glycerophosphocholines,PC(O-36:3;O2) [M+H]+
29735,864.6869,PC,Glycerophosphocholines,NA
12545,826.5977,PC,Glycerophosphocholines,PC(O-38:5;O2) [M+H]+
6845,678.4498,PC,Glycerophosphocholines,NA
18975,778.5756,PC,Unknown,NA
12943,594.45,PC,Lyso-PC(acyl),Lyso-PC(23:0) [M+H]+
14190,846.6193,PC,Unknown,NA
12764,786.5461,PC,Unknown,PC(O-35:4;O2) [M+H]+
8366,776.5457,PC,Depsipeptides,NA
17331,784.5459,PC,Unknown,NA
31826,828.6862,PC,Unknown,PC(O-40:2) [M+H]+
29688,851.7054,PC,Unknown,SM(45:4;O2) [M+H]+
9144,818.5924,PC,Unknown,PC(O-36:3;O3) [M+H]+
23040,756.5928,PC,Glycerophosphocholines,NA
17336,754.538,PC,Glycerophosphocholines,PC(34:4) [M+H]+
10481,580.4342,PC,Lyso-PC(acyl),Lyso-PC(22:0) [M+H]+
29434,876.6827,PC,Unknown,PC(O-44:6) [M+H]+
14458,870.603,PC,Glycerophosphocholines,NA
28074,918.6953,PC,Glycerophosphocholines,NA
18124,720.556,PC,Glycerophosphocholines,NA
27581,874.6673,PC,Unknown,PC(O-44:7) [M+H]+
26647,922.5173,PC,Unknown,NA
5565,664.4553,PC,Oxidized glycerophospholipids,NA
17314,788.5583,PC,Glycerophosphocholines,PC(O-38:8) [M+H]+
5577,676.4323,PC,Unknown,NA
19356,778.5745,PC,Unknown,NA
22607,812.6166,PC,Unknown,PC(38:3) / PC(38:4;O) [M+H]+
18247,832.5836,PC,Unknown,PC(40:7) [M+H]+
10789,814.5974,PC,Glycerophosphocholines,DGCC(38:7-O) [M+H]+
20104,756.615,PC,Unknown,NA
21686,972.6882,PC,Unknown,NA
29756,920.7081,PC,Glycerophosphocholines,NA
20881,810.5979,PC,Unknown,PC(38:4) / PC(38:5;O) [M+H]+
21573,834.6014,PC,Glycerophosphocholines,PC(40:6) [M+H]+
2840,452.35,PC,Glycerophosphocholines,NA
3595,566.381,PC,Oxidized Lyso-PC(acyl),Lyso-PC(20:1;O) [M+H]+
13199,392.7969,PC,Unknown,NA
28437,798.5972,PC,Glycerophosphocholines,PC(37:3) [M+H]+
26432,804.648,PC,Unknown,NA
2337,596.374,PC,Glycerophosphocholines,NA
22487,834.6005,PC,Glycerophosphocholines,PC(40:6) [M+H]+
32145,906.7324,PC,Glycerophosphocholines,NA
20578,690.5424,PC,Glycerophosphocholines,PC(O-30:1) [M+H]+
22958,1453.1429,PC,Unknown,NA
24823,764.6164,PC,Glycerophosphocholines,NA
27102,1044.7426,PC,Unknown,NA
23934,796.6182,PC,Glycerophosphocholines,PC(O-18:0/20:4) [M+H]+
15922,762.601,PC,Glycerophosphocholines,NA
10802,818.595,PC,Unknown,PC(O-36:3;O3) [M+H]+
14746,664.4927,PC,Glycerophosphocholines,NA
29586,928.6755,PC,Glycerophosphoethanolamines,NA
10188,790.5609,PC,Oxidized glycerophospholipids,PC(O-38:7) [M+H]+
2107,959.6827,PC,Unknown,NA
20029,812.5547,PC,Glycerophosphocholines,NA
17909,780.5529,PC,Unknown,PC(36:5) [M+H]+
24324,802.632,PC,Unknown,NA
35362,910.7602,PC,Unknown,NA
21290,392.7963,PC,Unknown,NA
30108,814.6699,PC,Glycerophosphocholines,NA
13697,844.6071,PC,Unknown,PC(O-38:4;O3) [M+H]+
23842,730.5736,PC,Glycerophosphocholines,PC(O-33:2) [M+H]+
31396,804.6836,PC,Unknown,PC(O-38:0) [M+H]+
20555,834.6016,PC,Glycerophosphocholines,PC(40:6) [M+H]+
20390,722.5699,PC,Glycerophosphocholines,NA
9444,818.553,PC,Oxidized glycerophospholipids,NA
18101,834.5985,PC,Glycerophosphocholines,PC(40:6) [M+H]+
16021,852.6143,PC,Glycerophosphocholines,NA
11522,822.5639,PC,Glycerophosphocholines,NA
6552,620.4306,PC,Unknown,NA
1684,438.3345,PC,Glycerophosphocholines,NA
20183,810.6002,PC,Unknown,PC(38:4) / PC(38:5;O) [M+H]+
21192,1425.116,PC,Unknown,NA
16848,792.5543,PC,Unknown,NA
3581,598.395,PC,Phosphosphingolipids,NA
19433,792.5102,PC,Unknown,NA
4937,632.432,PC,Unknown,NA
5267,634.4464,PC,Unknown,NA
19177,764.558,PC,Unknown,PC(O-36:6) [M+H]+
15964,712.5284,PC,Glycerophosphocholines,PC(O-32:4) [M+H]+
23124,782.6064,PC,Glycerophosphocholines,PC(O-37:4) [M+H]+
11746,832.6058,PC,Unknown,PC(O-37:3;O3) [M+H]+
23470,1488.1687,PC,Unknown,NA
