metabolite,feature_id,compound_superclass,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_cosine_score,coraldb_mz_error_ppm,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,exact_mass,database,clusterIndex,refined_origin,compound_class,coraldb_compound_name
x13483_843_5018_6_644,13483,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x21470_732_61496_10_207,21470,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x18462_802_53481_8_668,18462,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x37345_939_68394_15_132,37345,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x32116_834_66085_13_702,32116,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.891195,2.19378,Glycerolipid,Triacylglycerols,Triacylglycerols,834.659,Niarox,104484,Symbiont,Triacylglycerols,TAG(14:0/18:4/18:5) [M+NH4]+
x1057_1249_35652_1_397,1057,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x38251_856_77702_15_491,38251,Monoalkyldiacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.883815,2.35086,Glycerolipid,Monoalkyldiacylglycerols,MADAG,856.77496,Niarox,117200,Host,MADAG,MADAG(O-16:0/16:0/20:5) [M+NH4]+
x14556_894_58479_7_099,14556,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x18908_936_60204_8_884,18908,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x37528_889_66817_15_201,37528,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x14688_849_46059_7_166,14688,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x12273_833_4602_6_131,12273,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x1852_630_19271_1_928,1852,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x13931_638_53599_6_821,13931,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x21182_754_57447_10_022,21182,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(diacyl),PC(O-35:4) [M+H]+
x40851_982_87568_16_684,40851,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x32457_1072_14694_13_781,32457,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x38990_552_60847_15_779,38990,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x41236_880_82891_16_953,41236,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x40138_955_8491_16_323,40138,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x16122_1190_70604_7_722,16122,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x20689_574_48114_9_799,20689,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x14421_707_73833_7_044,14421,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x22727_576_49674_10_883,22727,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x40723_863_74566_16_602,40723,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x36195_738_66123_14_743,36195,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.821284,2.231,Glycerolipid,Triacylglycerols,Triacylglycerols,738.65957,Niarox,110639,Both,Triacylglycerols,TAG(12:0/14:0/16:1) / TAG(12:0/14:1/16:0) / TAG(10:0/16:0/16:1) [M+NH4]+
x13477_933_55493_6_642,13477,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x38748_998_81637_15_676,38748,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.822954,0.916613,Glycerolipid,Triacylglycerols,Triacylglycerols,998.81549,Niarox,114816,Both,Triacylglycerols,TAG(16:0/18:3/28:8) [M+NH4]+
x38347_1024_82989_15_524,38347,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x13274_809_46018_6_565,13274,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x6148_607_2905_3_969,6148,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x20224_674_3735_9_543,20224,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x13857_787_4641_6_783,13857,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x27311_852_64963_12_553,27311,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(diacyl),PC(41:4)
x28136_932_69431_12_756,28136,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x39503_1000_83267_15_996,39503,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.828075,2.01249,Glycerolipid,Triacylglycerols,Triacylglycerols,1000.83067,Niarox,115966,Both,Triacylglycerols,TAG(16:0/18:3/28:7) [M+NH4]+
x6381_911_80057_4_051,6381,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x24286_808_62292_11_696,24286,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Glycerophosphocholines,NA
x41280_891_77769_16_984,41280,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x14720_769_48673_7_132,14720,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x2294_669_31923_2_29,2294,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x39613_893_69949_16_045,39613,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x13486_980_62265_6_626,13486,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x27604_822_63483_12_635,27604,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-40:5) [M+H]+
x38633_949_80211_15_641,38633,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x384_349_19874_1_023,384,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x19989_832_5846_9_409,19989,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x39526_914_85163_16_007,39526,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x36431_1327_87274_14_849,36431,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x28041_869_55756_12_714,28041,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x4843_549_25022_3_589,4843,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x41304_915_85623_16_983,41304,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x12723_539_29318_6_323,12723,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x39837_843_68448_16_149,39837,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x41557_906_85001_17_283,41557,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.872634,6.12475,Glycerolipid,Triacylglycerols,Triacylglycerols,906.84445,Niarox,120034,Both,Triacylglycerols,TAG(16:0/18:1/20:0) / (16:0/18:0/20:1) [M+NH4]+
x33695_891_72404_14_079,33695,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x2079_328_32091_2_111,2079,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x28498_894_55719_12_954,28498,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x17763_697_48876_8_388,17763,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x17969_678_51042_8_486,17969,Diacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.939312,1.70914,Glycerolipid,Diacylglycerols,Diacylglycerols,678.5092,Niarox,71756,Symbiont,Diacylglycerols,DAG(18:4/22:6) / (20:5/20:5) [M+NH4]+
x36918_1153_62106_14_978,36918,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x11375_471_28637_5_756,11375,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x31420_964_73703_13_558,31420,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x24166_862_55693_11_662,24166,Phosphatidylglyceroserines,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.85968,4.24566,Phospholipid,Phosphatidylglyceroserines,PS (diacyl),862.5532,Niarox,89139,Host,PS (diacyl),PS(18:0/22:4) [M+Na]+
x40352_836_77129_16_392,40352,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.73066,1.31294,Glycerolipid,Triacylglycerols,Triacylglycerols,836.77018,Niarox,117577,Both,Triacylglycerols,TAG(15:0/16:0/18:1) / (16:0/16:1/17:0) [M+NH4]+
x12719_523_31873_6_321,12719,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x24759_663_49754_11_847,24759,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x39700_903_81851_16_155,39700,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x1021_551_2617_1_383,1021,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x4073_589_24526_3_343,4073,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x6162_1020_77888_3_959,6162,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x16340_684_34366_7_829,16340,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x2563_512_35616_2_528,2563,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x35037_895_67655_14_397,35037,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x40093_945_73033_16_271,40093,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x19585_1075_63785_9_215,19585,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x2505_690_50628_2_5,2505,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x22302_758_56975_10_608,22302,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,0.91524,2.89658,Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(diacyl),PC(34:2)
x23279_792_59069_11_229,23279,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,0.906046,0.847079,Spectral Match to Docosahexaenoyl PAF C-16 from NIST14,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-38:6) [M+H]+
x28126_851_67266_12_787,28126,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x13019_1253_66418_6_449,13019,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x39913_869_69937_16_182,39913,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x39340_887_82659_15_969,39340,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x36211_712_64567_14_744,36211,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.930044,2.0555,Glycerolipid,Triacylglycerols,Triacylglycerols,712.64421,Niarox,110682,Both,Triacylglycerols,TAG(12:0/14:0/14:0) [M+NH4]+
x40296_980_86177_16_371,40296,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x35610_814_69218_14_553,35610,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.844156,2.39738,Glycerolipid,Triacylglycerols,Triacylglycerols,814.69023,Niarox,109744,Symbiont,Triacylglycerols,TAG(14:0/16:1/18:4) [M+NH4]+
x2628_669_31877_2_581,2628,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x1293_1440_65594_1_563,1293,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x27561_686_57142_12_607,27561,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x40144_931_76753_16_322,40144,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x1083_700_13385_1_397,1083,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x20391_658_53813_9_65,20391,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x20320_790_51962_9_594,20320,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x8995_933_78435_4_879,8995,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x35902_843_72546_14_682,35902,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x26560_768_11524_12_37,26560,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x41233_912_83892_16_95,41233,Monoalkyldiacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.93473,0.401178,Glycerolipid,Monoalkyldiacylglycerols,MADAG,912.838535,KARP,241439,Host,MADAG,MADAG(56:5) [M+NH4]+
x2460_534_29569_2_454,2460,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x16665_764_55968_8_013,16665,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-36:6) [M+H]+
x38804_891_68372_15_708,38804,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x7725_704_4654_4_46,7725,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Glycerophosphocholines,NA
x35712_870_75197_14_635,35712,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x40099_884_8047_16_271,40099,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x17509_764_55938_8_305,17509,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Glycerophosphocholines,NA
x41207_899_74694_16_932,41207,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x1243_621_23521_1_521,1243,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x41555_934_8792_17_282,41555,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x22378_1439_13431_10_644,22378,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x1747_553_2779_1_831,1747,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x35944_1142_22445_14_66,35944,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x21121_792_59038_9_994,21121,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,0.920378,0.462043,Spectral Match to Docosahexaenoyl PAF C-16 from NIST14,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-38:6) [M+H]+
x22308_1147_99259_10_612,22308,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
