Feature,XGBoost_Importance,RandomForest_Importance
x40839_912_83735_16_673,0.0,0.0017290578448442633
x38868_796_73471_15_724,0.0,0.0017240677824262895
x39976_874_78599_16_215,0.0,0.0017117462026897633
x38869_820_73925_15_735,0.0,0.00170975081220891
x35944_1142_22445_14_66,0.0,0.0017058832866825755
x40828_884_80748_16_617,0.0,0.0017015487566233753
x39973_824_76535_16_179,0.0,0.0017000461102951797
x7109_816_53834_4_314,0.0,0.0016943814619970919
x7328_393_29826_4_346,0.0016929797,0.0
x35205_566_58565_14_447,0.0,0.0016905236853065613
x40918_949_76274_16_722,0.0,0.0016865653507504388
x40805_952_8339_16_653,0.0,0.0016824199587944014
x34643_1018_7836_14_29,0.0,0.00167671023777088
x37656_842_72368_15_243,0.0,0.0016712438645931922
x37337_923_70826_15_13,0.0,0.001668994374727576
x37580_606_65484_15_21,0.0,0.0016653525949850828
x39152_924_79895_15_844,0.0,0.0016647762451592254
x25074_866_58998_11_925,0.0,0.0016611845300350662
x40656_871_71516_16_557,0.0,0.0016607678557610261
x39933_851_7874_16_155,0.0,0.0016600230365173287
x37199_796_73571_15_091,0.0,0.0016595474426890047
x38763_1001_83384_15_643,0.0,0.0016562927729489214
x38803_824_77046_15_715,0.0,0.001654720349174985
x38360_891_68295_15_52,0.0,0.0016515741725136976
x39039_903_73381_15_84,0.0,0.0016498350355330046
x31148_1362_37899_13_491,0.0,0.0016478124062407895
x38589_873_77199_15_59,0.0,0.0016472992435984108
x41556_911_80476_17_284,0.0,0.001644968018215646
x36718_482_53_14_918,0.0,0.0016448440330502816
x36625_866_72386_14_846,0.0,0.0016204959599720808
x34297_1054_29794_14_205,0.0,0.0016106928203417413
x38087_949_80269_15_411,0.0,0.0016048266073735366
x33555_522_56221_14_034,0.0,0.0016041992346343624
x38830_794_72361_15_716,0.0,0.0015997201556207763
x35958_693_75987_14_665,0.0,0.0015947237290287277
x38716_897_7292_15_669,0.0,0.0015940847574465137
x41207_899_74694_16_932,0.0,0.001592115839431725
x31576_996_82481_13_595,0.0,0.0015909784182569307
x40209_900_80303_16_321,0.0,0.0015904929779922033
x36613_566_58723_14_848,0.0,0.001590483091170289
x150_277_17971_0_819,0.0,0.001585969566375779
x41188_932_86258_16_913,0.0,0.0015849710957746377
x39491_926_81454_15_997,0.0,0.0015825688508786528
x35578_564_57201_14_549,0.0,0.0015751680442197236
x40129_954_84247_16_305,0.0,0.0015749800235049427
x36859_578_58712_15_023,0.0,0.001572096282633559
x18395_708_49627_8_645,0.0,0.0015706240466383966
x36271_916_73856_14_764,0.0,0.001569389988239368
x37286_944_7687_15_115,0.0,0.0015687829758181517
x38188_823_67848_15_455,0.0,0.001566121961050825
x37954_915_68376_15_362,0.0,0.0015644099309533406
x40654_878_81475_16_557,0.0,0.0015613692481879343
x39165_945_71743_15_827,0.0,0.0015565097049764654
