metabolite,ubiquity_percent,n_samples_present,total_samples,avg_intensity_overall,max_intensity
x22104_458_43535_10_541,1.4084507042253522,8,568,2683.561874295771,524945.6
x22113_680_63368_10_517,1.4084507042253522,8,568,606.7926355633787,161361.64
x22324_549_82706_10_624,1.4084507042253522,8,568,447.4371860915472,114269.164
x22373_1346_12096_10_638,1.4084507042253522,8,568,2033.4852552816997,724992.8
x22471_580_47133_10_7,1.4084507042253522,8,568,1846.790050352116,477341.34
x22715_930_58899_10_888,1.4084507042253522,8,568,560.4864811619752,156196.61
x23374_926_74864_11_271,1.4084507042253522,8,568,832.5419559859066,173238.75
x23391_587_42614_11_297,1.4084507042253522,8,568,822.1716672535239,222626.84
x23524_445_31015_11_384,1.4084507042253522,8,568,1408.3800739436654,274382
x23561_770_65242_11_426,1.4084507042253522,8,568,1874.2828767605524,317369.8
x23630_1011_61479_11_446,1.4084507042253522,8,568,660.0442200704229,102676.055
x2365_741_50354_2_37,1.4084507042253522,8,568,157.5320461267604,22362.092
x24097_520_88812_11_637,1.4084507042253522,8,568,529.1334501760563,136658.16
x2475_554_3473_2_439,1.4084507042253522,8,568,15352.71306161984,5289141.5
x25474_1018_65196_12_048,1.4084507042253522,8,568,1113.9408691901344,185991.44
x2547_712_47959_2_534,1.4084507042253522,8,568,5198.971975352089,1586010.2
x2548_642_47254_2_514,1.4084507042253522,8,568,21180.68331073936,3023631.8
x2586_816_52427_2_574,1.4084507042253522,8,568,44269.97970246449,7059418.5
x26842_798_68051_12_44,1.4084507042253522,8,568,12247.933080985793,5560150.5
x27486_1144_8994_12_596,1.4084507042253522,8,568,825.0089091549326,181277.67
x28596_605_45725_12_866,1.4084507042253522,8,568,951.2842130281638,223836.67
x28622_442_84091_12_926,1.4084507042253522,8,568,597.980731161971,136390.92
x2987_828_49181_2_851,1.4084507042253522,8,568,3258.2730985915473,886346.5
x30803_1115_71821_13_403,1.4084507042253522,8,568,438.756746478873,96292.61
x31179_870_45131_13_495,1.4084507042253522,8,568,574.9878380281668,194344.1
x31422_772_71749_13_518,1.4084507042253522,8,568,515.6856373239447,124774.5
x31756_913_59112_13_611,1.4084507042253522,8,568,492.3780167253488,121836.914
x33411_1276_28053_13_931,1.4084507042253522,8,568,568.0848538732399,144018.83
x34259_1114_76727_14_19,1.4084507042253522,8,568,297.91159454225414,72524.78
x34786_840_74739_14_336,1.4084507042253522,8,568,937.7025580985896,233267.58
x34982_1466_97227_14_383,1.4084507042253522,8,568,184.07289700704285,23070.715
x3545_643_50362_3_131,1.4084507042253522,8,568,1167.9686584507076,370521.25
x35996_708_54411_14_683,1.4084507042253522,8,568,272.9033926056332,47170.105
x3607_678_39923_3_16,1.4084507042253522,8,568,7415.601117957686,2405910.8
x36654_1344_09692_14_93,1.4084507042253522,8,568,271.432867605635,36479.06
x36667_564_403_14_919,1.4084507042253522,8,568,11618.178758802813,3823246
x37423_1388_12628_15_139,1.4084507042253522,8,568,366.4681971830973,51484.535
x37769_763_6403_15_297,1.4084507042253522,8,568,1053.8796954225313,338108.72
x38336_729_7139_15_508,1.4084507042253522,8,568,397.62329718309564,107857.75
x38344_747_7238_15_525,1.4084507042253522,8,568,316.05267957746537,81009.82
x3870_569_30899_3_299,1.4084507042253522,8,568,5919.721079225378,1334322
x3887_1009_69675_3_29,1.4084507042253522,8,568,515.0846029929608,104045.15
x38914_870_82983_15_75,1.4084507042253522,8,568,6710.775283450689,1763314.9
x3896_1037_72771_3_294,1.4084507042253522,8,568,6351.187413732404,921372.4
x40154_785_60929_16_292,1.4084507042253522,8,568,217.7511267605629,28518.426
x40380_879_11427_16_403,1.4084507042253522,8,568,214.12384330985847,28217
x41084_904_63261_16_83,1.4084507042253522,8,568,290.0121355633803,52705.434
x41135_870_15702_16_86,1.4084507042253522,8,568,803.852220774646,140472.08
x6049_583_43813_3_959,1.4084507042253522,8,568,3728.423279929551,703640.4
x6138_705_37802_3_923,1.4084507042253522,8,568,4174.359024647906,690538.94
x6273_1106_76276_3_999,1.4084507042253522,8,568,587.8962552816874,150123.1
x6946_1224_68713_4_241,1.4084507042253522,8,568,559.7866390845066,103285.15
x7650_833_31722_4_426,1.4084507042253522,8,568,267.645341549296,39123.473
x7664_837_34937_4_454,1.4084507042253522,8,568,131.59873978873213,16210.579
x7960_1210_673_4_502,1.4084507042253522,8,568,603.1718477112695,102637.37
x8156_495_45351_4_568,1.4084507042253522,8,568,363.67609859155095,53026.957
x8283_837_35044_4_648,1.4084507042253522,8,568,220.52111267605696,29428.957
x8608_457_31005_4_784,1.4084507042253522,8,568,337.11974700704184,51394.97
x8697_729_26094_4_784,1.4084507042253522,8,568,879.2036702464814,282065.97
x8703_752_33671_4_787,1.4084507042253522,8,568,1383.1554401408418,343560
x8910_1134_59557_4_855,1.4084507042253522,8,568,281.6966602112687,40528.227
x9136_401_28391_4_951,1.4084507042253522,8,568,1772.8380440140988,482512.88
x9828_649_34927_5_166,1.4084507042253522,8,568,681.0930575704195,285568.47
x10327_429_42098_5_379,1.232394366197183,7,568,614.8171677816862,180914.88
x1034_1013_63017_1_373,1.232394366197183,7,568,1114.3682480633834,429534.8
x1044_676_23502_1_386,1.232394366197183,7,568,242.46847658450625,36940.863
x11693_693_38198_5_83,1.232394366197183,7,568,390.71515316901383,128281.43
x12268_509_33812_6_16,1.232394366197183,7,568,2085.254671302804,1012826.5
x12403_577_44458_6_199,1.232394366197183,7,568,222.9843528169022,38435.84
x12415_1250_04226_6_191,1.232394366197183,7,568,735.0068274647859,246239.64
x12772_489_41254_6_3,1.232394366197183,7,568,689.7980035211257,242499.5
x1284_564_25236_1_552,1.232394366197183,7,568,566.4574031690146,99375.875
x12865_1139_73983_6_381,1.232394366197183,7,568,324.16084683098586,53993.793
x13422_1153_87773_6_619,1.232394366197183,7,568,797.0631082746432,300352.5
x13_614_50194_0_606,1.232394366197183,7,568,2494.0226549295744,376788.25
x14012_437_3781_6_824,1.232394366197183,7,568,1069.6026338028232,387693.1
x14248_457_32487_6_969,1.232394366197183,7,568,526.036521126761,129900.53
x14800_759_76906_7_219,1.232394366197183,7,568,793.8582940140858,169236.6
x15533_547_41418_7_499,1.232394366197183,7,568,2888.3112552816783,735803.3
x15984_554_48875_7_612,1.232394366197183,7,568,1118.4484332746565,208548.62
x15994_669_35665_7_651,1.232394366197183,7,568,197.5080890845076,34241.508
x16489_915_79218_7_901,1.232394366197183,7,568,435.7281302816907,91521.55
x16841_1037_91948_8_07,1.232394366197183,7,568,530.5858626760537,108889.73
x17057_1094_77373_8_134,1.232394366197183,7,568,672.3561514084453,106408.11
x17257_1083_71982_8_209,1.232394366197183,7,568,537.7787464788753,119838.86
x17334_530_53072_8_253,1.232394366197183,7,568,2093.228674295751,930322.4
x1739_332_22332_1_792,1.232394366197183,7,568,5371.838282394371,1444172.4
x18388_1031_71158_8_6,1.232394366197183,7,568,278.92166760563407,48432.86
x18467_616_57647_8_664,1.232394366197183,7,568,5561.355978873248,2719864
x18761_580_30356_8_796,1.232394366197183,7,568,717.4738221831032,226057.36
x18874_1027_58974_8_832,1.232394366197183,7,568,515.3577130281664,117620.336
x19576_555_46355_9_23,1.232394366197183,7,568,735.2180211267639,227945.31
x1957_386_37376_1_983,1.232394366197183,7,568,2447.1607117957665,833882.1
x19863_894_44893_9_322,1.232394366197183,7,568,8644.046216549252,1313145
x19930_808_60814_9_374,1.232394366197183,7,568,229.2901211267611,31569.15
x2025_717_4801_2_025,1.232394366197183,7,568,885.8058609154922,188438.03
x20471_449_34089_9_662,1.232394366197183,7,568,754.0316487676031,221090.1
x20559_569_39743_9_741,1.232394366197183,7,568,614.4426632042259,93809.79
x20900_759_53235_9_874,1.232394366197183,7,568,742.4599577464776,230441.64
x21328_930_74191_10_118,1.232394366197183,7,568,2016.3195845070522,626675.25
x21390_807_66703_10_14,1.232394366197183,7,568,1444.300248239446,260476.31
x21438_841_54404_10_161,1.232394366197183,7,568,2515.3947441901287,628330.56
x21439_561_40901_10_183,1.232394366197183,7,568,6356.240485915524,1434576.6
x21456_908_46699_10_178,1.232394366197183,7,568,1462.8962852112645,182411.56
x21496_560_40248_10_206,1.232394366197183,7,568,3533.1422887324234,666424.25
x21676_1109_69567_10_275,1.232394366197183,7,568,976.1081350352156,344144.06
x21703_1053_74779_10_354,1.232394366197183,7,568,2718.249549823943,928076.75
x21735_681_4622_10_333,1.232394366197183,7,568,632.0676214788749,150955.2
x21860_773_62553_10_402,1.232394366197183,7,568,3827.153829225362,498146.56
x22584_603_43891_10_831,1.232394366197183,7,568,1231.8007297535248,193342.2
x2292_491_18395_2_284,1.232394366197183,7,568,1010.0531584507105,220781.72
x23114_1006_73252_11_166,1.232394366197183,7,568,202.91205809859196,64936.887
x231_937_46754_0_855,1.232394366197183,7,568,861.7318626760522,245469.36
x23401_821_50945_11_317,1.232394366197183,7,568,359.31029771126754,81464.84
x2373_660_48466_2_357,1.232394366197183,7,568,3871.883883274663,809961.06
x2377_832_50097_2_399,1.232394366197183,7,568,5963.775636619704,1291472.6
x24086_1488_18803_11_647,1.232394366197183,7,568,2001.125755281698,509369.47
x2433_798_51732_2_471,1.232394366197183,7,568,2485.5160281690305,373119.72
x25518_589_44262_12_053,1.232394366197183,7,568,814.976341549293,103783.734
x2646_512_39294_2_592,1.232394366197183,7,568,840.3370304577504,347040.06
x29016_859_54433_12_989,1.232394366197183,7,568,216.55763380281556,49757.47
x29118_894_65964_13_017,1.232394366197183,7,568,169.9416786971832,29499.623
x2921_468_36788_2_824,1.232394366197183,7,568,428.0319700704217,118849.086
x3179_678_39927_2_952,1.232394366197183,7,568,8257.487623239465,2777088.8
x31947_932_59652_13_644,1.232394366197183,7,568,564.8766742957711,105129.35
x3220_731_376_2_993,1.232394366197183,7,568,5081.702157922518,1002371.1
x33369_1085_70862_13_967,1.232394366197183,7,568,600.3544478873234,130790.06
x34021_547_50995_14_116,1.232394366197183,7,568,246.29991021126844,67864.41
x34718_710_66862_14_28,1.232394366197183,7,568,1064.0760468309934,314197.3
x36392_611_48226_14_807,1.232394366197183,7,568,1422.396286971831,368075.62
x37532_712_63513_15_201,1.232394366197183,7,568,508.8731848591552,86529.44
x39236_860_84263_15_869,1.232394366197183,7,568,775.50018838028,184161.84
x39829_860_84468_16_152,1.232394366197183,7,568,1357.1295880281602,414496.16
x40052_902_89108_16_214,1.232394366197183,7,568,1325.620676056326,302437.25
x41294_928_16831_16_998,1.232394366197183,7,568,182.95227816901343,23699.535
x41384_764_72955_17_085,1.232394366197183,7,568,256.5473350352113,44150.79
x6572_678_38179_4_115,1.232394366197183,7,568,1210.8888503521182,260389.98
x6657_830_64995_4_134,1.232394366197183,7,568,743.9370299295734,170996.8
x6967_406_37937_4_191,1.232394366197183,7,568,1366.438880281697,423575.2
x7045_413_76199_4_282,1.232394366197183,7,568,479.4866672535194,94300.445
x7098_843_71828_4_313,1.232394366197183,7,568,4297.772880281654,726185.3
x8439_317_22678_4_719,1.232394366197183,7,568,8891.268077464802,3665276
x8444_583_43808_4_723,1.232394366197183,7,568,1565.5291558098625,759926.8
x8804_555_51056_4_803,1.232394366197183,7,568,4984.108811619741,897339.7
x9347_333_25712_5_016,1.232394366197183,7,568,2760.961383802817,722000.25
x9368_789_36521_5_027,1.232394366197183,7,568,296.0218473591562,64028.36
x10241_943_50088_5_368,1.056338028169014,6,568,777.0181971830986,246179.89
x1035_684_16421_1_382,1.056338028169014,6,568,238.34404595070458,50600.492
x10629_474_46615_5_47,1.056338028169014,6,568,1572.297466549277,636222.9
x111_977_48885_0_734,1.056338028169014,6,568,816.8732499999967,108979.87
x11634_804_3849_5_88,1.056338028169014,6,568,804.311111443657,178570.6
x11861_759_62536_5_969,1.056338028169014,6,568,1720.1042992957648,355736.56
x11987_1074_71009_6_036,1.056338028169014,6,568,224.91150792253615,45840.01
x12006_414_39427_6_008,1.056338028169014,6,568,685.9422376760523,124833.766
x12018_1052_72872_6_031,1.056338028169014,6,568,324.96584683098894,72962.016
x1206_1087_71209_1_507,1.056338028169014,6,568,848.5420257042232,332411.47
x1217_941_68935_1_505,1.056338028169014,6,568,476.27301584506887,90772.96
x12186_989_84711_6_099,1.056338028169014,6,568,3338.5744753521017,683794.56
x12237_583_5406_6_114,1.056338028169014,6,568,4812.766385563376,993701.75
x12395_452_35157_6_187,1.056338028169014,6,568,803.8975211267654,230848.11
x13641_679_39609_6_708,1.056338028169014,6,568,223.27325352112774,46159.195
x13817_1214_64802_6_774,1.056338028169014,6,568,504.99086021127204,73293.42
x13837_1192_6688_6_771,1.056338028169014,6,568,632.9220968309819,93446.945
x13893_1201_8141_6_806,1.056338028169014,6,568,278.3958433098587,73138.34
x14056_401_3773_6_888,1.056338028169014,6,568,613.6758961267616,142758.56
x14075_759_42498_6_88,1.056338028169014,6,568,412.44484859154943,144966.55
x14903_541_30861_7_248,1.056338028169014,6,568,219.02929225352037,41394.03
x15180_393_33639_7_368,1.056338028169014,6,568,118.89313450704248,15863.979
x15199_1463_05273_7_367,1.056338028169014,6,568,1555.3289524647932,713196.9
x15744_1330_01499_7_558,1.056338028169014,6,568,798.5751417253457,206980.69
x16992_452_45754_8_119,1.056338028169014,6,568,1093.295109154925,321757.6
x17041_753_39832_8_123,1.056338028169014,6,568,876.1942658450778,274120.1
x17097_892_43531_8_159,1.056338028169014,6,568,2041.073609154944,336164
x17674_1090_62418_8_349,1.056338028169014,6,568,998.4636654929631,215030
x17681_1112_60466_8_37,1.056338028169014,6,568,156.18109225352035,42498.625
x17945_1089_95271_8_474,1.056338028169014,6,568,214.42712323943627,53485.355
x18265_1165_67122_8_552,1.056338028169014,6,568,1478.894459507034,497635.44
x18302_487_37959_8_551,1.056338028169014,6,568,1140.6661883802842,365151.28
x18305_756_49244_8_64,1.056338028169014,6,568,1723.9573591549215,187687.95
x18616_687_45966_8_74,1.056338028169014,6,568,1047.5223538732398,171408.72
x18623_779_45565_8_741,1.056338028169014,6,568,1679.032852112683,333565.66
x18639_842_70254_8_775,1.056338028169014,6,568,1346.6858274647836,275841.62
x1890_780_43266_1_98,1.056338028169014,6,568,3641.7167341549525,755206.6
x19302_550_41825_9_079,1.056338028169014,6,568,2515.758246478884,646507.5
x19590_519_42164_9_222,1.056338028169014,6,568,2477.4716267605554,776495.4
x20228_501_39464_9_51,1.056338028169014,6,568,1418.8453538732554,599365.8
x2027_690_46018_2_038,1.056338028169014,6,568,8609.648510563437,1891706.6
x20311_515_4103_9_601,1.056338028169014,6,568,1929.5973609154835,834195.5
x20445_1053_74604_9_707,1.056338028169014,6,568,1510.2822684859223,514759.78
x2055_432_274_2_076,1.056338028169014,6,568,20410.730369718072,5995253.5
x21139_1014_64416_9_998,1.056338028169014,6,568,206.93336126760576,70455.63
x21164_773_6241_10_019,1.056338028169014,6,568,7173.848978873184,1032349
x21274_501_39557_10_085,1.056338028169014,6,568,1126.308630985922,482840.2
x21422_605_39965_10_121,1.056338028169014,6,568,652.4625316901435,181003.1
x22057_807_48675_10_482,1.056338028169014,6,568,2497.9432042253393,478157.22
x22139_515_41054_10_493,1.056338028169014,6,568,5050.706066901452,1480586.5
x2237_467_24118_2_244,1.056338028169014,6,568,21564.817948943706,3462668
x22523_1025_62885_10_787,1.056338028169014,6,568,781.6828838028133,213145.67
x22674_982_86295_10_911,1.056338028169014,6,568,267.9215246478877,67548.97
x22806_848_69331_10_919,1.056338028169014,6,568,4014.72522887322,459787.5
x2281_722_44682_2_254,1.056338028169014,6,568,5978.464463028197,994180.75
x23101_667_49079_11_115,1.056338028169014,6,568,3397.9808146126556,776263.06
x23148_730_40912_11_159,1.056338028169014,6,568,2412.7669647887055,628333.25
x23807_1039_76599_11_555,1.056338028169014,6,568,3415.991369718319,684698.56
x23_363_02615_0_618,1.056338028169014,6,568,1748.4961637324066,430694.7
x24494_1058_69116_11_762,1.056338028169014,6,568,160.8047915492955,47277.074
x2471_766_45413_2_475,1.056338028169014,6,568,1549.9666056337935,479335.53
x24935_1384_20497_11_895,1.056338028169014,6,568,1044.5665510563351,168572.56
x2502_756_5078_2_432,1.056338028169014,6,568,1882.6784559859038,404949.5
x25113_1434_14403_11_973,1.056338028169014,6,568,1386.6773063380292,242452.78
x25416_1159_88476_11_995,1.056338028169014,6,568,510.7940035211299,85131.64
x25844_755_68058_12_168,1.056338028169014,6,568,635.3770510563396,123565.016
x25934_774_43533_12_171,1.056338028169014,6,568,1525.6660193661908,273673.88
x2631_336_30048_2_571,1.056338028169014,6,568,20588.33324295769,5982983
x2643_793_44968_2_565,1.056338028169014,6,568,18242.383691901457,3029568.5
x2674_971_73419_2_662,1.056338028169014,6,568,3389.922044542281,1171112.5
x26866_730_41032_12_41,1.056338028169014,6,568,1479.9115088028334,320813.28
x2795_969_73129_2_7,1.056338028169014,6,568,394.28346654929373,80408.25
x28632_689_45735_12_875,1.056338028169014,6,568,609.7389841549308,101569.64
x29120_1108_68517_13_05,1.056338028169014,6,568,917.2136804577493,437872.75
x2924_590_46531_2_762,1.056338028169014,6,568,889.3376426056329,369270.56
x2941_808_46695_2_842,1.056338028169014,6,568,2973.399769366164,516371.94
x30094_768_46273_13_247,1.056338028169014,6,568,564.4049014084536,140917.39
x30418_977_69948_13_314,1.056338028169014,6,568,1013.1685334507116,204743.28
x30829_613_50004_13_42,1.056338028169014,6,568,967.1778873239376,173553.1
x3100_770_45036_2_927,1.056338028169014,6,568,1470.8535387323948,655786.25
x32307_801_78248_13_757,1.056338028169014,6,568,298.22175704225486,59051.203
x34345_784_75989_14_219,1.056338028169014,6,568,404.0523521126776,107669.34
x35165_817_5357_14_434,1.056338028169014,6,568,170.77994066901363,31990.121
x35469_1144_67966_14_521,1.056338028169014,6,568,318.6965140845057,52954.65
x35582_564_40352_14_597,1.056338028169014,6,568,9662.219203697181,3548777.2
x35985_1384_09432_14_686,1.056338028169014,6,568,324.2221232394365,64186.754
x36002_780_74564_14_693,1.056338028169014,6,568,576.8038538732362,207592.73
x36052_575_54061_14_696,1.056338028169014,6,568,1872.1328644366286,598678.5
x37103_1000_67403_15_053,1.056338028169014,6,568,10986.012658450665,2088706
x37131_1002_67319_15_045,1.056338028169014,6,568,13492.615308098657,2597016.2
x3769_442_27935_3_212,1.056338028169014,6,568,2660.1766320422366,485859.66
x3813_660_4934_3_223,1.056338028169014,6,568,26058.6461931339,7039787.5
x38559_1181_86309_15_622,1.056338028169014,6,568,165.83994295774679,31795.463
x38981_853_09661_15_769,1.056338028169014,6,568,145.00220774647875,22785.66
x39463_1066_8483_15_992,1.056338028169014,6,568,457.23934225352264,124679.64
x40339_1264_03825_16_401,1.056338028169014,6,568,589.1679172535222,221836.84
x40500_1236_22115_16_466,1.056338028169014,6,568,466.45056514084814,76100.91
x40506_1258_20249_16_466,1.056338028169014,6,568,456.52110299295464,74140.23
x40507_1281_27618_16_465,1.056338028169014,6,568,217.04493749999853,34105.176
x40733_865_69965_16_619,1.056338028169014,6,568,1185.5263626760557,351910.62
x41335_1320_09947_17_042,1.056338028169014,6,568,608.6185211267598,262143.88
x4170_999_73927_3_39,1.056338028169014,6,568,1623.4327193662068,416754.2
x4234_364_3328_3_425,1.056338028169014,6,568,5288.257200704204,1484611.5
x43_224_13888_0_646,1.056338028169014,6,568,12131.451987676091,3429584.5
x4443_940_5093_3_463,1.056338028169014,6,568,1289.5004054577398,260722.92
x4932_364_33224_3_595,1.056338028169014,6,568,7383.954253521074,2705216.5
x5397_852_45416_3_757,1.056338028169014,6,568,4849.359642605662,1135473.6
x6149_691_38287_3_988,1.056338028169014,6,568,1518.6054466549162,301096.1
x61_1003_50138_0_653,1.056338028169014,6,568,782.337806338023,126678.29
x6688_563_20067_4_144,1.056338028169014,6,568,298.0651737676036,56446.047
x6941_807_6724_4_219,1.056338028169014,6,568,254.9938044014098,60103.89
x703_308_18567_1_182,1.056338028169014,6,568,5957.389718309785,1731329.8
x7151_1191_83623_4_313,1.056338028169014,6,568,129.02429753521102,24099.572
x7332_662_53497_4_414,1.056338028169014,6,568,1141.845237676058,350480.7
x7387_343_3017_4_444,1.056338028169014,6,568,414.1889797535201,104520.51
x7448_368_31663_4_396,1.056338028169014,6,568,758.2792411971805,240061.17
x779_1043_44914_1_233,1.056338028169014,6,568,381.8988688380266,104675.67
x8115_647_33613_4_577,1.056338028169014,6,568,655.3446866197211,294440.22
x8294_897_40776_4_646,1.056338028169014,6,568,98.55434401408492,15547.62
x8470_508_31751_4_703,1.056338028169014,6,568,488.91570246479006,127395.27
x8582_579_29907_4_747,1.056338028169014,6,568,825.5380757042238,274386.53
x8611_752_51014_4_745,1.056338028169014,6,568,156.48260792253444,30105.46
x8741_1192_69991_4_823,1.056338028169014,6,568,1392.2501742957731,349690.9
x8779_844_40847_4_812,1.056338028169014,6,568,195.24180457746388,40032.906
x910_631_37245_1_316,1.056338028169014,6,568,2101.668682042237,554397.44
x9824_318_17039_5_198,1.056338028169014,6,568,1588.3926126760628,335091.7
x10366_1225_63359_5_382,0.8802816901408451,5,568,955.1722658450758,196002.98
x10505_975_40128_5_444,0.8802816901408451,5,568,534.0435985915484,111872.55
x106_999_46928_0_72,0.8802816901408451,5,568,233.35934278168824,53830.21
x10853_617_3412_5_586,0.8802816901408451,5,568,563.5062623239465,135765.58
x114_418_18166_0_713,0.8802816901408451,5,568,439.1850880281674,121653.5
x11638_778_35142_5_863,0.8802816901408451,5,568,757.8871091549339,219716.14
x11789_776_35346_5_878,0.8802816901408451,5,568,417.47800528168824,121560.45
x11932_972_55207_6_005,0.8802816901408451,5,568,952.3857588028153,317335.25
x12193_835_44919_6_105,0.8802816901408451,5,568,327.67789524647765,89201.47
x12612_456_34863_6_285,0.8802816901408451,5,568,528.3628450704205,225352.52
x12792_547_41508_6_342,0.8802816901408451,5,568,2272.873053697193,846973.2
x12975_520_45111_6_403,0.8802816901408451,5,568,576.692764084513,153792.94
x12979_672_37833_6_422,0.8802816901408451,5,568,1049.1850704225342,304749.6
x13327_811_49728_6_58,0.8802816901408451,5,568,2962.6493838028027,678948.3
x13466_1123_83901_6_64,0.8802816901408451,5,568,236.5584982394373,87118.55
x13514_728_33132_6_653,0.8802816901408451,5,568,405.3618753521144,165580.28
x13547_1147_84114_6_67,0.8802816901408451,5,568,1536.1735985915475,741865.7
x13713_827_47091_6_73,0.8802816901408451,5,568,1223.372316901411,163453.42
x13806_670_32916_6_767,0.8802816901408451,5,568,998.7984806337993,219483.48
x13838_712_37507_6_777,0.8802816901408451,5,568,1146.3656320422622,316811.06
x13845_1237_72568_6_783,0.8802816901408451,5,568,237.72660915493083,43493.99
x14119_947_64398_6_944,0.8802816901408451,5,568,1660.2445686619576,339436.75
x14191_853_51076_6_939,0.8802816901408451,5,568,1017.3703697183142,290716.25
x14316_670_32821_6_997,0.8802816901408451,5,568,2375.21903169013,491811.56
x1450_744_46914_1_627,0.8802816901408451,5,568,9017.635968309876,2608327.8
x14624_586_41033_7_162,0.8802816901408451,5,568,964.4477723591674,469531.38
x14841_509_3561_7_248,0.8802816901408451,5,568,351.6798679577456,105582.78
x15027_513_48874_7_313,0.8802816901408451,5,568,107.16687676056242,17687.027
x15235_910_44728_7_372,0.8802816901408451,5,568,819.7419137323976,169538.52
x15261_558_54674_7_416,0.8802816901408451,5,568,130.97136971830923,21877
x15726_726_39121_7_547,0.8802816901408451,5,568,1057.9671338028102,250020.75
x15741_684_3439_7_55,0.8802816901408451,5,568,1763.1908274647799,346536.78
x16031_863_52583_7_696,0.8802816901408451,5,568,1616.0352816901327,302715.28
x16145_1132_70125_7_757,0.8802816901408451,5,568,364.7575088028202,80073.04
x16340_684_34366_7_829,0.8802816901408451,5,568,1236.975589788725,258337.25
x16516_922_69287_7_949,0.8802816901408451,5,568,201.07625528169086,37211.598
x16773_678_54577_8_021,0.8802816901408451,5,568,1022.1928257042211,273180.9
x1730_585_26876_1_88,0.8802816901408451,5,568,2229.9207323943806,558134.06
x17481_1242_68007_8_31,0.8802816901408451,5,568,964.0776408450656,162667.44
x17499_1115_66531_8_291,0.8802816901408451,5,568,1037.6929366197062,375754.28
x17552_1069_74243_8_309,0.8802816901408451,5,568,2278.0356302817054,821449.9
x17738_1310_02379_8_412,0.8802816901408451,5,568,2824.3265440140935,513468.22
x18084_1069_74329_8_522,0.8802816901408451,5,568,1651.1929894366056,434280.94
x18512_1309_03468_8_733,0.8802816901408451,5,568,2557.7565704225217,911909
x18521_1313_99243_8_686,0.8802816901408451,5,568,1798.383759859167,567987.06
x18593_1041_95295_8_72,0.8802816901408451,5,568,159.26376936619783,37460.34
x18733_640_35871_8_796,0.8802816901408451,5,568,1767.6197007042185,510668.9
x18806_1164_93022_8_816,0.8802816901408451,5,568,150.59060915492907,20681.53
x1918_804_48748_1_995,0.8802816901408451,5,568,7119.755616197157,1694249.8
x1978_717_39566_2_014,0.8802816901408451,5,568,4889.4233098591685,1748201.5
x19889_1055_76261_9_373,0.8802816901408451,5,568,1400.1101408450766,405750.4
x2059_770_48358_2_06,0.8802816901408451,5,568,51288.56584507004,12073678
x21051_702_47195_9_971,0.8802816901408451,5,568,7347.734617957691,1593202.1
x2163_684_37798_2_158,0.8802816901408451,5,568,5445.263478873196,2848450.8
x21693_691_4919_10_307,0.8802816901408451,5,568,834.0759242957777,165014.75
x2184_419_34139_2_186,0.8802816901408451,5,568,405.58337676056243,147355.64
x22032_1263_77669_10_457,0.8802816901408451,5,568,770.3570352112657,144793.2
x22362_1037_75289_10_646,0.8802816901408451,5,568,2389.4742535211008,645410.4
x2236_483_21434_2_248,0.8802816901408451,5,568,3958.246091549306,628227.7
x22420_495_4197_10_656,0.8802816901408451,5,568,1329.8814577464727,462080
x22807_695_59517_10_934,0.8802816901408451,5,568,155.715562323943,36214.53
x22895_841_51761_11_002,0.8802816901408451,5,568,138.22166901408417,22100.424
x23048_1106_72023_11_116,0.8802816901408451,5,568,597.3024806338005,102739.42
x23498_811_54553_11_387,0.8802816901408451,5,568,1719.3867135563214,436737.06
x23962_550_49927_11_58,0.8802816901408451,5,568,2058.20836267605,407673.34
x24064_1037_62987_11_62,0.8802816901408451,5,568,187.24022447183026,43559.86
x24384_1139_77649_11_739,0.8802816901408451,5,568,458.3788186619727,116924.36
x24711_814_42398_11_845,0.8802816901408451,5,568,2747.021883802822,606151.44
x26783_1335_85041_12_392,0.8802816901408451,5,568,635.1557774647839,143905.16
x2689_428_26328_2_646,0.8802816901408451,5,568,3799.0959859154777,748347.94
x26922_831_72341_12_461,0.8802816901408451,5,568,638.1169489436618,229101.3
x27216_575_39091_12_53,0.8802816901408451,5,568,640.0250035211309,186408.06
x27217_530_3918_12_527,0.8802816901408451,5,568,1002.131755281689,278453.5
x2730_567_26036_2_647,0.8802816901408451,5,568,104.31308098591565,20259.285
x27944_579_44129_12_735,0.8802816901408451,5,568,101.42228169014057,21311.486
x29078_1250_81843_13_013,0.8802816901408451,5,568,1075.9393661971926,179843.89
x29101_922_53161_12_998,0.8802816901408451,5,568,87.82025334507067,13322.45
x29427_1200_74429_13_085,0.8802816901408451,5,568,535.6095088028127,218311.98
x2944_780_43202_2_809,0.8802816901408451,5,568,2954.728711267591,948715.44
x29673_491_48414_13_159,0.8802816901408451,5,568,1067.4915950704299,327919.34
x2968_389_31753_2_875,0.8802816901408451,5,568,1361.842926056329,567631.7
x31575_1256_22196_13_553,0.8802816901408451,5,568,2161.3624947183257,454407.12
x3214_658_4785_2_978,0.8802816901408451,5,568,401947.1789507082,109015970
x32678_724_771_13_823,0.8802816901408451,5,568,463.98859507041993,129225.08
x3291_774_43346_3_031,0.8802816901408451,5,568,1281.953512323943,277845.56
x3396_808_46266_3_08,0.8802816901408451,5,568,7837.708538732335,2275372.5
x34590_976_65574_14_295,0.8802816901408451,5,568,2477.330176056323,558553.4
