metabolite,ubiquity_overall,avg_abundance
x9503_1021_51119_5_084,67.25352112676056,24156.20709489437
x9522_826_60462_5_095,67.25352112676056,158198.64172992954
x13706_752_58412_6_72,67.0774647887324,63799.77905246476
x16310_728_58471_7_828,67.0774647887324,61827.532964436636
x1682_373_25293_1_793,67.0774647887324,87213.36151672536
x21683_776_53513_10_319,67.0774647887324,171923.80342464783
x21976_801_54809_10_437,67.0774647887324,89304.64393926061
x22835_807_54772_10_952,67.0774647887324,47075.31634419009
x23127_780_59081_11_141,67.0774647887324,293746.2326454226
x25467_558_52429_12_036,67.0774647887324,32101.603562676046
x25842_802_63582_12_183,67.0774647887324,217383.39560264078
x25950_730_61246_12_198,67.0774647887324,147606.11465704243
x28735_639_57413_12_932,67.0774647887324,29861.76876971832
x37697_834_75304_15_278,67.0774647887324,214407.34273838007
x37890_924_79251_15_363,67.0774647887324,239998.1068677815
x38872_964_83038_15_743,67.0774647887324,32570.514139084484
x38989_1000_82878_15_768,67.0774647887324,145912.64487552835
x40545_960_89925_16_501,67.0774647887324,34521.272647007005
x5192_467_29221_3_695,67.0774647887324,43984.34692341548
x5872_530_35895_3_869,67.0774647887324,62807.16088345067
x758_382_29491_1_194,67.0774647887324,47864.64467728872
x7725_704_4654_4_46,67.0774647887324,156286.27372623238
x9518_694_53731_5_067,67.0774647887324,33306.32635757041
x9823_710_53544_5_214,67.0774647887324,24939.641284507044
x10927_800_5825_5_633,66.90140845070422,39801.02262464789
x12087_814_54223_6_101,66.90140845070422,119703.40607623251
x14402_752_52205_7_036,66.90140845070422,154315.42343838027
x1455_590_32126_1_645,66.90140845070422,113014.67936021133
x15563_728_58296_7_484,66.90140845070422,162632.15553151412
x16794_704_52325_8_046,66.90140845070422,181901.27769401396
x28559_741_62291_12_851,66.90140845070422,61969.32652746472
x29893_940_74093_13_14,66.90140845070422,45286.528210563345
x30717_520_54637_13_443,66.90140845070422,38831.25524102105
x39120_936_80283_15_846,66.90140845070422,128353.4043961267
x4359_657_41297_3_432,66.90140845070422,19777.135739436624
x5034_349_27369_3_666,66.90140845070422,161522.36926161966
x571_299_20032_1_054,66.90140845070422,1365462.4979934874
x746_331_2273_1_217,66.90140845070422,112032.51765035215
x8547_413_34166_4_746,66.90140845070422,26841.14396232393
x8905_310_31062_4_869,66.90140845070422,15207.097832394376
x9014_481_40087_4_894,66.90140845070422,74568.56737852113
x1295_680_3793_1_539,66.72535211267606,95860.74283080982
x13454_866_57758_6_639,66.72535211267606,117531.11343838021
x14968_397_34597_7_302,66.72535211267606,39616.28848679577
x15043_722_55676_7_321,66.72535211267606,196522.96841373228
x16347_799_52298_7_846,66.72535211267606,51446.74966830984
x16728_613_48289_8_025,66.72535211267606,185489.47695457758
x17103_961_5865_8_162,66.72535211267606,93108.88722253522
x19361_710_54882_9_104,66.72535211267606,147217.54684577454
x22126_846_60993_10_483,66.72535211267606,81733.50038485913
x24074_564_53558_11_63,66.72535211267606,42900.170324471845
x24750_710_62951_11_791,66.72535211267606,55034.07710105633
x26006_502_29262_12_214,66.72535211267606,132685.83403186616
x28449_662_56951_12_84,66.72535211267606,81417.5688822183
x30240_908_7521_13_275,66.72535211267606,35937.40641742959
x30507_762_64103_13_345,66.72535211267606,25752.261785211267
x36923_1048_82972_14_979,66.72535211267606,32789.828347535215
x37993_897_7712_15_373,66.72535211267606,573207.9226096821
x5148_573_37291_3_663,66.72535211267606,61506.547424823955
x5995_628_47429_3_93,66.72535211267606,33288.284101760575
x13072_790_54199_6_506,66.54929577464789,74326.98300686618
x13269_609_45133_6_562,66.54929577464789,349587.1149371477
x14284_700_55177_6_983,66.54929577464789,50395.434461619734
x16706_630_50641_8_062,66.54929577464789,119342.75818732398
x16986_523_47268_8_116,66.54929577464789,50626.62657059864
x19109_654_50697_8_977,66.54929577464789,109611.89021285207
x19397_688_48265_9_079,66.54929577464789,24668.25129964788
x20948_898_55377_9_924,66.54929577464789,54192.19909823941
x23166_562_51951_11_161,66.54929577464789,63844.3603538732
x30973_775_64414_13_418,66.54929577464789,25506.253716901407
x3355_1283_70024_3_035,66.54929577464789,99757.51401250002
x34964_966_75011_14_393,66.54929577464789,169876.7880924296
x37636_970_78489_15_253,66.54929577464789,724189.0023228884
x39098_922_78636_15_828,66.54929577464789,3435227.6029406665
x39916_932_86586_16_19,66.54929577464789,96243.32761742965
x7517_784_51048_4_42,66.54929577464789,66092.97481654928
x11013_622_50505_5_636,66.37323943661971,69420.70048292256
x12326_854_63538_6_152,66.37323943661971,177678.7466146126
x14299_804_5556_6_99,66.37323943661971,29743.972896830976
x15319_829_61489_7_45,66.37323943661971,29122.592252816903
x16124_826_59635_7_692,66.37323943661971,46197.851986619724
x1791_482_32588_1_88,66.37323943661971,67842.03162007041
x1951_507_32631_1_997,66.37323943661971,81587.79210000005
x19860_776_54533_9_349,66.37323943661971,74019.0795193662
x20431_630_5074_9_662,66.37323943661971,105810.26266901419
x21217_770_57708_10_033,66.37323943661971,63730.628894894406
x2133_508_34002_2_145,66.37323943661971,127478.54805528173
x21515_848_53777_10_22,66.37323943661971,48067.98610140842
x24657_850_63243_11_841,66.37323943661971,139976.8127452465
x2511_346_33128_2_496,66.37323943661971,42919.69565158452
x26254_911_70914_12_282,66.37323943661971,56729.89712288732
x26278_812_6191_12_236,66.37323943661971,69252.32901690139
x27007_790_6302_12_47,66.37323943661971,145116.43528257054
x28178_585_52435_12_773,66.37323943661971,130439.37393380272
x30412_766_65637_13_301,66.37323943661971,45483.8921190141
x36515_999_81764_14_866,66.37323943661971,265439.53766936605
x38169_853_72571_15_458,66.37323943661971,131466.4309517608
x38889_848_76831_15_729,66.37323943661971,1083233.0729785194
x39196_829_7288_15_873,66.37323943661971,65122.26789683097
x8110_708_5187_4_57,66.37323943661971,57507.9790140845
x8570_567_43907_4_743,66.37323943661971,95749.64994014095
x10882_636_51997_5_602,66.19718309859155,98300.95149401411
x11909_957_55406_5_99,66.19718309859155,86679.79030721831
x14990_900_55067_7_289,66.19718309859155,111521.6790322183
x15260_906_60445_7_456,66.19718309859155,48263.95589559861
x15350_775_58093_7_444,66.19718309859155,80028.63146830985
x15438_819_57224_7_478,66.19718309859155,107964.10365862682
x16257_884_5556_7_796,66.19718309859155,27763.995201936614
x16424_810_60353_7_854,66.19718309859155,55524.335585739434
x16580_774_58822_7_947,66.19718309859155,65368.43084542251
x17141_852_61196_8_179,66.19718309859155,38503.99306373239
x19732_704_58382_9_275,66.19718309859155,24398.139768133795
x26395_634_57716_12_333,66.19718309859155,34953.02854964789
x28793_784_66616_12_936,66.19718309859155,17375.66449771127
x29024_740_62026_13_033,66.19718309859155,113050.62813926046
x29452_638_60372_13_079,66.19718309859155,24091.442052992956
x29896_860_65745_13_21,66.19718309859155,125797.35927992957
x35859_950_80535_14_637,66.19718309859155,32104.71046320422
x36269_946_77354_14_756,66.19718309859155,149849.32116056327
x37510_845_7404_15_134,66.19718309859155,170089.35883521097
x38606_914_81517_15_612,66.19718309859155,69151.55545633797
x38748_998_81637_15_676,66.19718309859155,232245.4247110912
x38950_877_79906_15_757,66.19718309859155,189910.11481197184
x5131_602_42742_3_693,66.19718309859155,25029.60231848592
x6045_882_52496_3_929,66.19718309859155,62712.74175633803
x9045_706_50325_4_903,66.19718309859155,217712.31403345047
x12101_333_24207_6_068,66.02112676056338,106964.2953028169
x14546_982_64603_7_099,66.02112676056338,115526.65533679583
x14961_788_55899_7_276,66.02112676056338,127650.66400968317
x16408_652_49513_7_862,66.02112676056338,165397.51542676054
x17317_797_51776_8_182,66.02112676056338,76059.88965651412
x18450_508_47326_8_661,66.02112676056338,36071.90159454227
x20452_645_53327_9_658,66.02112676056338,645713.0383602122
x22084_898_55521_10_486,66.02112676056338,34764.32839295775
x23297_560_50286_11_218,66.02112676056338,34595.342675880274
x23517_801_65711_11_374,66.02112676056338,67124.36331514084
x24593_850_51477_11_793,66.02112676056338,102167.4054964789
x26868_738_60293_12_441,66.02112676056338,48020.49457816901
x27716_924_72922_12_653,66.02112676056338,31879.30732711268
x28360_864_60577_12_831,66.02112676056338,29472.550779577465
x29564_810_6781_13_139,66.02112676056338,40853.52369823941
x31376_862_69006_13_552,66.02112676056338,68609.9787177817
x38111_950_80731_15_431,66.02112676056338,147758.57277658436
x5600_601_42306_3_776,66.02112676056338,24182.210920598598
x6607_625_42519_4_1,66.02112676056338,55730.320224119714
x7929_609_6667_4_508,66.02112676056338,19744.247220950718
x11757_816_59997_5_902,65.84507042253522,81954.44701795776
x13486_980_62265_6_626,65.84507042253522,145112.06187781692
x17075_892_59268_8_153,65.84507042253522,94568.45824207748
x18124_720_55598_8_548,65.84507042253522,21627.974088556348
x18277_738_54892_8_562,65.84507042253522,31017.242322007034
x21070_502_49849_9_98,65.84507042253522,24310.732917253525
x22825_926_54521_10_929,65.84507042253522,15116.331806161974
x23369_736_64546_11_282,65.84507042253522,42900.154645774644
x26448_592_56564_12_341,65.84507042253522,27060.349499823944
x26847_794_60289_12_426,65.84507042253522,61028.45410985923
x27754_782_59639_12_672,65.84507042253522,134695.56634137308
x29256_786_63729_13_07,65.84507042253522,108553.95753309854
x32507_622_61287_13_786,65.84507042253522,65699.36626021123
x33581_909_63629_14_019,65.84507042253522,35059.72534049294
x34253_868_7261_14_251,65.84507042253522,34884.173209330984
x36851_922_78329_15_011,65.84507042253522,510221.23307852144
x39465_383_36683_15_969,65.84507042253522,50294.216323591514
x4923_482_36157_3_535,65.84507042253522,30650.395020598604
x5696_476_41045_3_813,65.84507042253522,19694.079916901406
x8399_818_55489_4_682,65.84507042253522,216391.88580316884
x872_680_3793_1_297,65.84507042253522,66027.8059982394
x9241_388_34234_4_983,65.84507042253522,23421.966569718294
x10544_1002_61374_5_454,65.66901408450704,242147.9753730634
x10839_464_37502_5_596,65.66901408450704,101931.8776669013
x12088_498_45169_6_06,65.66901408450704,26423.794263028158
x12687_829_6167_6_327,65.66901408450704,27003.610376760564
x14832_732_50193_7_226,65.66901408450704,274482.37542799313
x15284_985_58592_7_415,65.66901408450704,70227.96097904934
x16586_956_63093_7_955,65.66901408450704,145740.63899489437
x18051_813_62012_8_538,65.66901408450704,70181.09949841551
x18274_937_58527_8_583,65.66901408450704,37778.4856
x1960_461_27151_1_995,65.66901408450704,44554.816645070416
x20006_758_62994_9_422,65.66901408450704,65678.6251681338
x21848_776_56458_10_404,65.66901408450704,285060.17699577485
x22352_628_47051_10_632,65.66901408450704,39146.908812852074
x22438_683_54574_10_73,65.66901408450704,58858.62562623237
x22716_756_59231_10_871,65.66901408450704,146324.7833448943
x22951_844_65267_11_035,65.66901408450704,53301.38979031689
x22990_736_60726_11_057,65.66901408450704,656431.2793258802
x30046_726_60365_13_249,65.66901408450704,40761.40648855632
x30815_1094_75418_13_417,65.66901408450704,81377.75520563386
x31043_602_58816_13_46,65.66901408450704,968743.5619366204
x31127_734_60929_13_513,65.66901408450704,31120.563378521103
x33227_954_77509_13_931,65.66901408450704,136857.41389366184
x34824_888_76876_14_348,65.66901408450704,30551.309470246477
x34825_1044_7968_14_374,65.66901408450704,76664.03481514084
x38160_846_7524_15_436,65.66901408450704,1262250.204948945
x38991_956_86288_15_841,65.66901408450704,205403.19601109184
x39218_551_5036_15_888,65.66901408450704,212514.4309512324
x5208_330_33679_3_691,65.66901408450704,192693.59529383804
x9377_414_35813_5_036,65.66901408450704,116912.12747235924
x12499_842_56856_6_154,65.49295774647888,121722.2118107394
x16871_832_58256_8_086,65.49295774647888,24381.15548820423
x17233_808_58332_8_23,65.49295774647888,101509.48532411971
x17837_812_54582_8_406,65.49295774647888,37864.92237235918
x18458_490_4625_8_666,65.49295774647888,31357.920035035208
x18978_963_60225_8_912,65.49295774647888,74154.20851936619
x2136_448_29086_2_139,65.49295774647888,55666.56581214782
x21787_838_63211_10_385,65.49295774647888,35512.46941848594
x23033_1098_71496_11_09,65.49295774647888,146535.64392429576
x23574_793_52295_11_417,65.49295774647888,46150.45117235914
x25942_779_57171_12_19,65.49295774647888,356597.2455463034
x29592_620_59658_13_144,65.49295774647888,96905.6019802818
x30245_794_68836_13_317,65.49295774647888,37164.65707570426
x30708_940_7381_13_392,65.49295774647888,49540.652625176044
x31046_620_59826_13_466,65.49295774647888,1310274.7588072196
x31430_843_70492_13_588,65.49295774647888,34422.05757676055
x31948_904_76169_13_688,65.49295774647888,37780.36725739437
x33619_958_80703_14_052,65.49295774647888,58877.5347670775
x35432_947_70439_14_522,65.49295774647888,39709.31121989437
x35676_922_78069_14_618,65.49295774647888,158030.2336503523
x38897_823_75644_15_717,65.49295774647888,430730.6207640838
x40209_900_80303_16_321,65.49295774647888,1407769.0800508785
x40556_914_82163_16_47,65.49295774647888,18596.795289612663
x4570_474_29537_3_497,65.49295774647888,40967.923499823926
x5427_808_46854_3_722,65.49295774647888,99451.34313890843
x11832_610_50497_5_956,65.3169014084507,213108.19869612672
x12668_807_54046_6_305,65.3169014084507,39996.6948012324
x14869_682_56231_7_239,65.3169014084507,63505.06355334502
x14997_728_58269_7_292,65.3169014084507,101252.35458257044
x15315_980_63049_7_43,65.3169014084507,99059.58926637334
x16131_708_52168_7_746,65.3169014084507,43864.909004753536
x18229_961_5864_8_563,65.3169014084507,138465.78259049277
x18235_750_54616_8_554,65.3169014084507,147666.93395633803
x18932_782_56767_8_92,65.3169014084507,101966.71047499997
x19619_778_5352_9_231,65.3169014084507,331139.82280968345
x1964_489_31561_2_002,65.3169014084507,58453.05601549289
x20568_751_58297_9_766,65.3169014084507,622508.2422547537
x20744_738_55066_9_831,65.3169014084507,56284.694828873195
x22691_792_58926_10_794,65.3169014084507,272162.03271461267
x23076_767_50668_11_111,65.3169014084507,57637.68460968308
x2367_331_2633_2_358,65.3169014084507,57490.6331725352
x24105_832_58126_11_638,65.3169014084507,90328.45330774647
x24108_848_61712_11_63,65.3169014084507,111692.13598221815
x24197_886_63402_11_656,65.3169014084507,70054.75017570423
x2810_574_39601_2_71,65.3169014084507,83679.43511690138
x30926_980_78951_13_457,65.3169014084507,50740.280308450725
x3243_1134_6975_2_992,65.3169014084507,48901.907242781694
x33179_906_77583_13_938,65.3169014084507,65436.54216355632
x33303_660_62956_13_963,65.3169014084507,307839.4067464793
x34254_944_76517_14_199,65.3169014084507,99381.5460165494
x35097_922_77391_14_423,65.3169014084507,37748.29446919015
x38523_898_78363_15_635,65.3169014084507,1052171.5794198965
x589_697_34057_1_127,65.3169014084507,386199.6197216557
x7723_363_30491_4_459,65.3169014084507,153524.29867940143
x9389_816_57724_5_047,65.3169014084507,37778.38799823943
x12596_1023_54429_6_272,65.14084507042254,53146.5964355634
x1554_335_25811_1_723,65.14084507042254,69114.53909630279
x17353_750_54337_8_263,65.14084507042254,69989.4525653169
x18209_836_55316_8_565,65.14084507042254,111534.16014489427
x18594_804_5396_8_679,65.14084507042254,33710.28533785212
x19799_395_36729_9_301,65.14084507042254,52961.40773186616
x21210_775_53456_10_046,65.14084507042254,81514.58005739433
x2264_535_32166_2_198,65.14084507042254,130058.51409049288
x22992_866_63262_11_061,65.14084507042254,36297.53610105635
x23182_583_50824_11_169,65.14084507042254,136902.58257007046
x24129_885_63164_11_648,65.14084507042254,104585.23263080987
x24760_826_63879_11_866,65.14084507042254,22217.0708786972
x24950_885_55238_11_897,65.14084507042254,125213.13169929582
x30392_741_58019_13_356,65.14084507042254,11957.599796302813
x30435_662_60809_13_357,65.14084507042254,121388.83279401413
x33865_968_76355_14_077,65.14084507042254,74936.50418820424
x3554_625_20536_3_117,65.14084507042254,132675.72086249993
x37740_962_8171_15_29,65.14084507042254,95977.33866408445
x4537_1119_4773_3_491,65.14084507042254,176099.82272271128
x6144_807_4658_3_938,65.14084507042254,41858.23073943662
x9515_929_52405_5_085,65.14084507042254,60014.01004084506
x10320_791_46946_5_386,64.96478873239437,31790.360945246477
x17096_897_54887_8_162,64.96478873239437,71281.1012737676
x18226_740_55922_8_555,64.96478873239437,303493.73621003545
x18669_654_56695_8_765,64.96478873239437,92262.08476919017
x18820_740_55903_8_859,64.96478873239437,340086.0050829227
x1908_355_18939_1_983,64.96478873239437,37302.277722183106
x20342_776_60503_9_607,64.96478873239437,190649.53441637318
x21311_658_53846_10_069,64.96478873239437,167479.14142658436
x21878_736_574_10_397,64.96478873239437,166948.97449014088
x24768_641_51356_11_85,64.96478873239437,100842.26191390851
x26648_837_65983_12_411,64.96478873239437,337806.6935609159
x29326_896_71381_13_078,64.96478873239437,21426.546845950703
x2937_414_35772_2_808,64.96478873239437,50240.040610739416
x3432_379_26067_3_068,64.96478873239437,809231.0832213033
x37330_960_80203_15_112,64.96478873239437,65353.36247007036
x5499_597_4323_3_779,64.96478873239437,36833.94864806336
x6589_311_2372_4_113,64.96478873239437,35393.256206161976
x7693_381_3156_4_458,64.96478873239437,94296.34370457743
x10545_995_51244_5_455,64.7887323943662,83507.67533820421
x1091_320_25648_1_424,64.7887323943662,21148.683680105656
x1498_561_30523_1_662,64.7887323943662,93372.09952922535
x18435_820_58962_8_634,64.7887323943662,44031.26920774648
x1958_237_16347_1_996,64.7887323943662,50556.21854999996
x20558_738_50533_9_733,64.7887323943662,259767.34315528139
x2563_512_35616_2_528,64.7887323943662,174496.12721936603
x2608_648_38874_2_518,64.7887323943662,58538.132762500005
x30551_885_67809_13_375,64.7887323943662,88104.68747975359
x31526_687_6106_13_638,64.7887323943662,32314.438278345067
x32871_923_53095_13_865,64.7887323943662,316826.17290774646
x37413_874_78204_15_207,64.7887323943662,350092.54707218276
x38027_903_73789_15_414,64.7887323943662,51081.00214612678
x40361_882_7932_16_392,64.7887323943662,197785.23602218332
x4082_326_30567_3_356,64.7887323943662,13079.614515845069
x7190_552_40302_4_322,64.7887323943662,135649.91362728862
x7751_806_54284_4_485,64.7887323943662,32408.419557570418
x8852_379_33586_4_83,64.7887323943662,62907.60016619722
x11653_552_48563_5_874,64.61267605633803,10285.262530457752
x14543_975_5446_7_099,64.61267605633803,59141.82577992954
x15083_647_40731_7_332,64.61267605633803,37529.78024647887
x15391_638_53597_7_446,64.61267605633803,27839.40546496479
x16908_863_50734_8_091,64.61267605633803,46838.74683169017
x17804_633_44925_8_42,64.61267605633803,49044.18472904931
x19622_839_52726_9_23,64.61267605633803,77879.15772059863
x19939_774_54938_9_449,64.61267605633803,56445.9158394366
x20657_909_54692_9_775,64.61267605633803,18884.132248943657
x22075_824_61734_10_468,64.61267605633803,515340.9155600345
x23490_568_56674_11_38,64.61267605633803,33886.18071672537
x25529_889_58022_12_037,64.61267605633803,28648.318856866204
x26029_853_6779_12_241,64.61267605633803,52833.4308260563
x28986_902_6298_12_991,64.61267605633803,29520.38379366198
x30190_631_56698_13_279,64.61267605633803,96003.0374382042
x31361_941_6623_13_543,64.61267605633803,62068.97231161971
x31497_842_70057_13_586,64.61267605633803,75937.9671422535
x33605_1018_77364_13_97,64.61267605633803,35877.35269190141
x33703_610_6141_14_071,64.61267605633803,228058.32916373247
x33817_914_71336_14_085,64.61267605633803,19241.31062676056
x36821_874_78284_15_002,64.61267605633803,102963.36849630292
x37361_997_80282_15_076,64.61267605633803,581170.2797869714
x3740_641_41936_3_189,64.61267605633803,55139.490023591534
x38474_899_78762_15_594,64.61267605633803,513831.2014482383
x38831_822_75222_15_705,64.61267605633803,1002926.5478811635
x38998_849_77198_15_749,64.61267605633803,429869.21564806276
x40256_908_80758_16_341,64.61267605633803,102883.14079348587
x4294_600_41429_3_42,64.61267605633803,15889.465612852111
x4322_502_29173_3_425,64.61267605633803,55379.470611267585
x6190_317_24761_3_983,64.61267605633803,49765.34505246477
x7648_427_32079_4_45,64.61267605633803,43506.69051109153
x12356_611_46673_6_163,64.43661971830986,96158.34006408455
x12534_767_47177_6_244,64.43661971830986,67126.39531038736
x14675_554_47845_7_163,64.43661971830986,82385.59800281689
x15241_760_51335_7_399,64.43661971830986,52047.49389049297
x15335_730_59725_7_465,64.43661971830986,23599.90532042254
x15812_797_5166_7_606,64.43661971830986,41346.378158802814
x17301_518_45776_8_248,64.43661971830986,40472.52842306336
x1911_497_26881_1_99,64.43661971830986,48151.436243662
x19286_732_61069_9_069,64.43661971830986,36301.05081021125
x1938_964_06843_1_993,64.43661971830986,267652.9733380281
x19642_836_57624_9_228,64.43661971830986,100619.88103750003
x19796_712_56468_9_38,64.43661971830986,26886.62559190141
x25124_616_52733_11_952,64.43661971830986,41691.617023063336
x2595_454_29303_2_548,64.43661971830986,40145.7469536972
x2662_373_25285_2_607,64.43661971830986,42367.51008714787
x26641_796_58276_12_388,64.43661971830986,1046962.8677741204
x26791_1066_73474_12_423,64.43661971830986,99146.46700651415
x28186_802_57168_12_771,64.43661971830986,55978.36136514087
x28679_586_54101_12_903,64.43661971830986,12817.958294366188
x29953_954_7764_13_29,64.43661971830986,26343.93191971831
x31054_642_57998_13_463,64.43661971830986,346673.56790316897
x32889_964_73447_13_841,64.43661971830986,108675.9266545775
x35403_914_78386_14_488,64.43661971830986,28415.97309718309
x37692_927_81644_15_265,64.43661971830986,331921.80761514086
x408_288_28929_1_04,64.43661971830986,47560.927759154874
x5472_397_31078_3_756,64.43661971830986,157321.1234033453
x7076_522_39307_4_285,64.43661971830986,169231.98974172556
x790_359_21989_1_206,64.43661971830986,253993.9355656695
x8348_581_40014_4_634,64.43661971830986,27334.652904225324
x14354_798_56616_7_018,64.26056338028168,62361.48328116201
x14461_682_56221_7_067,64.26056338028168,64007.04934876756
x14726_608_46532_7_188,64.26056338028168,90376.37275985912
x15623_664_55094_7_492,64.26056338028168,52953.096711971775
x15631_587_46767_7_521,64.26056338028168,70028.97611584507
x17513_411_36227_8_311,64.26056338028168,32175.011602288745
x18481_774_58906_8_635,64.26056338028168,70149.29529612674
x21823_830_54629_10_378,64.26056338028168,75422.98341619715
x30624_934_69125_13_357,64.26056338028168,162227.61720757035
x31800_678_64133_13_632,64.26056338028168,46474.21808116196
x31912_902_74516_13_663,64.26056338028168,62160.39802852114
x33804_636_62923_14_09,64.26056338028168,16287.483412499996
x35645_828_70746_14_551,64.26056338028168,31989.66717394367
x36229_906_75829_14_741,64.26056338028168,41616.41345070426
x36566_900_79379_14_928,64.26056338028168,77568.58727077475
x37322_946_7834_15_12,64.26056338028168,1314101.6936390863
x37892_1024_82875_15_307,64.26056338028168,62651.64112816895
x38088_923_78667_15_372,64.26056338028168,644230.5291249993
x7928_648_46137_4_501,64.26056338028168,28944.601903345076
x10405_765_45354_5_408,64.08450704225352,38128.00252077468
x10537_700_55157_5_448,64.08450704225352,30646.801345422544
x11294_800_527_5_725,64.08450704225352,29473.580045422532
x14660_808_58637_7_133,64.08450704225352,62752.921273767555
x15308_770_57818_7_418,64.08450704225352,29047.11911003521
x17093_956_63049_8_157,64.08450704225352,96875.2738477113
x19373_1049_61917_9_122,64.08450704225352,100457.73630580975
x2235_452_27764_2_244,64.08450704225352,57355.92187658453
x29373_843_54318_13_17,64.08450704225352,129788.37032640842
x29899_677_54818_13_2,64.08450704225352,41689.93414524646
x30148_826_67116_13_219,64.08450704225352,91894.18407411964
x3370_732_48353_3_04,64.08450704225352,45315.2057709507
x34789_972_78973_14_377,64.08450704225352,34992.074625352114
x35749_948_79579_14_596,64.08450704225352,111600.67896936636
x36460_974_8114_14_882,64.08450704225352,258852.3763124998
x36754_780_70808_14_971,64.08450704225352,74785.72533749988
x38057_896_76733_15_388,64.08450704225352,1268829.3589348602
x38171_847_75632_15_452,64.08450704225352,607619.0443843313
x38335_1004_86404_15_486,64.08450704225352,132858.26585968322
x38849_694_70785_15_702,64.08450704225352,87339.0804044015
x40856_954_84718_16_66,64.08450704225352,415786.0618174301
x1169_377_23016_1_406,63.90845070422535,57742.11756690142
x13440_682_56207_6_633,63.90845070422535,28360.00355739437
x14815_628_49103_7_222,63.90845070422535,42760.96184612673
x17616_568_49384_8_347,63.90845070422535,142089.57962570438
x1844_409_27344_1_928,63.90845070422535,22855.484910035208
x21175_790_57336_10_023,63.90845070422535,103028.57255651403
x25195_780_62855_11_969,63.90845070422535,170564.0705735918
x25326_738_62394_12_003,63.90845070422535,482415.39897218306
x26759_810_59623_12_416,63.90845070422535,71851.80136654935
x30633_910_68979_13_366,63.90845070422535,145779.50606760557
x34614_956_79007_14_277,63.90845070422535,213466.92008573926
x36593_968_76832_14_871,63.90845070422535,467471.4548559852
x36920_875_70827_14_988,63.90845070422535,96563.74387588035
x38328_1026_84232_15_512,63.90845070422535,94611.9396323943
x5892_688_4956_3_881,63.90845070422535,32766.11105510563
x8165_730_50123_4_585,63.90845070422535,53246.04371690143
x9238_812_54222_4_984,63.90845070422535,40779.25206954227
x11449_997_52771_5_791,63.732394366197184,62607.4737957747
x12591_1030_64582_6_27,63.732394366197184,161485.93068397883
x12811_828_61376_6_358,63.732394366197184,37114.12007570423
x12922_508_43722_6_411,63.732394366197184,20950.804512147908
x14042_668_54733_6_859,63.732394366197184,34151.09383926055
x15213_808_5878_7_402,63.732394366197184,80927.32130774643
x18100_692_52418_8_531,63.732394366197184,59380.701446655024
x28918_651_53252_12_959,63.732394366197184,34216.949955457734
x29177_640_56487_13_038,63.732394366197184,50507.310007218315
x3166_516_32255_2_897,63.732394366197184,73050.8431869718
x37721_1026_84294_15_271,63.732394366197184,152425.02557218313
x38410_952_82366_15_617,63.732394366197184,70634.95576883809
x5502_643_43622_3_707,63.732394366197184,117936.02957323944
x6697_608_47419_4_145,63.732394366197184,57198.77744401407
x12302_684_54146_6_146,63.556338028169016,39596.72478767606
x1422_685_33502_1_624,63.556338028169016,82652.36565264077
x15162_784_55525_7_369,63.556338028169016,33793.945059683094
x15779_780_6146_7_543,63.556338028169016,32997.65225105632
x20569_828_61115_9_744,63.556338028169016,141922.472322359
x23504_846_56714_11_382,63.556338028169016,24897.04581091549
x25778_834_57244_12_137,63.556338028169016,50247.62220704236
x27116_637_55925_12_49,63.556338028169016,42575.242209154894
x28510_764_6398_12_872,63.556338028169016,24724.760702112675
x30799_665_65053_13_423,63.556338028169016,14965.837729225352
x32047_735_73309_13_664,63.556338028169016,11185.04868767605
x32629_735_63282_13_871,63.556338028169016,45190.26175492958
x32685_812_67411_13_83,63.556338028169016,48401.71998397888
x37059_994_7846_15_039,63.556338028169016,729142.9540739431
x37470_934_78568_15_166,63.556338028169016,33677.4525661972
x38701_950_81443_15_664,63.556338028169016,404581.4388158448
x39365_886_78653_15_949,63.556338028169016,102150.95611249993
x40095_952_83202_16_28,63.556338028169016,1110854.4579677798
x40099_884_8047_16_271,63.556338028169016,157427.72577764082
x4295_347_25797_3_439,63.556338028169016,35797.524342429584
x4713_314_3052_3_499,63.556338028169016,26445.000934507043
x1332_327_23229_1_567,63.38028169014085,92407.88903221826
x1769_494_32388_1_846,63.38028169014085,45060.57397570417
x19010_502_46227_8_925,63.38028169014085,102977.09170968315
x19193_659_51209_9_014,63.38028169014085,6013794.246056868
x20815_842_58685_9_855,63.38028169014085,17636.714874119712
x22290_682_53976_10_644,63.38028169014085,20130.126503697193
x22561_742_58352_10_76,63.38028169014085,36551.7831971831
x26074_738_66107_12_231,63.38028169014085,27198.96410387322
x26226_623_50169_12_281,63.38028169014085,38371.11974471834
x28450_600_57262_12_865,63.38028169014085,92030.35870669005
x30737_778_65848_13_417,63.38028169014085,19033.911691725367
x31141_608_5982_13_475,63.38028169014085,30080.68251619718
x31883_672_56925_13_649,63.38028169014085,23760.000945598556
x33043_886_75314_13_957,63.38028169014085,20493.4027068662
x3346_662_40381_3_031,63.38028169014085,34279.7700644366
x37216_921_76988_14_998,63.38028169014085,348751.6863003521
x40015_950_81762_16_223,63.38028169014085,1301858.192897887
x40077_924_80245_16_253,63.38028169014085,2949786.672878346
x40661_850_7868_16_556,63.38028169014085,3415883.5709411926
x5565_664_45527_3_813,63.38028169014085,28018.452858098597
