"metabolite","coral_present","noncoral_present","coral_percent","noncoral_percent","total_present","total_percent","coral_minus_noncoral"
"x26976_778_57518_12_45",277,44,62.5282167042889,28.5714285714286,321,53.7688442211055,33.9567881328604
"x18526_530_4934_8_694",300,52,67.7200902934537,33.7662337662338,352,58.9614740368509,33.95385652722
"x9522_826_60462_5_095",323,60,72.9119638826185,38.961038961039,383,64.1541038525963,33.9509249215795
"x13041_907_53925_6_461",346,68,78.1038374717833,44.1558441558442,414,69.3467336683417,33.9479933159391
"x21155_801_54819_10_008",346,68,78.1038374717833,44.1558441558442,414,69.3467336683417,33.9479933159391
"x35080_818_69175_14_41",159,3,35.8916478555305,1.94805194805195,162,27.1356783919598,33.9435959074785
"x12741_819_59008_6_33",159,3,35.8916478555305,1.94805194805195,162,27.1356783919598,33.9435959074785
"x38852_1022_88697_15_729",182,11,41.0835214446953,7.14285714285714,193,32.3283082077052,33.9406643018381
"x11149_596_44868_5_668",182,11,41.0835214446953,7.14285714285714,193,32.3283082077052,33.9406643018381
"x13036_626_53557_6_466",415,92,93.6794582392777,59.7402597402597,507,84.9246231155779,33.9391984990179
"x14098_774_57464_6_917",228,27,51.4672686230248,17.5324675324675,255,42.713567839196,33.9348010905573
"x21607_580_49238_10_294",228,27,51.4672686230248,17.5324675324675,255,42.713567839196,33.9348010905573
"x10666_788_52889_5_449",274,43,61.8510158013544,27.9220779220779,317,53.0988274706868,33.9289378792765
"x7865_502_3269_4_493",297,51,67.0428893905192,33.1168831168831,348,58.2914572864322,33.9260062736361
"x8110_708_5187_4_57",320,59,72.234762979684,38.3116883116883,379,63.4840871021776,33.9230746679957
"x3541_603_22425_3_112",366,75,82.6185101580135,48.7012987012987,441,73.8693467336683,33.9172114567148
"x26143_938_70726_12_272",179,10,40.4063205417607,6.49350649350649,189,31.6582914572864,33.9128140482542
"x20430_657_53253_9_656",412,91,93.0022573363431,59.0909090909091,503,84.2546063651591,33.911348245434
"x3017_510_36333_2_869",202,18,45.5981941309255,11.6883116883117,220,36.8509212730318,33.9098824426138
"x2827_692_41373_2_729",202,18,45.5981941309255,11.6883116883117,220,36.8509212730318,33.9098824426138
"x16253_654_56697_7_789",435,99,98.1941309255079,64.2857142857143,534,89.4472361809045,33.9084166397936
"x29479_806_62812_13_111",225,26,50.7900677200903,16.8831168831169,251,42.0435510887772,33.9069508369734
"x17317_797_51776_8_182",317,58,71.5575620767494,37.6623376623377,375,62.8140703517588,33.8952244144118
"x21070_502_49849_9_98",317,58,71.5575620767494,37.6623376623377,375,62.8140703517588,33.8952244144118
"x34165_966_74545_14_153",340,66,76.7494356659142,42.8571428571429,406,68.0067001675042,33.8922928087714
"x5758_748_5139_3_832",340,66,76.7494356659142,42.8571428571429,406,68.0067001675042,33.8922928087714
"x18833_804_52109_8_838",340,66,76.7494356659142,42.8571428571429,406,68.0067001675042,33.8922928087714
"x22665_573_42787_10_839",153,1,34.5372460496614,0.649350649350649,154,25.7956448911223,33.8878954003107
"x35865_933_7107_14_618",153,1,34.5372460496614,0.649350649350649,154,25.7956448911223,33.8878954003107
"x32747_1071_7906_13_854",153,1,34.5372460496614,0.649350649350649,154,25.7956448911223,33.8878954003107
"x10707_377_28402_5_512",386,82,87.1331828442438,53.2467532467532,468,78.391959798995,33.8864295974905
"x14812_755_57863_7_22",176,9,39.7291196388262,5.84415584415584,185,30.9882747068677,33.8849637946703
"x32524_698_60688_13_777",199,17,44.920993227991,11.038961038961,216,36.1809045226131,33.8820321890299
"x29533_628_56392_13_094",432,98,97.5169300225734,63.6363636363636,530,88.7772194304858,33.8805663862097
"x3560_552_33033_3_109",268,41,60.4966139954853,26.6233766233766,309,51.7587939698492,33.8732373721087
"x4537_1119_4773_3_491",314,57,70.8803611738149,37.012987012987,371,62.14405360134,33.8673741608279
"x7751_806_54284_4_485",314,57,70.8803611738149,37.012987012987,371,62.14405360134,33.8673741608279
"x36916_1096_82915_14_986",150,0,33.8600451467269,0,150,25.1256281407035,33.8600451467269
"x132_423_23598_0_792",150,0,33.8600451467269,0,150,25.1256281407035,33.8600451467269
"x208_347_22103_0_877",150,0,33.8600451467269,0,150,25.1256281407035,33.8600451467269
"x41407_992_89908_17_061",150,0,33.8600451467269,0,150,25.1256281407035,33.8600451467269
"x41768_963_81576_17_662",150,0,33.8600451467269,0,150,25.1256281407035,33.8600451467269
"x39915_1118_92679_16_161",150,0,33.8600451467269,0,150,25.1256281407035,33.8600451467269
"x99_223_13339_0_716",150,0,33.8600451467269,0,150,25.1256281407035,33.8600451467269
"x37977_680_69078_15_38",150,0,33.8600451467269,0,150,25.1256281407035,33.8600451467269
"x18581_721_52677_8_728",196,16,44.2437923250564,10.3896103896104,212,35.5108877721943,33.854181935446
"x4822_1135_47121_3_582",196,16,44.2437923250564,10.3896103896104,212,35.5108877721943,33.854181935446
"x31432_942_77527_13_534",196,16,44.2437923250564,10.3896103896104,212,35.5108877721943,33.854181935446
"x3894_744_50555_3_274",219,24,49.4356659142212,15.5844155844156,243,40.7035175879397,33.8512503298056
"x12594_661_48129_6_274",219,24,49.4356659142212,15.5844155844156,243,40.7035175879397,33.8512503298056
"x24403_664_58599_11_754",219,24,49.4356659142212,15.5844155844156,243,40.7035175879397,33.8512503298056
"x25988_529_49855_12_221",242,32,54.627539503386,20.7792207792208,274,45.8961474036851,33.8483187241652
"x21137_844_60703_10_013",265,40,59.8194130925508,25.974025974026,305,51.0887772194305,33.8453871185248
"x31213_1012_79493_13_522",265,40,59.8194130925508,25.974025974026,305,51.0887772194305,33.8453871185248
"x11921_828_6133_5_996",265,40,59.8194130925508,25.974025974026,305,51.0887772194305,33.8453871185248
"x36229_906_75829_14_741",311,56,70.2031602708804,36.3636363636364,367,61.4740368509213,33.839523907244
"x35956_962_74983_14_678",170,7,38.3747178329571,4.54545454545455,177,29.6482412060301,33.8292632875026
"x33600_698_60813_14_06",193,15,43.5665914221219,9.74025974025974,208,34.8408710217755,33.8263316818622
"x9660_832_57164_5_139",236,30,53.2731376975169,19.4805194805195,266,44.5561139028476,33.7926182169975
"x23127_780_59081_11_141",328,62,74.0406320541761,40.2597402597403,390,65.3266331658292,33.7808917944358
"x2409_594_35033_2_42",210,21,47.4040632054176,13.6363636363636,231,38.6934673366834,33.767699569054
"x29712_901_73633_13_211",210,21,47.4040632054176,13.6363636363636,231,38.6934673366834,33.767699569054
"x2566_580_3434_2_527",256,37,57.7878103837472,24.025974025974,293,49.0787269681742,33.7618363577731
"x14498_691_50173_7_079",256,37,57.7878103837472,24.025974025974,293,49.0787269681742,33.7618363577731
"x22710_606_50966_10_877",325,61,73.3634311512415,39.6103896103896,386,64.6566164154104,33.7530415408519
"x14420_840_56223_7_038",371,77,83.7471783295711,50,448,75.0418760469012,33.7471783295711
"x30563_846_7197_13_346",207,20,46.7268623024831,12.987012987013,227,38.0234505862647,33.7398493154701
"x31083_998_80123_13_479",230,28,51.9187358916479,18.1818181818182,258,43.21608040201,33.7369177098297
"x13576_842_5794_6_666",253,36,57.1106094808126,23.3766233766234,289,48.4087102177554,33.7339861041893
"x1640_458_34797_1_764",253,36,57.1106094808126,23.3766233766234,289,48.4087102177554,33.7339861041893
"x17850_798_5233_8_501",253,36,57.1106094808126,23.3766233766234,289,48.4087102177554,33.7339861041893
"x4359_657_41297_3_432",322,60,72.686230248307,38.961038961039,382,63.9865996649916,33.725191287268
"x30335_865_63152_13_321",227,27,51.2415349887133,17.5324675324675,254,42.5460636515913,33.7090674562458
"x14571_764_53082_7_104",365,75,82.392776523702,48.7012987012987,440,73.7018425460636,33.6914778224033
"x22292_1126_01381_10_606",198,17,44.6952595936795,11.038961038961,215,36.0134003350084,33.6562985547184
"x20714_830_62586_9_769",198,17,44.6952595936795,11.038961038961,215,36.0134003350084,33.6562985547184
"x20515_551_46772_9_714",244,33,55.079006772009,21.4285714285714,277,46.3986599664992,33.6504353434376
"x1490_377_26804_1_649",267,41,60.2708803611738,26.6233766233766,308,51.5912897822446,33.6475037377972
"x26915_553_44086_12_45",336,65,75.8465011286682,42.2077922077922,401,67.1691792294807,33.638708920876
"x41608_966_88607_17_333",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x20566_385_27362_9_73",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x40958_941_7892_16_73",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x41077_1068_92526_16_819",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x41123_1072_95044_16_839",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x41627_1015_86212_17_376",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x41678_885_76911_17_435",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x36183_977_72028_14_714",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x41100_1053_82311_16_838",149,0,33.6343115124154,0,149,24.9581239530988,33.6343115124154
"x5583_549_25163_3_767",218,24,49.2099322799097,15.5844155844156,242,40.536013400335,33.6255166954941
"x26884_738_66173_12_418",218,24,49.2099322799097,15.5844155844156,242,40.536013400335,33.6255166954941
"x6588_651_48123_4_16",218,24,49.2099322799097,15.5844155844156,242,40.536013400335,33.6255166954941
"x26040_545_49303_12_23",241,32,54.4018058690745,20.7792207792208,273,45.7286432160804,33.6225850898537
"x16739_792_56191_8_03",379,80,85.5530474040632,51.948051948052,459,76.8844221105528,33.6049954560113
"x9956_662_53668_5_261",215,23,48.5327313769752,14.9350649350649,238,39.8659966499162,33.5976664419102
"x25791_888_64672_12_151",307,55,69.3002257336343,35.7142857142857,362,60.6365159128978,33.5859400193486
"x27005_584_562_12_472",376,79,84.8758465011287,51.2987012987013,455,76.214405360134,33.5771452024274
"x31778_545_49309_13_63",166,6,37.4717832957111,3.8961038961039,172,28.8107202680067,33.5756793996072
"x12521_783_44592_6_245",166,6,37.4717832957111,3.8961038961039,172,28.8107202680067,33.5756793996072
"x35095_776_67724_14_424",212,22,47.8555304740406,14.2857142857143,234,39.1959798994975,33.5698161883263
"x24092_738_54246_11_624",258,38,58.2392776523702,24.6753246753247,296,49.5812395309883,33.5639529770455
"x3464_583_41207_3_049",281,46,63.431151241535,29.8701298701299,327,54.7738693467337,33.5610213714051
"x25160_728_55798_11_95",304,54,68.6230248306998,35.0649350649351,358,59.9664991624791,33.5580897657647
"x39981_1032_89064_16_265",209,21,47.1783295711061,13.6363636363636,230,38.5259631490787,33.5419659347425
"x5381_870_57407_3_741",301,53,67.9458239277652,34.4155844155844,354,59.2964824120603,33.5302395121808
"x22439_774_50594_10_696",160,4,36.117381489842,2.5974025974026,164,27.4706867671692,33.5199788924394
"x20443_639_52051_9_667",183,12,41.3092550790068,7.79220779220779,195,32.6633165829146,33.517047286799
"x10830_774_52456_5_571",183,12,41.3092550790068,7.79220779220779,195,32.6633165829146,33.517047286799
"x38064_958_78755_15_352",275,44,62.0767494356659,28.5714285714286,319,53.4338358458961,33.5053208642373
"x344_400_30478_1_004",298,52,67.2686230248307,33.7662337662338,350,58.6264656616415,33.5023892585969
"x23578_866_63253_11_411",298,52,67.2686230248307,33.7662337662338,350,58.6264656616415,33.5023892585969
"x36170_913_75278_14_706",157,3,35.4401805869075,1.94805194805195,160,26.8006700167504,33.4921286388555
"x30816_1026_7704_13_425",180,11,40.6320541760722,7.14285714285714,191,31.9932998324958,33.4891970332151
"x32989_986_77371_13_862",180,11,40.6320541760722,7.14285714285714,191,31.9932998324958,33.4891970332151
"x27812_904_70165_12_677",180,11,40.6320541760722,7.14285714285714,191,31.9932998324958,33.4891970332151
"x22796_1344_07971_10_907",203,19,45.823927765237,12.3376623376623,222,37.1859296482412,33.4862654275747
"x21302_864_61873_10_088",226,27,51.0158013544018,17.5324675324675,253,42.3785594639866,33.4833338219343
"x25835_1492_20153_12_157",249,35,56.2076749435666,22.7272727272727,284,47.571189279732,33.4804022162939
"x5920_825_47414_3_879",295,51,66.5914221218962,33.1168831168831,346,57.9564489112228,33.474539005013
"x30392_741_58019_13_356",318,59,71.783295711061,38.3116883116883,377,63.1490787269682,33.4716073993726
"x31123_790_66156_13_486",177,10,39.9548532731377,6.49350649350649,187,31.323283082077,33.4613467796312
"x32067_970_77324_13_682",200,18,45.1467268623025,11.6883116883117,218,36.5159128978224,33.4584151739908
"x26280_429_37219_12_301",200,18,45.1467268623025,11.6883116883117,218,36.5159128978224,33.4584151739908
"x17410_654_56765_8_283",433,99,97.7426636568849,64.2857142857143,532,89.1122278056951,33.4569493711706
"x12605_684_49502_6_286",223,26,50.3386004514673,16.8831168831169,249,41.7085427135678,33.4554835683504
"x6918_790_52385_4_226",269,42,60.7223476297968,27.2727272727273,311,52.0938023450586,33.4496203570696
"x2076_436_28202_2_09",266,41,60.0451467268623,26.6233766233766,307,51.4237855946399,33.4217701034857
"x24886_648_59384_11_883",266,41,60.0451467268623,26.6233766233766,307,51.4237855946399,33.4217701034857
"x29326_896_71381_13_078",312,57,70.4288939051919,37.012987012987,369,61.8090452261307,33.4159068922049
"x17436_816_57668_8_3",335,65,75.6207674943567,42.2077922077922,400,67.001675041876,33.4129752865644
"x36069_614_58742_14_689",148,0,33.4085778781038,0,148,24.7906197654941,33.4085778781038
"x235_273_185_0_909",148,0,33.4085778781038,0,148,24.7906197654941,33.4085778781038
"x15758_654_56697_7_595",427,97,96.3882618510158,62.987012987013,524,87.7721943048576,33.4012488640028
"x18611_729_58591_8_705",217,24,48.9841986455982,15.5844155844156,241,40.3685092127303,33.3997830611826
"x6129_448_32005_3_968",263,40,59.3679458239278,25.974025974026,303,50.7537688442211,33.3939198499018
"x11294_800_527_5_725",309,56,69.7516930022573,36.3636363636364,365,61.1390284757119,33.388056638621
"x1844_409_27344_1_928",309,56,69.7516930022573,36.3636363636364,365,61.1390284757119,33.388056638621
"x8165_730_50123_4_585",309,56,69.7516930022573,36.3636363636364,365,61.1390284757119,33.388056638621
"x16355_792_5618_7_839",355,72,80.1354401805869,46.7532467532468,427,71.5242881072027,33.3821934273402
"x29309_760_62317_13_084",378,80,85.3273137697517,51.948051948052,458,76.7169179229481,33.3792618216997
"x9887_496_37706_5_218",237,31,53.4988713318284,20.1298701298701,268,44.891122278057,33.3690012019583
"x34765_997_71519_14_304",237,31,53.4988713318284,20.1298701298701,268,44.891122278057,33.3690012019583
"x9010_696_52059_4_876",237,31,53.4988713318284,20.1298701298701,268,44.891122278057,33.3690012019583
"x16004_657_48897_7_705",260,39,58.6907449209932,25.3246753246753,299,50.0837520938023,33.3660695963179
"x13010_656_54695_6_464",329,63,74.2663656884876,40.9090909090909,392,65.6616415410385,33.3572747793967
"x25919_862_63034_12_191",352,71,79.4582392776524,46.1038961038961,423,70.8542713567839,33.3543431737563
"x34190_951_48365_14_182",165,6,37.2460496613995,3.8961038961039,171,28.643216080402,33.3499457652957
"x11106_714_47041_5_653",165,6,37.2460496613995,3.8961038961039,171,28.643216080402,33.3499457652957
"x7469_849_47456_4_41",188,14,42.4379232505643,9.09090909090909,202,33.8358458961474,33.3470141596552
"x28608_857_64559_12_882",188,14,42.4379232505643,9.09090909090909,202,33.8358458961474,33.3470141596552
"x18902_668_58224_8_877",421,95,95.0338600451467,61.6883116883117,516,86.4321608040201,33.345548356835
"x12479_445_36781_6_223",421,95,95.0338600451467,61.6883116883117,516,86.4321608040201,33.345548356835
"x28422_812_58961_12_851",257,38,58.0135440180587,24.6753246753247,295,49.4137353433836,33.338219342734
"x36118_997_80247_14_733",372,78,83.9729119638826,50.6493506493507,450,75.3768844221105,33.323561314532
"x18589_818_57642_8_721",372,78,83.9729119638826,50.6493506493507,450,75.3768844221105,33.323561314532
"x33502_850_71204_14_009",162,5,36.568848758465,3.24675324675325,167,27.9731993299832,33.3220955117118
"x14677_531_40352_7_162",208,21,46.9525959367946,13.6363636363636,229,38.358458961474,33.3162323004309
"x4901_635_33548_3_604",231,29,52.1444695259594,18.8311688311688,260,43.5510887772194,33.3133006947905
"x18725_799_5316_8_792",346,69,78.1038374717833,44.8051948051948,415,69.5142378559464,33.2986426665885
"x11042_812_50466_5_639",159,4,35.8916478555305,2.5974025974026,163,27.3031825795645,33.2942452581279
"x30535_834_65859_13_359",228,28,51.4672686230248,18.1818181818182,256,42.8810720268007,33.2854504412066
"x32562_852_73044_13_8",228,28,51.4672686230248,18.1818181818182,256,42.8810720268007,33.2854504412066
"x16906_663_49692_8_099",202,19,45.5981941309255,12.3376623376623,221,37.0184254606365,33.2605317932632
"x3986_464_31445_3_308",386,83,87.1331828442438,53.8961038961039,469,78.5594639865997,33.2370789481399
"x7666_499_28102_4_448",176,10,39.7291196388262,6.49350649350649,186,31.1557788944724,33.2356131453197
"x5110_657_45433_3_686",199,18,44.920993227991,11.6883116883117,217,36.3484087102178,33.2326815396793
"x30614_812_67696_13_345",222,26,50.1128668171558,16.8831168831169,248,41.5410385259632,33.2297499340389
"x18978_963_60225_8_912",314,58,70.8803611738149,37.6623376623377,372,62.3115577889447,33.2180235114772
"x2168_490_37429_2_182",337,66,76.0722347629797,42.8571428571429,403,67.5041876046901,33.2150919058368
"x14249_790_54653_6_965",406,90,91.647855530474,58.4415584415584,496,83.0820770519263,33.2062970889156
"x19970_750_54977_9_407",429,98,96.8397291196388,63.6363636363636,527,88.2747068676717,33.2033654832752
"x30410_746_6066_13_321",265,41,59.8194130925508,26.6233766233766,306,51.2562814070352,33.1960364691742
"x18558_655_51799_8_708",357,73,80.5869074492099,47.4025974025974,430,72.0268006700168,33.1843100466125
"x41724_965_84995_17_562",147,0,33.1828442437923,0,147,24.6231155778894,33.1828442437923
"x40999_1124_97634_16_778",147,0,33.1828442437923,0,147,24.6231155778894,33.1828442437923
"x36996_744_65297_15_024",147,0,33.1828442437923,0,147,24.6231155778894,33.1828442437923
"x41252_1027_80988_16_931",147,0,33.1828442437923,0,147,24.6231155778894,33.1828442437923
"x25005_752_55855_11_891",380,81,85.7787810383747,52.5974025974026,461,77.2194304857621,33.1813784409721
"x34895_1021_72158_14_371",170,8,38.3747178329571,5.1948051948052,178,29.8157453936348,33.1799126381519
"x15023_609_45216_7_308",193,16,43.5665914221219,10.3896103896104,209,35.0083752093802,33.1769810325115
"x34022_1006_80063_14_09",193,16,43.5665914221219,10.3896103896104,209,35.0083752093802,33.1769810325115
"x32766_1058_82907_13_881",216,24,48.7584650112867,15.5844155844156,240,40.2010050251256,33.1740494268711
"x28515_667_52793_12_858",216,24,48.7584650112867,15.5844155844156,240,40.2010050251256,33.1740494268711
"x11186_750_56143_5_661",239,32,53.9503386004515,20.7792207792208,271,45.393634840871,33.1711178212307
"x7959_389_32081_4_528",285,48,64.334085778781,31.1688311688312,333,55.7788944723618,33.1652546099499
"x21915_572_50384_10_419",285,48,64.334085778781,31.1688311688312,333,55.7788944723618,33.1652546099499
"x5186_825_47224_3_704",285,48,64.334085778781,31.1688311688312,333,55.7788944723618,33.1652546099499
"x26003_584_52252_12_217",285,48,64.334085778781,31.1688311688312,333,55.7788944723618,33.1652546099499
"x2000_648_3893_2_04",400,88,90.293453724605,57.1428571428571,488,81.7420435510888,33.1505965817478
"x19620_862_60335_9_233",259,39,58.4650112866817,25.3246753246753,298,49.9162479061977,33.1403359620064
"x23520_594_54629_11_383",305,55,68.8487584650113,35.7142857142857,360,60.3015075376884,33.1344727507256
"x20950_696_61385_9_924",328,63,74.0406320541761,40.9090909090909,391,65.4941373534338,33.1315411450852
"x18867_788_54327_8_862",351,71,79.2325056433409,46.1038961038961,422,70.6867671691792,33.1286095394448
"x16633_676_49582_7_965",210,22,47.4040632054176,14.2857142857143,232,38.8609715242881,33.1183489197033
"x8069_391_33627_4_561",207,21,46.7268623024831,13.6363636363636,228,38.1909547738693,33.0904986661194
"x21559_781_54678_10_225",230,29,51.9187358916479,18.8311688311688,259,43.3835845896147,33.087567060479
"x10652_674_53663_5_465",230,29,51.9187358916479,18.8311688311688,259,43.3835845896147,33.087567060479
"x1426_365_2475_1_628",345,69,77.8781038374718,44.8051948051948,414,69.3467336683417,33.072909032277
"x12841_652_55197_6_386",345,69,77.8781038374718,44.8051948051948,414,69.3467336683417,33.072909032277
"x23737_612_53551_11_5",250,36,56.4334085778781,23.3766233766234,286,47.9061976549414,33.0567852012547
"x37145_960_81793_15_042",296,52,66.8171557562077,33.7662337662338,348,58.2914572864322,33.0509219899739
"x13319_776_50918_6_582",155,3,34.9887133182844,1.94805194805195,158,26.465661641541,33.0406613702325
"x32741_1070_78294_13_846",155,3,34.9887133182844,1.94805194805195,158,26.465661641541,33.0406613702325
"x22014_752_52337_10_443",178,11,40.1805869074492,7.14285714285714,189,31.6582914572864,33.0377297645921
"x31032_800_65467_13_454",247,35,55.7562076749436,22.7272727272727,282,47.2361809045226,33.0289349476708
"x14255_923_51221_6_967",152,2,34.3115124153499,1.2987012987013,154,25.7956448911223,33.0128111166486
"x9079_805_58345_4_899",175,10,39.5033860045147,6.49350649350649,185,30.9882747068677,33.0098795110082
"x20384_1409_09641_9_631",198,18,44.6952595936795,11.6883116883117,216,36.1809045226131,33.0069479053678
"x33005_676_6236_13_889",198,18,44.6952595936795,11.6883116883117,216,36.1809045226131,33.0069479053678
"x31801_882_71632_13_614",198,18,44.6952595936795,11.6883116883117,216,36.1809045226131,33.0069479053678
"x18160_876_55895_8_537",267,42,60.2708803611738,27.2727272727273,309,51.7587939698492,32.9981530884465
"x22248_706_56183_10_577",290,50,65.4627539503386,32.4675324675325,340,56.9514237855946,32.9952214828061
"x14869_682_56231_7_239",313,58,70.6546275395034,37.6623376623377,371,62.14405360134,32.9922898771657
"x27311_852_64963_12_553",382,82,86.2302483069977,53.2467532467532,464,77.7219430485762,32.9834950602445
"x13457_659_46675_6_638",172,9,38.8261851015801,5.84415584415584,181,30.3182579564489,32.9820292574243
"x29145_752_63812_13_036",172,9,38.8261851015801,5.84415584415584,181,30.3182579564489,32.9820292574243
"x16252_985_58649_7_789",287,49,64.7855530474041,31.8181818181818,336,56.2814070351759,32.9673712292223
"x7882_804_5383_4_502",356,73,80.3611738148984,47.4025974025974,429,71.8592964824121,32.958576412301
"x40571_986_84845_16_452",146,0,32.9571106094808,0,146,24.4556113902848,32.9571106094808
"x41618_1076_98308_17_372",146,0,32.9571106094808,0,146,24.4556113902848,32.9571106094808
"x40603_1134_9398_16_521",146,0,32.9571106094808,0,146,24.4556113902848,32.9571106094808
"x34739_1077_75337_14_323",146,0,32.9571106094808,0,146,24.4556113902848,32.9571106094808
"x7229_730_4267_4_331",169,8,38.1489841986456,5.1948051948052,177,29.6482412060301,32.9541790038404
"x37777_940_79909_15_272",169,8,38.1489841986456,5.1948051948052,177,29.6482412060301,32.9541790038404
"x16060_666_56718_7_682",402,89,90.744920993228,57.7922077922078,491,82.2445561139028,32.9527132010202
"x4568_587_22932_3_498",425,97,95.9367945823928,62.987012987013,522,87.4371859296482,32.9497815953798
"x30363_776_64754_13_32",215,24,48.5327313769752,15.5844155844156,239,40.0335008375209,32.9483157925596
"x18094_736_49036_8_52",261,40,58.9164785553047,25.974025974026,301,50.4187604690117,32.9424525812788
"x19601_952_66586_9_222",284,48,64.1083521444695,31.1688311688312,332,55.6113902847571,32.9395209756384
"x25965_778_57268_12_201",330,64,74.4920993227991,41.5584415584416,394,65.9966499162479,32.9336577643575
"x31512_976_74548_13_56",189,15,42.6636568848758,9.74025974025974,204,34.1708542713568,32.9233971446161
"x33279_1032_81564_13_959",212,23,47.8555304740406,14.9350649350649,235,39.3634840871022,32.9204655389757
"x27609_781_5906_12_679",304,55,68.6230248306998,35.7142857142857,359,60.1340033500838,32.9087391164141
"x16646_595_4719_7_993",163,6,36.7945823927765,3.8961038961039,169,28.3082077051926,32.8984784966726
"x27260_916_72374_12_547",163,6,36.7945823927765,3.8961038961039,169,28.3082077051926,32.8984784966726
"x15443_619_47239_7_477",186,14,41.9864559819413,9.09090909090909,200,33.500837520938,32.8955468910322
"x21426_746_51052_10_162",232,30,52.3702031602709,19.4805194805195,262,43.8860971524288,32.8896836797514
"x5609_644_45249_3_786",347,70,78.3295711060948,45.4545454545455,417,69.8492462311558,32.8750256515494
"x8072_688_49365_4_58",370,78,83.5214446952596,50.6493506493507,448,75.0418760469012,32.8720940459089
"x21635_515_44637_10_292",183,13,41.3092550790068,8.44155844155844,196,32.8308207705193,32.8676966374483
"x24652_517_46138_11_809",206,21,46.5011286681716,13.6363636363636,227,38.0234505862647,32.8647650318079
"x29114_996_78137_12_971",206,21,46.5011286681716,13.6363636363636,227,38.0234505862647,32.8647650318079
"x17524_844_60269_8_334",206,21,46.5011286681716,13.6363636363636,227,38.0234505862647,32.8647650318079
"x28793_784_66616_12_936",321,61,72.4604966139955,39.6103896103896,382,63.9865996649916,32.8501070036059
"x1925_576_38876_1_99",226,28,51.0158013544018,18.1818181818182,254,42.5460636515913,32.8339831725836
"x4948_540_38799_3_625",249,36,56.2076749435666,23.3766233766234,285,47.7386934673367,32.8310515669432
"x11824_1088_62576_5_946",154,3,34.7629796839729,1.94805194805195,157,26.2981574539363,32.814927735921
"x28930_525_46731_12_974",177,11,39.9548532731377,7.14285714285714,188,31.4907872696817,32.8119961302806
"x28357_803_59286_12_841",177,11,39.9548532731377,7.14285714285714,188,31.4907872696817,32.8119961302806
"x14610_1043_52766_7_121",200,19,45.1467268623025,12.3376623376623,219,36.6834170854271,32.8090645246401
"x36088_800_71605_14_697",200,19,45.1467268623025,12.3376623376623,219,36.6834170854271,32.8090645246401
"x34029_977_82054_14_136",200,19,45.1467268623025,12.3376623376623,219,36.6834170854271,32.8090645246401
"x19820_958_64695_9_304",269,43,60.7223476297968,27.9220779220779,312,52.2613065326633,32.8002697077189
"x36737_745_65444_14_93",151,2,34.0857787810384,1.2987012987013,153,25.6281407035176,32.7870774823371
"x418_466_35167_1_046",174,10,39.2776523702032,6.49350649350649,184,30.820770519263,32.7841458766967
"x28209_620_56006_12_784",430,99,97.0654627539503,64.2857142857143,529,88.6097152428811,32.779748468236
"x14435_661_48135_7_041",220,26,49.6613995485327,16.8831168831169,246,41.2060301507538,32.7782826654158
"x24521_682_59843_11_774",220,26,49.6613995485327,16.8831168831169,246,41.2060301507538,32.7782826654158
"x36501_960_81894_14_826",243,34,54.8532731376975,22.0779220779221,277,46.3986599664992,32.7753510597754
"x19373_1049_61917_9_122",312,58,70.4288939051919,37.6623376623377,370,61.9765494137353,32.7665562428542
"x29936_745_59503_13_222",358,74,80.8126410835214,48.051948051948,432,72.3618090452261,32.7606930315734
"x36149_521_45726_14_729",194,17,43.7923250564334,11.038961038961,211,35.3433835845896,32.7533640174724
"x11407_711_55547_5_772",240,33,54.176072234763,21.4285714285714,273,45.7286432160804,32.7475008061916
"x22178_726_54081_10_557",240,33,54.176072234763,21.4285714285714,273,45.7286432160804,32.7475008061916
"x25914_816_65019_12_202",263,41,59.3679458239278,26.6233766233766,304,50.9212730318258,32.7445692005511
"x6955_648_4621_4_271",286,49,64.5598194130926,31.8181818181818,335,56.1139028475712,32.7416375949107
"x14461_682_56221_7_067",309,57,69.7516930022573,37.012987012987,366,61.3065326633166,32.7387059892703
"x23801_704_55946_11_521",332,65,74.9435665914221,42.2077922077922,397,66.499162479062,32.7357743836299
"x32266_862_68845_13_734",355,73,80.1354401805869,47.4025974025974,428,71.6917922948074,32.7328427779895
"x39206_916_83284_15_874",355,73,80.1354401805869,47.4025974025974,428,71.6917922948074,32.7328427779895
"x41381_1086_94419_17_085",145,0,32.7313769751693,0,145,24.2881072026801,32.7313769751693
"x36449_999_73558_14_846",145,0,32.7313769751693,0,145,24.2881072026801,32.7313769751693
"x40887_926_85323_16_746",145,0,32.7313769751693,0,145,24.2881072026801,32.7313769751693
"x31842_778_65706_13_599",145,0,32.7313769751693,0,145,24.2881072026801,32.7313769751693
