"metabolite","coral_present","noncoral_present","coral_percent","noncoral_percent","total_present","total_percent","coral_minus_noncoral"
"x40042_878_80706_16_18",358,0,80.8126410835214,0,358,59.9664991624791,80.8126410835214
"x39700_903_81851_16_155",358,0,80.8126410835214,0,358,59.9664991624791,80.8126410835214
"x39485_1028_86118_16_01",358,0,80.8126410835214,0,358,59.9664991624791,80.8126410835214
"x40479_1004_86393_16_449",363,2,81.941309255079,1.2987012987013,365,61.1390284757119,80.6426079563777
"x39901_876_79819_16_183",360,1,81.2641083521445,0.649350649350649,361,60.4690117252931,80.6147577027938
"x37719_944_77041_15_287",429,25,96.8397291196388,16.2337662337662,454,76.0469011725293,80.6059628858726
"x39288_846_75538_15_912",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39152_924_79895_15_844",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39291_874_78344_15_911",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39976_874_78599_16_215",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38192_818_72388_15_459",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38158_844_73924_15_454",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38830_794_72361_15_716",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39186_898_78095_15_858",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40025_902_81509_16_262",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38894_846_75465_15_748",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39156_901_724_15_843",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39491_926_81454_15_997",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40109_953_8346_16_277",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39299_851_70921_15_916",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39698_901_80339_16_064",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39194_899_78625_15_877",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40166_928_8303_16_306",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40713_858_79187_16_592",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40362_903_81922_16_367",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39895_796_73948_16_172",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39840_827_70944_16_149",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40824_930_84582_16_667",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39606_877_72541_16_041",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40129_954_84247_16_305",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38867_768_70791_15_73",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39999_879_74006_16_231",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39906_853_72485_16_178",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38485_849_69425_15_577",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38808_875_70915_15_708",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39455_952_83005_15_988",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40029_929_83521_16_292",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39030_976_8302_15_797",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38828_799_67879_15_716",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39249_877_72391_15_887",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40546_930_84449_16_516",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40656_871_71516_16_557",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40767_907_77186_16_631",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39613_893_69949_16_045",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38910_851_70942_15_754",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39837_843_68448_16_149",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40352_836_77129_16_392",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39913_869_69937_16_182",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38804_891_68372_15_708",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x41207_899_74694_16_932",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x38487_865_66828_15_577",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x39539_919_71457_16_019",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x40676_551_50339_16_57",357,0,80.5869074492099,0,357,59.7989949748744,80.5869074492099
"x32461_604_60363_13_783",385,10,86.9074492099323,6.49350649350649,395,66.1641541038526,80.4139427164258
"x37726_792_70779_15_276",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x37644_766_69228_15_242",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39852_899_78891_16_097",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40083_929_75506_16_269",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x37681_740_67655_15_252",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39827_927_8176_16_13",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40911_957_86734_16_719",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x38893_825_69399_15_745",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39063_927_73821_15_809",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x37742_818_72331_15_285",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39513_903_73957_16_006",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39316_867_68387_15_92",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40104_930_75845_16_267",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39935_880_74398_16_229",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40176_905_75522_16_31",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39039_903_73381_15_84",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40851_982_87568_16_684",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40138_955_8491_16_323",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40673_887_82418_16_592",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40093_945_73033_16_271",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40144_931_76753_16_322",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39058_943_71439_15_805",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39456_978_84499_16_003",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x38904_841_66794_15_748",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39368_808_73928_15_948",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40387_864_80264_16_409",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x40097_947_73449_16_271",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x41010_910_82416_16_777",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x39239_893_69883_15_889",356,0,80.3611738148984,0,356,59.6314907872697,80.3611738148984
"x38125_920_77037_15_435",361,2,81.489841986456,1.2987012987013,363,60.8040201005025,80.1911406877547
"x37540_894_75402_15_211",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x37286_944_7687_15_115",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x40471_901_80504_16_364",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x37248_816_70805_15_098",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x37337_923_70826_15_13",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x37962_899_70838_15_367",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38188_823_67848_15_455",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38029_873_69396_15_39",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38327_875_70831_15_513",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x37116_973_72312_15_054",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38118_925_72357_15_428",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x40913_933_78737_16_722",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38415_901_72365_15_557",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x37689_973_80167_15_242",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x40757_955_84971_16_669",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38819_974_81485_15_71",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x41555_934_8792_17_282",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x40196_906_75931_16_348",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x40033_895_71461_16_245",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x41067_934_79137_16_73",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38360_891_68295_15_52",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x40918_949_76274_16_722",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x41179_909_78674_16_907",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x40194_921_73055_16_319",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38826_815_65296_15_717",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x40317_862_78831_16_373",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x41183_925_7612_16_907",355,0,80.1354401805869,0,355,59.463986599665,80.1354401805869
"x38057_896_76733_15_388",369,5,83.2957110609481,3.24675324675325,374,62.6465661641541,80.0489578141948
"x38869_820_73925_15_735",357,1,80.5869074492099,0.649350649350649,358,59.9664991624791,79.9375567998593
"x39609_900_79918_16_042",357,1,80.5869074492099,0.649350649350649,358,59.9664991624791,79.9375567998593
"x36097_840_70824_14_698",357,1,80.5869074492099,0.649350649350649,358,59.9664991624791,79.9375567998593
"x38589_873_77199_15_59",357,1,80.5869074492099,0.649350649350649,358,59.9664991624791,79.9375567998593
"x39866_904_82358_16_217",357,1,80.5869074492099,0.649350649350649,358,59.9664991624791,79.9375567998593
"x36271_916_73856_14_764",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x40858_931_85061_16_651",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x41385_956_8657_17_079",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x39883_857_77793_16_257",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x39294_1002_84447_15_919",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x39953_1004_86083_16_213",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x39289_919_70319_15_876",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x39357_888_79773_15_94",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x40852_889_76217_16_677",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x38875_773_66315_15_734",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x37855_849_69319_15_377",354,0,79.9097065462754,0,354,59.2964824120603,79.9097065462754
"x39601_906_79162_16_052",397,15,89.6162528216704,9.74025974025974,412,69.0117252931323,79.8759930814107
"x40015_950_81762_16_223",365,4,82.392776523702,2.5974025974026,369,61.8090452261307,79.7953739262994
"x39470_925_80361_15_957",356,1,80.3611738148984,0.649350649350649,357,59.7989949748744,79.7118231655478
"x35830_890_72292_14_626",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x37005_945_77047_15_094",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x38450_922_78446_15_591",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x41274_930_84902_16_978",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x37954_915_68376_15_362",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x37345_939_68394_15_132",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x40723_863_74566_16_602",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x41280_891_77769_16_984",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x41386_984_89489_17_08",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x41304_915_85623_16_983",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x40296_980_86177_16_371",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x38560_1000_8292_15_612",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x37105_989_69813_15_049",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x40647_577_51883_16_554",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x38117_941_6972_15_421",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x40709_910_82287_16_592",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x39004_953_75335_15_787",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x39433_834_75515_15_978",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x39369_977_83364_15_925",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x40403_947_74618_16_415",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x39501_1003_85023_15_958",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x40604_892_82926_16_542",353,0,79.6839729119639,0,353,59.1289782244556,79.6839729119639
"x39021_901_80305_15_844",364,4,82.1670428893905,2.5974025974026,368,61.641541038526,79.5696402919879
"x38350_870_75456_15_522",358,2,80.8126410835214,1.2987012987013,360,60.3015075376884,79.5139397848201
"x38127_948_79794_15_431",358,2,80.8126410835214,1.2987012987013,360,60.3015075376884,79.5139397848201
"x34662_838_69195_14_288",358,2,80.8126410835214,1.2987012987013,360,60.3015075376884,79.5139397848201
"x37135_968_77117_15_07",381,10,86.0045146726862,6.49350649350649,391,65.4941373534338,79.5110081791797
"x37213_842_72354_15_079",355,1,80.1354401805869,0.649350649350649,356,59.6314907872697,79.4860895312363
"x37534_873_69332_15_201",355,1,80.1354401805869,0.649350649350649,356,59.6314907872697,79.4860895312363
"x39983_955_76996_16_217",355,1,80.1354401805869,0.649350649350649,356,59.6314907872697,79.4860895312363
"x39052_938_8129_15_815",355,1,80.1354401805869,0.649350649350649,356,59.6314907872697,79.4860895312363
"x239_264_19531_0_882",355,1,80.1354401805869,0.649350649350649,356,59.6314907872697,79.4860895312363
"x36913_790_69265_14_973",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x36902_897_69281_14_973",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x38334_951_73847_15_508",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x39447_929_75418_15_988",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x38031_889_66853_15_39",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x40008_930_8399_16_295",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x38195_839_65217_15_457",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x37641_771_64794_15_242",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x39900_956_77418_16_197",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x40035_1028_86237_16_235",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x39165_945_71743_15_827",352,0,79.4582392776524,0,352,58.9614740368509,79.4582392776524
"x38160_846_7524_15_436",375,8,84.6501128668172,5.1948051948052,383,64.1541038525963,79.455307672012
"x39857_825_76917_16_159",363,4,81.941309255079,2.5974025974026,367,61.4740368509213,79.3439066576764
"x39157_917_6992_15_844",357,2,80.5869074492099,1.2987012987013,359,60.1340033500838,79.2882061505086
"x38859_797_73947_15_727",357,2,80.5869074492099,1.2987012987013,359,60.1340033500838,79.2882061505086
"x36894_892_7385_14_972",354,1,79.9097065462754,0.649350649350649,355,59.463986599665,79.2603558969248
"x37713_972_79726_15_259",354,1,79.9097065462754,0.649350649350649,355,59.463986599665,79.2603558969248
"x38633_949_80211_15_641",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x36866_913_66749_14_963",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x40741_1004_86413_16_604",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x40837_983_88186_16_701",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x40119_861_73135_16_282",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x39848_836_77158_16_15",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x40145_1030_87734_16_299",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x39505_945_72782_16_009",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x38579_893_68714_15_685",351,0,79.2325056433409,0,351,58.7939698492462,79.2325056433409
"x38701_950_81443_15_664",365,5,82.392776523702,3.24675324675325,370,61.9765494137353,79.1460232769488
"x37645_769_7101_15_243",356,2,80.3611738148984,1.2987012987013,358,59.9664991624791,79.0624725161971
"x38561_917_69812_15_607",356,2,80.3611738148984,1.2987012987013,358,59.9664991624791,79.0624725161971
"x36195_738_66123_14_743",353,1,79.6839729119639,0.649350649350649,354,59.2964824120603,79.0346222626132
"x36276_921_69289_14_765",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x37528_889_66817_15_201",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x36211_712_64567_14_744",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x37675_925_71898_15_22",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x39471_930_75876_16_005",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x41556_911_80476_17_284",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x41026_938_8536_16_785",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x37249_991_7041_15_08",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x39844_864_79835_16_16",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x39984_971_74484_16_212",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x38979_969_72748_15_783",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x30438_389_30448_13_307",350,0,79.0067720090293,0,350,58.6264656616415,79.0067720090293
"x40209_900_80303_16_321",373,8,84.1986455981941,5.1948051948052,381,63.8190954773869,79.0038404033889
"x38831_822_75222_15_705",370,7,83.5214446952596,4.54545454545455,377,63.1490787269682,78.975990149805
"x31054_642_57998_13_463",370,7,83.5214446952596,4.54545454545455,377,63.1490787269682,78.975990149805
"x38801_904_77237_15_725",384,12,86.6817155756208,7.79220779220779,396,66.3316582914573,78.889507783413
"x30358_341_30461_13_303",378,10,85.3273137697517,6.49350649350649,388,64.9916247906198,78.8338072762452
"x39324_860_77042_15_936",352,1,79.4582392776524,0.649350649350649,353,59.1289782244556,78.8088886283017
"x36473_871_67755_14_835",349,0,78.7810383747178,0,349,58.4589614740368,78.7810383747178
"x33726_670_6109_14_07",349,0,78.7810383747178,0,349,58.4589614740368,78.7810383747178
"x37192_847_67724_15_073",349,0,78.7810383747178,0,349,58.4589614740368,78.7810383747178
"x37717_949_72332_15_266",349,0,78.7810383747178,0,349,58.4589614740368,78.7810383747178
"x40218_956_85491_16_391",349,0,78.7810383747178,0,349,58.4589614740368,78.7810383747178
"x38763_1001_83384_15_643",349,0,78.7810383747178,0,349,58.4589614740368,78.7810383747178
"x39587_914_81422_16_037",349,0,78.7810383747178,0,349,58.4589614740368,78.7810383747178
